NO,시군구,단지명,도로명,위도,경도,bus_count_500m,CCTV_count,school_count,streetlight_count,safety_score_raw,safety_score_normalized,safety_score,동,cluster
16434,서울특별시 관악구 봉천동,마이홈타운,청룡5길 11,37.48039746,126.9467644,11,324,27,0,1.139903395,0.474245426,51.598589923999995,봉천동,1
16446,서울특별시 영등포구 당산동4가,(32-55),당산로38길 3-1,37.5293688,126.898796,9,153,2,0,0.628507645,0.260589616,44.12063656,당산동4가,1
16469,서울특별시 관악구 봉천동,(1594-2),관악로 102-1,37.47429155,126.9532721,5,163,29,0,0.62720297,0.260044537,44.101558780999994,봉천동,1
16473,서울특별시 강동구 천호동,더하임,진황도로25길 19,37.53957005,127.1304707,14,289,0,0,1.057572697,0.43984852,71.99242598,천호동,0
16497,서울특별시 중랑구 면목동,행운빌딩,면목로42길 11,37.58002538,127.0890354,11,409,1,0,1.173700594,0.488365543,74.41827717,면목동,0
16511,서울특별시 은평구 녹번동,대경아르체,은평로9길 24,37.60236046,126.921953,12,297,19,0,1.088747897,0.452873193,72.64365963,녹번동,0
16517,서울특별시 은평구 녹번동,타미라피네,서오릉로6길 3-1,37.60624347,126.9234878,10,298,1,0,0.93029905,0.386674917,69.33374586,녹번동,0
16544,서울특별시 금천구 가산동,(142-2),남부순환로108길 10-4,37.47858471,126.8923603,22,263,1,2,1.315882302,0.547767578,77.3883789,가산동,0
16549,서울특별시 금천구 독산동,대동파크빌8차,시흥대로141길 11,37.4734195,126.897325,12,265,2,0,0.948150371,0.394133013,69.70665064,독산동,0
16558,서울특별시 영등포구 영등포동2가,루브르하우스,영등포로47길 16,37.5207164,126.9089988,14,245,0,110,1.212538274,0.504591521,52.660703242,영등포동2가,1
16570,서울특별시 은평구 구산동,두진아이브,서오릉로11길 3-3,37.61189102,126.9155288,18,288,19,0,1.295178489,0.539117741,76.95588704,구산동,0
16571,서울특별시 은평구 구산동,뉴아름빌,서오릉로11길 5-3,37.61175492,126.9154592,17,300,19,0,1.280279725,0.532893193,76.64465963,구산동,0
16620,서울특별시 은평구 역촌동,샹그리라,진흥로 99-10,37.60610803,126.9219521,7,277,1,0,0.779711226,0.323760895,66.18804476,역촌동,0
16647,서울특별시 용산구 한강로3가,디케이밸리뷰용산,한강대로14길 6,37.52511065,126.964432,13,242,29,34,1.144662461,0.476233714,73.81168572,한강로3가,0
16654,서울특별시 용산구 한강로2가,위너스타워,한강대로39길 34-4,37.53133634,126.968733,9,211,0,17,0.763291805,0.316901032,65.84505161,한강로2가,0
16660,서울특별시 동대문구 장안동,르.메이에르 장안타운 1,장한로26가길 7,37.57124821,127.0722023,0,179,0,25,0.386333477,0.159411775,57.97058874,장안동,0
16661,서울특별시 동대문구 장안동,공감대 오피스텔,장한로27길 25,37.57298104,127.0702125,2,231,0,1,0.50567468,0.209271285,60.46356423,장안동,0
16681,서울특별시 송파구 송파동,상아빌리지,백제고분로41길 5-12,37.50642979,127.1079364,15,168,0,6,0.882888386,0.366867236,47.840353273999995,송파동,1
16683,서울특별시 영등포구 문래동3가,썬샤인,영등포로20길 22-10,37.51999189,126.8916891,10,178,3,0,0.716916526,0.297525924,45.413407354,문래동3가,1
16690,서울특별시 관악구 봉천동,생모리츠타운,쑥고개로 100,37.4789187,126.947724,11,269,28,0,1.042500864,0.433551665,50.174308268,봉천동,1
16694,서울특별시 강남구 논현동,운현오피스텔,봉은사로 143,37.50647354,127.0301564,3,334,1,0,0.736835887,0.305848025,45.704680888999995,논현동,1
16751,서울특별시 구로구 구로동,현대아트빌,시흥대로161가길 23-8,37.48006853,126.8973606,15,272,1,0,1.067956239,0.444186655,50.54653291799999,구로동,1
16808,서울특별시 금천구 독산동,SD 아크로타워,시흥대로116길 9,37.46843147,126.8986418,17,345,2,0,1.282728655,0.53391633,76.6958165,독산동,0
16836,서울특별시 영등포구 양평동3가,어썸씨티,선유로40길 17,37.53021754,126.8946698,9,162,5,0,0.659547886,0.273557905,44.574526682,양평동3가,1
16838,서울특별시 영등포구 당산동1가,당산어반스테이,영신로39길 5-1,37.52145395,126.9004987,10,246,2,0,0.838469757,0.348309597,47.19083588099999,당산동1가,1
16839,서울특별시 영등포구 문래동5가,미림A클래스,선유로9다길 21-6,37.5155969,126.8852132,1,159,5,78,0.524287267,0.217047429,42.596660021999995,문래동5가,1
16869,서울특별시 강서구 염창동,원호엘리시온 오피스텔,공항대로59다길 89,37.55179544,126.868166,9,185,6,0,0.707049557,0.293403608,64.67018039,염창동,0
16871,서울특별시 강서구 염창동,염창이레타워벨리스,공항대로71길 57,37.54977612,126.8731807,10,251,2,48,0.951048557,0.395343845,69.76719225,염창동,0
16911,서울특별시 용산구 한강로2가,용산 토투벨리,새창로 217,37.53021065,126.9677933,12,182,0,11,0.808081061,0.335613516,66.78067581,한강로2가,0
16913,서울특별시 도봉구 창동,타임프라자,해등로16길 26,37.65570189,127.0414077,4,0,3,0,0.163087398,0.0661418916,53.30709458,창동,0
16982,서울특별시 강서구 화곡동,예가채 Ⅱ,우장산로16길 11,37.55266135,126.8497979,7,170,2,0,0.585705894,0.242707491,43.494762177999995,화곡동,1
17005,서울특별시 은평구 응암동,이레오피스텔,통일로 587,37.59923032,126.936519,5,87,1,0,0.352356016,0.145216346,57.2608173,응암동,0
17034,서울특별시 영등포구 영등포동3가,여의시티파크 A동,영중로8길 21,37.51830989,126.908154,19,273,0,91,1.409628105,0.586933596,55.542675874000004,영등포동3가,1
17060,서울특별시 강서구 방화동,마곡그랑시엘,개화동로27길 22,37.56421262,126.807881,10,171,2,18,0.73787257,0.306281141,65.31405705,방화동,0
17079,서울특별시 구로구 개봉동,신세계복합빌딩,남부순환로95길 38-14,37.49469507,126.856558,16,204,1,32,1.047681263,0.435715981,50.250059349,개봉동,1
17100,서울특별시 영등포구 양평동4가,행복이머무는집,선유로51길 18,37.53731007,126.8964501,12,136,12,121,1.01661325,0.42273609,49.795763143,양평동4가,1
17112,서울특별시 관악구 봉천동,골드캐슬,남부순환로220길 32,37.47990861,126.951453,13,296,2,0,1.04293222,0.433731881,50.180615828,봉천동,1
17120,서울특별시 관악구 봉천동,봉천동 오피스텔,봉천로 566,37.47746466,126.9602423,6,402,2,0,0.979511289,0.407235278,49.253234715999994,봉천동,1
17121,서울특별시 강남구 역삼동,더플레이스 역삼,언주로90길 26,37.50270078,127.0453106,5,175,5,0,0.534931715,0.221494569,42.752309901,역삼동,1
17133,서울특별시 동대문구 제기동,(289-5),제기로 68-1,37.58648052,127.0407146,7,232,18,24,0.828907331,0.344314515,67.21572573,제기동,0
17136,서울특별시 종로구 연지동,주함해븐타워,종로31길 46-30,37.57277865,126.9998508,11,98,1,0,0.595941532,0.246983834,62.34919169,연지동,0
17151,서울특별시 도봉구 도봉동,도봉역 다움하우스,도봉로163길 6,37.67622349,127.0442301,11,0,0,0,0.409108898,0.168927108,58.4463554,도봉동,0
17160,서울특별시 광진구 자양동,제이 타워,아차산로 356,37.53653851,127.0821752,4,74,1,0,0.291013598,0.119588124,55.97940618,자양동,0
17168,서울특별시 중랑구 상봉동,브라운힐,봉우재로41길 16-7,37.59440199,127.0896161,11,339,1,0,1.043658361,0.434035255,71.70176275,상봉동,0
17174,서울특별시 노원구 상계동,(693-2),상계로 55,37.65608962,127.0610411,16,123,5,0,0.847437811,0.352056356,47.321972453,상계동,1
17179,서울특별시 성동구 성수동1가,성수 그린빌,서울숲길 54,37.5479048,127.0435892,1,196,5,60,0.554290099,0.2295823,61.47911498,성수동1가,0
17189,서울특별시 종로구 부암동,타임730오피스텔,자하문로 266,37.59780985,126.9630674,0,60,0,0,0.111464771,0.0445744964,52.22872482,부암동,0
17196,서울특별시 광진구 능동,(220-5),천호대로110길 8,37.55630609,127.0802979,9,90,1,0,0.506696127,0.209698034,60.48490171,능동,0
17198,서울특별시 성북구 보문동2가,보문더루나,보문로 135,37.5868284,127.0183796,4,236,7,0,0.620609531,0.257289867,62.86449333,보문동2가,0
17202,서울특별시 중구 신당동,(251-73),퇴계로73가길 18,37.56622555,127.0136156,5,318,79,0,1.153829064,0.480063425,74.00317127,신당동,0
17237,서울특별시 동대문구 신설동,(81-79),보문로 10,37.57648445,127.0234541,14,288,9,0,1.09867653,0.457021272,72.8510636,신설동,0
17310,서울특별시 강동구 길동,지앤지타워,천호대로 1195,37.53509572,127.1438625,10,243,4,0,0.842443536,0.3499698,67.49849,길동,0
17312,서울특별시 송파구 방이동,올림픽파크리움,백제고분로 505,37.51553426,127.1149887,9,117,0,0,0.552081765,0.22865968,43.003088813999994,방이동,1
17323,서울특별시 송파구 방이동,송파드림팰리스,올림픽로34길 3-30,37.51672191,127.1120468,9,119,0,0,0.555797257,0.230211974,43.057419104,방이동,1
17326,서울특별시 강서구 가양동,마곡파크뷰에이동,양천로49길 39-45,37.57036599,126.8400456,5,100,2,4,0.389887731,0.160896705,58.04483525,가양동,0
17329,서울특별시 은평구 응암동,SM벨리체,은평로13길 12-12,37.60194474,126.9260192,10,335,1,0,0.999035659,0.415392355,70.76961776,응암동,0
17338,서울특별시 강서구 화곡동,화곡갤럭시오피스텔,화곡로 186-12,37.54201748,126.8423208,16,289,3,0,1.146276659,0.47690811,51.69178383599999,화곡동,1
17357,서울특별시 강서구 등촌동,씨티하우스,화곡로63길 31,37.55742223,126.8511634,8,97,28,0,0.611393367,0.253439449,62.67197247,등촌동,0
17371,서울특별시 서초구 방배동,스튜디오빌,동광로19길 142,37.49820242,126.9858195,6,195,1,96,0.79676446,0.330885558,46.580994544,방배동,1
17377,서울특별시 강남구 도곡동,우성캐릭터-빌,언주로 122,37.48708066,127.0510529,4,128,2,0,0.3961054,0.163494382,40.722303384,도곡동,1
17385,서울특별시 강남구 청담동,경원오피스텔,도산대로 446,37.52358261,127.0451273,7,282,9,0,0.827188027,0.343596207,47.025867252,청담동,1
17408,서울특별시 영등포구 양평동1가,어반 HILL,선유로25길 5,37.52360615,126.8895281,8,227,2,0,0.728789144,0.30248618,45.587016313999996,양평동1가,1
17423,서울특별시 동대문구 신설동,(89-29),왕산로3길 9,37.57698494,127.0257031,18,230,6,0,1.125373597,0.468175028,73.40875141,신설동,0
17440,서울특별시 영등포구 영등포동1가,필 오피스텔,경인로114나길 7,37.51732028,126.9131158,12,239,7,231,1.420799972,0.591601086,55.70603801,영등포동1가,1
17443,서울특별시 영등포구 영등포동2가,여의도 해링턴타워 196,영등포로49길 2,37.51926258,126.9097616,15,237,0,143,1.305879945,0.543588698,54.025604416,영등포동2가,1
17444,서울특별시 은평구 대조동,스위트오피스텔,불광로1길 16,37.60995585,126.9266767,12,267,1,0,0.947092354,0.393690985,69.68454923,대조동,0
17484,서울특별시 강서구 화곡동,삼성아트텔,강서로10길 13,37.5303474,126.8484689,5,316,1,13,0.805754285,0.334641413,46.712449469,화곡동,1
17487,서울특별시 강서구 화곡동,서경홈타운,까치산로11길 6,37.54517357,126.8466871,5,273,1,0,0.697896806,0.289579684,45.135288925999994,화곡동,1
17488,서울특별시 강서구 화곡동,(24-126),화곡로42가길 9,37.54617572,126.8458333,5,250,2,0,0.659942152,0.273722625,44.580291888999994,화곡동,1
17574,서울특별시 관악구 봉천동,하늘채 오피스텔,관악로13길 38,37.47956235,126.9501512,12,308,1,0,1.023259948,0.425513011,49.89295537099999,봉천동,1
17575,서울특별시 관악구 봉천동,우남네오폴리스,관악로 144,37.47796306,126.952567,12,301,2,0,1.015029233,0.422074304,49.772600632999996,봉천동,1
17609,서울특별시 강남구 개포동,하우징허브럭스,논현로 72,37.47656392,127.0461939,5,391,3,6,0.939569131,0.39054786,48.669175106999994,개포동,1
17631,서울특별시 강동구 암사동,한강시티라이프,올림픽로 834,37.55536536,127.1297294,4,166,0,67,0.601328459,0.249234436,62.46172179,암사동,0
17653,서울특별시 구로구 구로동,동도아르떼빌아파트,가마산로27길 34,37.49844563,126.8912864,4,365,11,4,0.887960329,0.368986241,47.914518441999995,구로동,1
17668,서울특별시 금천구 독산동,플로체,범안로14길 10,37.46610552,126.8931265,8,194,2,0,0.66748352,0.27687333,63.84366651,독산동,0
17677,서울특별시 구로구 개봉동,진오피스텔,남부순환로95길 42-3,37.49422286,126.8558997,16,226,0,33,1.085930047,0.451695924,50.809357346999995,개봉동,1
17733,서울특별시 금천구 가산동,하늘채빌라,벚꽃로 198-3,37.47268373,126.887144,17,95,0,1,0.810896969,0.336789973,66.83949866,가산동,0
17736,서울특별시 금천구 가산동,에스앰캐슬,시흥대로153길 62,37.47700729,126.8950314,16,256,3,0,1.084971036,0.451295259,72.56476297,가산동,0
17749,서울특별시 영등포구 여의도동,파크라움 여의도,국회대로62길 7,37.52765713,126.9163714,11,15,0,58,0.561783924,0.232713141,43.144959949,여의도동,1
17758,서울특별시 서초구 방배동,멤버스 뷰,효령로 22,37.47738662,126.9874613,7,235,8,20,0.778137977,0.323103608,46.308626272999994,방배동,1
17763,서울특별시 영등포구 당산동3가,파인하임,양산로17길 14-13,37.52578715,126.8942888,12,228,1,0,0.874640253,0.363421252,47.719743834,당산동3가,1
17774,서울특별시 강남구 개포동,YH빌리지,논현로20길 22,37.4782443,127.0466633,4,375,3,6,0.872653474,0.362591197,47.690691887999996,개포동,1
17796,서울특별시 서초구 서초동,에르메티아 서초,반포대로18길 37,37.48719666,127.0122321,9,243,2,0,0.795704801,0.330442844,46.56549953299999,서초동,1
17819,서울특별시 은평구 응암동,백명TRENDY,은평로 88-1,37.59922561,126.9177961,13,308,20,0,1.151148331,0.478943443,73.94717216,응암동,0
17842,서울특별시 광진구 중곡동,마인하임158,능동로38길 11-3,37.55781908,127.0806456,8,92,1,0,0.473219901,0.195712016,59.78560082,중곡동,0
17861,서울특별시 중랑구 망우동,청재 수아베,망우로 490,37.60032375,127.106528,10,213,19,0,0.858313782,0.356600223,67.83001115,망우동,0
17864,서울특별시 도봉구 창동,북한산팰리스,도봉로110아길 57-21,37.64396773,127.038552,0,0,1,0,0.00477350872,0.0,50.0,창동,0
17883,서울특별시 강동구 천호동,현일 디와이디,진황도로 53-3,37.53797347,127.1330592,7,306,0,0,0.828812357,0.344274835,67.21374177,천호동,0
17950,서울특별시 은평구 응암동,(116-20),은평로8길 23,37.59826688,126.9199189,13,299,20,0,1.134428616,0.47195812,73.59790602,응암동,0
18016,서울특별시 강남구 대치동,대치동 대우아이빌 명문가,선릉로90길 56,37.50508132,127.0535225,10,273,0,0,0.879081887,0.365276921,47.78469222099999,대치동,1
18044,서울특별시 광진구 자양동,자양오피스텔,자양로 135,37.53983015,127.082916,5,73,10,0,0.369309148,0.152299188,57.61495939,자양동,0
18067,서울특별시 성동구 성수동1가,서울숲 프라임 알파,상원8길 12,37.54927744,127.0494053,5,217,0,96,0.795669649,0.330428158,66.52140789,성수동1가,0
18137,서울특별시 금천구 시흥동,S.A 드림빌,시흥대로 163,37.44847558,126.9024883,14,252,23,0,1.098626789,0.457000491,72.85002454,시흥동,0
18169,서울특별시 강동구 길동,강동 큐브,천호대로175길 16,37.53543713,127.1371006,11,248,0,0,0.86982995,0.361411558,68.0705779,길동,0
18190,서울특별시 서대문구 창천동,LK타운,신촌로3가길 12,37.55824045,126.9295955,7,220,1,0,0.673819694,0.279520518,63.97602588,창천동,0
18192,서울특별시 은평구 응암동,디우아르떼빌,응암로14길 1-10,37.59046626,126.9180557,9,363,19,0,1.099783991,0.457483958,72.87419788,응암동,0
18204,서울특별시 은평구 신사동,보성리엔빌,갈현로 7-2,37.59878444,126.9098356,14,345,2,0,1.171153501,0.487301394,74.36506972,신사동,0
18204,서울특별시 은평구 신사동,보성리엔빌,갈현로 7-2,37.59878444,126.9098356,14,345,2,0,1.171153501,0.487301394,52.05554880399999,신사동,1
18204,서울특별시 은평구 신사동,보성리엔빌,갈현로 7-2,37.59878444,126.9098356,14,345,2,0,1.171153501,0.487301394,74.36506972,신사동,0
18204,서울특별시 은평구 신사동,보성리엔빌,갈현로 7-2,37.59878444,126.9098356,14,345,2,0,1.171153501,0.487301394,52.05554880399999,신사동,1
18237,서울특별시 마포구 대흥동,원흥빌딩,백범로 102,37.54736209,126.9424348,11,238,6,0,0.879893541,0.365616021,68.28080106,대흥동,0
18278,서울특별시 관악구 신림동,(1419-21),신림로68길 40-6,37.48634464,126.9312074,15,440,0,0,1.375284088,0.572585025,55.040475868,신림동,1
18286,서울특별시 관악구 신림동,에드원,남부순환로191길 7,37.48560046,126.9339905,13,437,0,0,1.295327414,0.53917996,53.871298607,신림동,1
18287,서울특별시 관악구 신림동,에스디플러스아크로빌,난곡로35나길 15,37.47338533,126.9177981,10,475,0,0,1.254346615,0.52205861,53.272051343,신림동,1
18292,서울특별시 영등포구 당산동,신동인오피스텔,버드나루로15길 3,37.52613951,126.9085074,12,178,2,124,1.053359132,0.438088136,50.333084752999994,당산동,1
18295,서울특별시 영등포구 양평동5가,조약돌빌II,양평로22나길 9,37.53902923,126.8934675,6,149,10,90,0.741358456,0.307737508,45.770812766,양평동5가,1
18342,서울특별시 중랑구 상봉동,Major Officetel,면목로92가길 15,37.59440941,127.0870329,8,339,1,0,0.932083207,0.38742032,69.37101598,상봉동,0
18347,서울특별시 은평구 불광동,샹그리라,불광로 48-8,37.61109189,126.9311316,13,204,2,0,0.872019572,0.362326359,68.11631795,불광동,0
18359,서울특별시 도봉구 창동,이건하이팰리스,덕릉로 279,37.64215557,127.0410048,0,0,1,0,0.00477350872,0.0,50.0,창동,0
18367,서울특별시 동대문구 전농동,범양레우스 씨엘로네,사가정로5길 22,37.57707111,127.0560376,6,270,4,0,0.743835811,0.308772521,65.43862605,전농동,0
18395,서울특별시 금천구 독산동,정우펠리스,시흥대로101길 11,37.46384776,126.8965658,8,261,1,0,0.787179005,0.326880855,66.34404277,독산동,0
18414,서울특별시 강서구 방화동,하이골드빌,방화동로5길 15-3,37.56419356,126.8098534,8,218,3,15,0.749121084,0.310980653,65.54903263,방화동,0
18423,서울특별시 구로구 오류동,(134-1),오류로 86,37.49247638,126.8409619,6,273,5,0,0.754182558,0.313095284,65.6547642,오류동,0
18450,서울특별시 은평구 신사동,명남하이리티,가좌로 291-1,37.59411235,126.9117491,12,319,2,0,1.048468664,0.436044949,71.80224747,신사동,0
18450,서울특별시 은평구 신사동,명남하이리티,가좌로 291-1,37.59411235,126.9117491,12,319,2,0,1.048468664,0.436044949,50.26157322899999,신사동,1
18450,서울특별시 은평구 신사동,명남하이리티,가좌로 291-1,37.59411235,126.9117491,12,319,2,0,1.048468664,0.436044949,71.80224747,신사동,0
18450,서울특별시 은평구 신사동,명남하이리티,가좌로 291-1,37.59411235,126.9117491,12,319,2,0,1.048468664,0.436044949,50.26157322899999,신사동,1
18473,서울특별시 강서구 염창동,시원트레벨,공항대로65길 69-10,37.55082272,126.8705253,8,215,6,0,0.725590225,0.301149705,65.05748526,염창동,0
18480,서울특별시 마포구 상암동,태림펜트윈,성암로13길 25,37.57700249,126.8969465,17,106,1,0,0.833953809,0.346422881,67.32114403,상암동,0
18536,서울특별시 도봉구 창동,쌍문하이빌,도봉로110나길 61,37.64883503,127.0356743,3,0,3,0,0.12589568,0.0506035798,52.53017899,창동,0
18573,서울특별시 동작구 대방동,스타노블레스,상도로 26,37.49966891,126.9233029,10,239,44,0,1.0259529,0.426638098,71.3319049,대방동,0
18611,서울특별시 강남구 대치동,대치트레비스타 102동,선릉로90길 66,37.50539547,127.0545746,8,278,0,0,0.813987182,0.338081032,46.83283611299999,대치동,1
18634,서울특별시 강동구 암사동,디에이치엔드영,고덕로 79,37.55496184,127.1342931,6,223,4,0,0.656521741,0.272293613,63.61468065,암사동,0
18680,서울특별시 금천구 가산동,DS빌,시흥대로145길 64,37.47540777,126.8943709,16,258,3,0,1.088686528,0.452847553,72.64237767,가산동,0
18696,서울특별시 영등포구 영등포동1가,팰리스페트라,경인로112길 25,37.51778834,126.9155862,12,167,12,289,1.435718624,0.597833943,55.924188019,영등포동1가,1
18711,서울특별시 금천구 독산동,주건축물제1동,범안로12길 63-6,37.46449213,126.8937801,5,198,2,0,0.563339351,0.233362983,61.66814913,독산동,0
18758,서울특별시 중구 흥인동,동대문솔하임,마장로 58,37.56771645,127.0163496,4,296,85,0,1.104407982,0.459415813,72.97079065,흥인동,0
18799,서울특별시 강동구 천호동,로데오 팰리스,천호대로159길 20,37.53834756,127.1280135,16,276,0,0,1.107805433,0.460835232,73.04176162,천호동,0
18810,서울특별시 은평구 신사동,인산엘르빌,은평로2길 6-30,37.59709342,126.9104943,15,334,1,0,1.183136502,0.492307767,74.61538837,신사동,0
18810,서울특별시 은평구 신사동,인산엘르빌,은평로2길 6-30,37.59709342,126.9104943,15,334,1,0,1.183136502,0.492307767,52.230771859,신사동,1
18810,서울특별시 은평구 신사동,인산엘르빌,은평로2길 6-30,37.59709342,126.9104943,15,334,1,0,1.183136502,0.492307767,74.61538837,신사동,0
18810,서울특별시 은평구 신사동,인산엘르빌,은평로2길 6-30,37.59709342,126.9104943,15,334,1,0,1.183136502,0.492307767,52.230771859,신사동,1
18811,서울특별시 은평구 응암동,디우아르떼 아파트,응암로13길 14,37.5894532,126.9156484,12,357,19,0,1.200212667,0.499442011,74.97210056,응암동,0
18816,서울특별시 마포구 노고산동,신촌피엘에이,신촌로12가길 28,37.55535577,126.9340428,15,252,3,0,1.040348333,0.43265236,71.63261798,노고산동,0
18833,서울특별시 양천구 신월동,세아쎄닛빌,남부순환로 569,37.5182339,126.8394721,14,711,3,0,1.855862111,0.77336551,88.66827549,신월동,0
18901,서울특별시 금천구 시흥동,대현오피스텔,시흥대로75길 5,37.45765112,126.8989384,13,286,1,0,1.01958125,0.423976089,71.19880445,시흥동,0
18914,서울특별시 금천구 가산동,제이엠팰리스,두산로3가길 15,37.47334425,126.8894249,10,124,0,0,0.602277706,0.249631021,62.48155106,가산동,0
18931,서울특별시 금천구 독산동,시티팰리스,독산로107길 10,37.47818613,126.9031163,8,391,24,0,1.138476709,0.473649372,73.68246859,독산동,0
18933,서울특별시 금천구 독산동,(301-15),가산로3길 41,37.4721102,126.8932174,11,176,2,0,0.745619243,0.30951762,65.475881,독산동,0
18960,서울특별시 관악구 봉천동,덕산타워,남부순환로220길 28,37.48001466,126.9514684,13,306,2,0,1.061509682,0.441493351,50.452267271,봉천동,1
18961,서울특별시 관악구 봉천동,노들리안3,행운1나길 29,37.48223059,126.9546159,11,362,2,0,1.091160032,0.453880958,50.885833516,봉천동,1
18970,서울특별시 영등포구 양평동5가,대우미래사랑2차,양평로22라길 1,37.53945215,126.8943569,7,145,10,111,0.816308594,0.339050894,46.866781282999995,양평동5가,1
18972,서울특별시 송파구 잠실동,(249-2),삼전로7길 11,37.50533994,127.0873273,8,197,0,6,0.676421,0.280607316,44.821256059999996,잠실동,1
18986,서울특별시 관악구 신림동,라임카운티,신림로67길 3-8,37.4859006,126.9290407,14,367,0,0,1.202476899,0.500387984,52.51357942599999,신림동,1
19010,서울특별시 광진구 구의동,와이엔 오피스텔,아차산로 444,37.53855862,127.0919721,15,89,2,6,0.745673456,0.30954027,65.47701348,구의동,0
19023,서울특별시 중랑구 면목동,성진쉐르빌,면목로 311-6,37.58003506,127.087653,9,457,1,0,1.188488974,0.494543975,74.72719873,면목동,0
19024,서울특별시 중구 황학동,골드캐슬Ⅳ,난계로21길 25-5,37.56992159,127.0221408,3,205,43,0,0.697673996,0.289486596,64.4743298,황학동,0
19051,서울특별시 성동구 행당동,K TOWER 2,왕십리로21가길 12,37.56058153,127.0338311,6,452,7,12,1.122088659,0.466802615,73.34013077,행당동,0
19062,서울특별시 중랑구 망우동,망우동 YMS 캐슬,상봉로26길 5,37.59549623,127.0934605,10,294,5,0,0.9419621,0.391547618,69.57738089,망우동,0
19083,서울특별시 중랑구 상봉동,리더스,면목로92길 28,37.5951083,127.0875385,10,316,2,0,0.96851199,0.402639885,70.13199424,상봉동,0
19095,서울특별시 성북구 하월곡동,성북웅진베어스빌,종암로 158,37.6040112,127.0322697,8,201,24,77,0.951199421,0.395406874,69.77034371,하월곡동,0
19116,서울특별시 은평구 녹번동,스카이 타워,진흥로 118,37.60697933,126.9235276,8,309,1,0,0.876350822,0.36413591,68.20679551,녹번동,0
19128,서울특별시 금천구 시흥동,산들파크빌7,시흥대로57길 19-31,37.45240411,126.8995021,20,200,5,0,1.139251139,0.47397292,73.69864602,시흥동,0
19166,서울특별시 금천구 독산동,금천신협빌딩,시흥대로 347,37.46453835,126.8970382,9,266,1,0,0.833659454,0.346299902,67.3149951,독산동,0
19173,서울특별시 강동구 천호동,대우 한강 베네시티,올림픽로 664,37.54061067,127.1249222,15,270,1,13,1.09221514,0.454321771,72.71608854,천호동,0
19201,서울특별시 서대문구 대현동,이대다올노블리움2차,이화여대1길 30,37.55737832,126.9441628,12,286,2,0,0.98716304,0.410432099,70.52160496,대현동,0
19220,서울특별시 강서구 화곡동,(24-162),까치산로14길 12,37.54540248,126.8481227,3,274,2,0,0.630144625,0.261273529,44.144573515,화곡동,1
19232,서울특별시 강서구 화곡동,디아인스,곰달래로 122,37.53038421,126.8464149,6,304,0,13,0.81587954,0.338871639,46.860507379,화곡동,1
19245,서울특별시 영등포구 문래동3가,디 아인스,문래북로 58-7,37.52022322,126.8917338,9,182,3,0,0.687155793,0.2850922,44.978227014,문래동3가,1
19246,서울특별시 영등포구 당산동6가,당산그린빌,당산로46가길 6-12,37.53349277,126.9042041,12,145,3,102,0.949485735,0.394690914,48.814181989999994,당산동6가,1
19253,서울특별시 강남구 삼성동,어반 포레스트 삼성,테헤란로77길 11-11,37.50686507,127.0536586,8,224,0,0,0.713668888,0.296169095,45.365918332,삼성동,1
19259,서울특별시 관악구 봉천동,(43-6),관악로25길 5-12,37.48460642,126.9544931,8,333,3,0,0.930483748,0.386752082,48.53632286999999,봉천동,1
19303,서울특별시 영등포구 당산동1가,J.W 카리스,당산로16길 27,37.52250421,126.8989654,8,219,2,0,0.713927174,0.296277005,45.369695160999996,당산동1가,1
19305,서울특별시 영등포구 당산동1가,리버웨이,영신로43길 13,37.52214022,126.8998352,9,239,2,0,0.788273816,0.327338256,46.456838952999995,당산동1가,1
19327,서울특별시 강동구 천호동,다성 이즈빌,진황도로27가길 6-21,37.53972297,127.1316686,12,315,0,0,1.031490662,0.428951717,71.44758586,천호동,0
19338,서울특별시 종로구 견지동,견지동빌딩,우정국로 39,37.57262151,126.9826907,12,111,1,0,0.65728395,0.272612056,63.63060281,견지동,0
19372,서울특별시 중구 황학동,벨로하우스황학,난계로17길 19-3,37.56916818,127.0221521,6,217,36,0,0.798127543,0.33145504,66.57275201,황학동,0
19376,서울특별시 성북구 정릉동,월드 오피스텔II,정릉로8길 63,37.60855038,126.9985421,6,123,4,81,0.645049115,0.26750047,63.37502348,정릉동,0
19386,서울특별시 은평구 불광동,(281-139),통일로66길 6-5,37.61022624,126.9313162,14,229,1,0,0.950881435,0.395274023,69.76370115,불광동,0
19397,서울특별시 강서구 방화동,진팰리스,방화동로1길 50,37.56389026,126.8073909,10,158,2,18,0.713721869,0.29619123,64.80956151,방화동,0
19411,서울특별시 구로구 구로동,케이디 타워,공원로8길 30-7,37.50311084,126.8913751,1,257,8,23,0.602313714,0.249646065,43.737612275,구로동,1
19420,서울특별시 강서구 내발산동,DH647,강서로52길 43,37.55792247,126.8405403,9,112,3,0,0.55711356,0.230761912,61.5380956,내발산동,0
19479,서울특별시 양천구 신월동,파라브아파트,지양로2길 7,37.51764196,126.8382368,12,594,3,0,1.564122372,0.65147969,82.5739845,신월동,0
19517,서울특별시 노원구 공릉동,도균빌딩,섬밭로 2,37.6171556,127.0729802,9,174,1,192,1.075907083,0.447508434,72.37542172,공릉동,0
19530,서울특별시 중구 을지로5가,대성을지로오피스텔,을지로 228,37.56652732,127.0033325,7,201,0,0,0.633749008,0.262779403,63.13897014,을지로5가,0
