NO,시군구,단지명,도로명,위도,경도,bus_count_500m,CCTV_count,school_count,streetlight_count,safety_score_raw,safety_score_normalized,safety_score,동,cluster
1,서울특별시 광진구 화양동,광진청년생활,동일로30길 31,37.54767784,127.0690852,10,208,1,7,0.778165029,0.32311491,66.1557455,화양동,0
5,서울특별시 동대문구 전농동,청량리 창보 리버리치2,왕산로 192,37.57958111,127.0446124,14,220,6,0,0.958029263,0.398260311,69.91301555,전농동,0
9,서울특별시 종로구 숭인동,블루카운티 숭인Ⅰ,종로62길 23,37.57284261,127.0196495,5,256,107,0,1.172307045,0.487783333,74.38916666,숭인동,0
10,서울특별시 종로구 효제동,BS타워,종로35길 12,37.57175793,127.0040863,12,148,1,0,0.726020559,0.301329494,65.06647472,효제동,0
11,서울특별시 성동구 성수동2가,성원상떼뷰오피스텔,아차산로15길 10,37.54369647,127.0625162,6,178,1,0,0.558602636,0.231384033,61.56920164,성수동2가,0
12,서울특별시 용산구 갈월동,갈월동 에이트리움,한강대로 259,37.54151272,126.972453,14,289,6,0,1.08621375,0.451814452,72.59072262,갈월동,0
14,서울특별시 중랑구 망우동,YMS CITY,망우로58길 45,37.5962401,127.0942358,14,265,5,2,1.041158086,0.432990666,71.6495333,망우동,0
15,서울특별시 광진구 구의동,(199-8),아차산로 480,37.54045643,127.0952325,16,65,3,56,0.850646596,0.353396953,67.66984764,구의동,0
16,서울특별시 동대문구 휘경동,회기역 더이스트팰리스,이문로 34,37.59041402,127.0565902,7,309,16,26,0.966710522,0.401887251,70.09436253,휘경동,0
17,서울특별시 성북구 동선동4가,벨라미아 오피스텔,동소문로27길 31,37.59572075,127.019985,6,249,21,0,0.78597279,0.326376911,66.31884555,동선동4가,0
18,서울특별시 동대문구 장안동,공감대6차,답십리로68길 31,37.57119456,127.0697296,2,208,1,0,0.46556815,0.192515195,59.62575973,장안동,0
19,서울특별시 성동구 도선동,한성아펠타워, ,37.56250806,127.034067,6,455,1,24,1.124843363,0.467953502,73.39767509,도선동,0
20,서울특별시 마포구 성산동,벽산상암스마트큐브,월드컵로34길 14,37.56507595,126.9039109,7,132,2,73,0.672198519,0.278843208,63.94216038,성산동,0
21,서울특별시 마포구 성산동,헤리티지 삼영,모래내로1길 8,37.56472675,126.9041619,7,127,3,71,0.663379544,0.275158732,63.75793659,성산동,0
22,서울특별시 강서구 화곡동,포유,화곡로 342,37.55402986,126.8517152,9,150,21,0,0.713631072,0.296153296,45.365365353,화곡동,1
23,서울특별시 서대문구 대현동,신촌푸르지오시티,신촌역로 7,37.55742306,126.9425698,16,301,4,0,1.173343122,0.488216195,74.41080977,대현동,0
24,서울특별시 서대문구 대현동,파크준,이화여대3길 14,37.55808698,126.9449778,12,257,2,0,0.933288401,0.387923837,69.39619185,대현동,0
25,서울특별시 강서구 염창동,팔레시움,공항대로 653-9,37.54780804,126.8775018,6,351,0,85,1.058128715,0.440080818,72.00404088,염창동,0
26,서울특별시 양천구 신정동,동문비젼오피스텔,목동서로 287,37.5215244,126.8690876,13,432,7,19,1.360338897,0.566341079,78.31705397,신정동,0
26,서울특별시 양천구 신정동,동문비젼오피스텔,목동서로 287,37.5215244,126.8690876,13,432,7,19,1.360338897,0.566341079,78.31705397,신정동,0
26,서울특별시 양천구 신정동,동문비젼오피스텔,목동서로 287,37.5215244,126.8690876,13,432,7,19,1.360338897,0.566341079,54.821937779,신정동,1
26,서울특별시 양천구 신정동,동문비젼오피스텔,목동서로 287,37.5215244,126.8690876,13,432,7,19,1.360338897,0.566341079,78.31705397,신정동,0
27,서울특별시 마포구 공덕동,블레스하임 3차,만리재로 90,37.54813028,126.9593345,2,309,8,0,0.686615075,0.284866294,64.24331472,공덕동,0
28,서울특별시 강서구 등촌동,호성스카이오피스텔,양천로 396,37.56577136,126.8455906,12,67,14,0,0.637598732,0.264387777,63.21938886,등촌동,0
29,서울특별시 강서구 등촌동,등촌동 Y HAUS 오피스텔,공항대로59다길 39,37.55337421,126.8658766,10,152,3,0,0.668615125,0.277346103,63.86730515,등촌동,0
30,서울특별시 영등포구 신길동,H.Y. 빌딩,영등포로 363,37.51455752,126.9187877,7,285,16,108,1.098578482,0.456980309,50.994310808,신길동,1
31,서울특별시 영등포구 양평동5가,라이즈,양평로22가길 8,37.53882225,126.8935382,6,146,10,87,0.729329588,0.302711972,45.594919026999996,양평동5가,1
33,서울특별시 강남구 개포동,대청타워,개포로 623,37.49434798,127.0796159,3,172,7,0,0.464522058,0.192078148,41.722735187,개포동,1
34,서울특별시 영등포구 양평동2가,우남프르미아 오피스텔,영등포로 32,37.52280582,126.8848349,4,185,6,15,0.553369114,0.229197522,43.021913256,양평동2가,1
36,서울특별시 서초구 서초동,이즈타워,사임당로 178,37.49213357,127.0291016,23,206,12,0,1.295387331,0.539204993,53.872174748,서초동,1
37,서울특별시 영등포구 당산동,여의도 아리스타,버드나루로 129,37.52964089,126.9072382,9,148,2,140,0.920481616,0.382573296,48.39006534599999,당산동,1
39,서울특별시 서초구 서초동,더 칸톤 서초,효령로55길 10,37.48521056,127.0146552,15,196,1,0,0.926767529,0.385199485,48.481981968,서초동,1
40,서울특별시 영등포구 당산동6가,위더스하임,양평로 4,37.53228696,126.9056503,10,157,1,131,0.950252653,0.395011324,48.825396347,당산동6가,1
41,서울특별시 강동구 명일동,고덕역 효성해링턴 타워 더퍼스트,고덕로 262,37.5546409,127.1546232,4,67,4,0,0.292329901,0.120138061,56.00690306,명일동,0
42,서울특별시 강동구 천호동,다성 이즈빌,성안로27길 57-18,37.53939439,127.132545,9,322,0,0,0.932919731,0.387769811,69.38849053,천호동,0
43,서울특별시 강동구 천호동,천호동 오피스텔,천호대로163길 29-11,37.5383377,127.1308382,12,285,0,0,0.975758277,0.405667308,70.2833654,천호동,0
46,서울특별시 송파구 방이동,한 스위트 올림픽파크,백제고분로51길 9,37.51606212,127.1142911,10,121,0,0,0.596704467,0.24730258,43.655590307,방이동,1
47,서울특별시 송파구 방이동,잠실파크웨이,올림픽로34길 5-23,37.51659865,127.1116685,10,127,0,0,0.607850944,0.251959462,43.818581169999995,방이동,1
48,서울특별시 송파구 방이동,동광팰리스,오금로11길 63-13,37.51549563,127.1145108,10,127,0,0,0.607850944,0.251959462,43.818581169999995,방이동,1
49,서울특별시 강동구 길동,거산 유팰리스,천호대로 1131,37.53478096,127.1372341,13,248,0,0,0.944213386,0.392488182,69.62440908,길동,0
50,서울특별시 송파구 방이동,잠실 벨솔레 오피스텔,올림픽로34길 5-13,37.51628693,127.1111663,11,127,0,0,0.645042662,0.267497774,44.362422083,방이동,1
51,서울특별시 금천구 독산동,THE PALACE80,벚꽃로12길 5,37.4650453,126.8906697,4,134,1,0,0.402478369,0.166156942,58.30784711,독산동,0
52,서울특별시 영등포구 영등포동2가,여의도 미르웰 한올림 2차 오피스텔,영등포로 247,37.51949642,126.9090868,15,256,0,98,1.244342683,0.517879071,53.125767491999994,영등포동2가,1
54,서울특별시 구로구 구로동,파인마루오피스텔,구로중앙로18길 17,37.49522048,126.8902204,8,470,10,0,1.218409535,0.507044473,52.746556548,구로동,1
56,서울특별시 강서구 마곡동,마곡 파크뷰 대방디엠시티 오피스텔,마곡동로10길 23,37.56860121,126.8393753,8,100,1,0,0.48808187,0.201921192,60.09605961,마곡동,0
57,서울특별시 강서구 마곡동,마곡센트럴대방디엠시티오피스텔,양천로 344,37.56830026,126.8402972,9,100,2,0,0.530047097,0.219453826,60.97269131,마곡동,0
58,서울특별시 영등포구 영등포동2가,밀레니엄시티,영등포로 249,37.51929751,126.9091361,15,259,0,99,1.252067798,0.521106544,53.238729033,영등포동2가,1
59,서울특별시 구로구 구로동,퀸즈파크 구일,구일로 130,37.49658922,126.8721445,2,128,6,46,0.439802316,0.181750498,41.361267422999994,구로동,1
60,서울특별시 구로구 구로동,구로 오네뜨 시티,가마산로 271,37.49644645,126.8902871,7,420,10,0,1.088330508,0.452698812,50.844458427,구로동,1
61,서울특별시 금천구 독산동,금천 롯데캐슬 골드파크 4차,시흥대로 315,37.46105564,126.8968013,10,249,1,0,0.839269487,0.348643715,67.43218577,독산동,0
62,서울특별시 금천구 시흥동,제이에스 245,시흥대로77길 24-5,37.45834599,126.8973729,13,219,1,0,0.895112256,0.371974242,68.59871208,시흥동,0
63,서울특별시 영등포구 양평동2가,오목교투웨니퍼스트,선유서로25길 19,37.52432339,126.8837471,4,154,5,23,0.508220485,0.210334895,42.361721339,양평동2가,1
64,서울특별시 송파구 잠실동,잠실 포레디움,올림픽로8길 4-11,37.51120019,127.0792344,4,105,4,0,0.362924256,0.149631646,40.237107617,잠실동,1
65,서울특별시 동대문구 장안동,두리빌딩,장한로27길 29,37.57300302,127.0699072,2,240,0,0,0.520242519,0.215357576,60.76787879,장안동,0
66,서울특별시 성동구 도선동,왕십리역 요진 와이하우스,고산자로 277,37.56445026,127.0358533,4,389,2,28,0.941229694,0.391241626,69.5620813,도선동,0
67,서울특별시 중랑구 상봉동,로젠하임,망우로 275,37.59607996,127.0831313,6,316,1,16,0.849401632,0.35287682,67.643841,상봉동,0
68,서울특별시 중구 황학동,청계리버팰리스A,난계로17길 48,37.56968749,127.0207425,6,217,107,0,1.137046662,0.473051913,73.65259565,황학동,0
69,서울특별시 동대문구 이문동,디크라쎄,이문로 168,37.60149029,127.0622582,0,181,1,24,0.392670602,0.162059359,58.10296797,이문동,0
70,서울특별시 동대문구 답십리동,현대썬앤빌 청계,고미술로 71,37.56616255,127.055151,4,311,1,1,0.733451319,0.304433988,65.22169942,답십리동,0
71,서울특별시 동대문구 이문동,다성이즈빌,이문로 197,37.60409304,127.061814,0,197,1,10,0.392268271,0.16189127,58.09456348,이문동,0
72,서울특별시 용산구 원효로3가,용산파크뷰II,원효로 125,37.53376865,126.9571356,9,411,5,25,1.175923596,0.489294291,74.46471453,원효로3가,0
73,서울특별시 용산구 원효로1가,용산파크뷰,원효로 251,37.54018926,126.9685662,15,372,21,26,1.405149819,0.585062615,79.25313077,원효로1가,0
74,서울특별시 동대문구 청량리동,힐스테이트 청량리역,왕산로 239,37.58306489,127.0482674,17,181,2,0,0.978058281,0.406628226,70.33141129,청량리동,0
75,서울특별시 광진구 자양동,금강태극빌,아차산로 353,37.53725513,127.0820953,4,75,2,0,0.297644853,0.122358593,56.11792963,자양동,0
76,서울특별시 광진구 자양동,건대입구역자이엘라,능동로 87,37.53912385,127.0696836,8,79,25,21,0.608822815,0.2523655,62.61827498,자양동,0
77,서울특별시 광진구 화양동,케이타워 오피스텔 B,동일로30길 23,37.54768983,127.0686,10,222,1,14,0.81923661,0.340274188,67.01370942,화양동,0
78,서울특별시 노원구 상계동,(1131-12),동일로246길 26,37.67809571,127.056313,9,117,0,19,0.592967417,0.24574128,43.600944786,상계동,1
79,서울특별시 동대문구 장안동,더아모르,장한로24길 35,37.57045384,127.0727296,0,155,1,30,0.35728046,0.147273727,57.36368636,장안동,0
80,서울특별시 성동구 용답동,동우리즈힐스,천호대로 380-7,37.56159115,127.0612118,4,152,1,0,0.4359178,0.180127588,59.00637938,용답동,0
82,서울특별시 중랑구 상봉동,한일써너스빌,망우로 346,37.59710331,127.0911814,8,283,0,0,0.823275913,0.341961767,67.09808833,상봉동,0
83,서울특별시 강남구 세곡동,강남투엠캐슬,헌릉로569길 3,37.46679291,127.1013349,5,135,1,0,0.441527833,0.182471401,41.38649903499999,세곡동,1
84,서울특별시 서초구 서초동,큐브플러스,사임당로 38,37.48806781,127.0141457,13,208,1,0,0.874677048,0.363436625,47.720281868,서초동,1
87,서울특별시 송파구 잠실동,(249-10),백제고분로19길 4-3,37.50530466,127.0868987,8,191,0,6,0.665274523,0.275950434,44.658265189999995,잠실동,1
88,서울특별시 영등포구 양평동6가,선유도 소미골드Ⅳ,양평로28가길 8,37.54106389,126.8898602,6,129,0,98,0.673683456,0.279463599,44.781225958,양평동6가,1
90,서울특별시 영등포구 당산동1가,당산빌리지,당산로20길 24,37.52309702,126.8986963,8,209,2,0,0.695349713,0.288515535,45.098043718,당산동1가,1
91,서울특별시 영등포구 신길동,토마토오피스텔,여의대방로 223,37.50681224,126.9227257,8,148,6,0,0.601121231,0.249147858,43.720175022999996,신길동,1
93,서울특별시 동작구 상도동,그린시티,상도로26가길 9,37.50371843,126.938464,8,180,2,0,0.641475073,0.266007272,63.30036362,상도동,0
94,서울특별시 관악구 봉천동,JK타워 오피스텔,남부순환로220길 20,37.48039355,126.9514925,13,304,2,0,1.05779419,0.439941057,50.397936981,봉천동,1
95,서울특별시 강남구 역삼동,금천빌딩,테헤란로52길 15,37.50314024,127.0479494,8,218,5,0,0.726389954,0.301483824,45.55193384,역삼동,1
96,서울특별시 영등포구 당산동,(171-15),버드나루로23길 25,37.52855482,126.9068818,12,149,2,115,0.980117605,0.40748859,49.262100643,당산동,1
98,서울특별시 영등포구 양평동5가,선유도역 마들렌 오피스텔,양평로21다길 14,37.53725451,126.8919568,5,127,9,19,0.505739586,0.209298401,42.325444049,양평동5가,1
99,서울특별시 영등포구 당산동3가,해라톤,당산로33길 21,37.527604,126.8947727,8,194,1,0,0.662710011,0.274879008,44.62076528,당산동3가,1
103,서울특별시 구로구 구로동,신도림 명남 더블레스,구로중앙로28다길 12,37.50109185,126.8891167,0,331,8,8,0.670317067,0.278057156,44.732000473999996,구로동,1
105,서울특별시 강서구 마곡동,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,마곡중앙로 161-11,37.56793668,126.8267322,0,67,1,0,0.129242503,0.0520018474,52.60009237,마곡동,0
107,서울특별시 구로구 오류동,칸타빌레 9차,경인로 232,37.49698565,126.8464871,8,266,1,36,0.873935288,0.363126725,68.15633627,오류동,0
108,서울특별시 금천구 독산동,동우오피스텔,범안로17길 55,37.46895736,126.8933821,11,233,2,0,0.851510775,0.353757998,67.68789988,독산동,0
109,서울특별시 구로구 구로동,마블힐스,디지털로32가길 104,37.47944996,126.8960963,17,255,1,0,1.11075799,0.46206878,51.172407299999996,구로동,1
110,서울특별시 영등포구 영등포동3가,WD스퀘어,영중로4길 9,37.51747308,126.9072895,18,292,0,93,1.412037317,0.58794014,55.577904907,영등포동3가,1
112,서울특별시 영등포구 영등포동1가,여의도리슈빌DS,신길로 287,37.51720572,126.9117101,13,302,7,182,1.469587754,0.611984112,56.419443934,영등포동1가,1
113,서울특별시 영등포구 영등포동1가,명남더블레스,경인로108길 6,37.51717135,126.9109384,16,302,7,142,1.49508785,0.622637787,56.792322531,영등포동1가,1
115,서울특별시 영등포구 영등포동1가,신한헤스티아,경인로108길 4,37.51714382,126.9106332,16,303,7,131,1.473274955,0.613524587,56.473360531,영등포동1가,1
116,서울특별시 강서구 마곡동,마곡시티오피스텔,마곡서로 170,37.56928905,126.8256102,0,84,1,0,0.160824188,0.065196346,53.2598173,마곡동,0
118,서울특별시 은평구 대조동,경인에버빌,연서로26길 3-8,37.61747496,126.9204167,20,334,20,0,1.459791758,0.607891447,80.39457237,대조동,0
119,서울특별시 강서구 등촌동,유원더블레스,화곡로66길 87,37.55656451,126.8582882,10,100,2,0,0.567238815,0.234992138,61.7496069,등촌동,0
120,서울특별시 강서구 화곡동,연우넥스트파크뷰,화곡로 354-5,37.55485363,126.8526343,10,145,21,0,0.741534059,0.307810873,45.773380548,화곡동,1
121,서울특별시 마포구 공덕동,에스테반 오피스텔,만리재로7길 2-3,37.54904295,126.9594631,2,327,8,0,0.720054506,0.29883694,64.941847,공덕동,0
122,서울특별시 강서구 화곡동,The Forest (화곡Ⅱ),화곡로42나길 14-12,37.5468166,126.8469367,4,261,3,0,0.647959151,0.268716252,44.405068834,화곡동,1
123,서울특별시 강서구 가양동,플래티노,양천로49길 34,37.57019417,126.8409104,7,100,2,6,0.46857492,0.193771392,59.68856959,가양동,0
124,서울특별시 양천구 목동,어바니엘,공항대로 630,37.54666809,126.8748282,6,573,1,19,1.33329803,0.555043687,77.75218437,목동,0
126,서울특별시 양천구 신정동,제이클래스목동주상복합,오목로 147,37.52497638,126.8536322,10,951,2,5,2.158940196,0.899988372,94.99941862,신정동,0
126,서울특별시 양천구 신정동,제이클래스목동주상복합,오목로 147,37.52497638,126.8536322,10,951,2,5,2.158940196,0.899988372,94.99941862,신정동,0
126,서울특별시 양천구 신정동,제이클래스목동주상복합,오목로 147,37.52497638,126.8536322,10,951,2,5,2.158940196,0.899988372,66.499593034,신정동,1
126,서울특별시 양천구 신정동,제이클래스목동주상복합,오목로 147,37.52497638,126.8536322,10,951,2,5,2.158940196,0.899988372,94.99941862,신정동,0
127,서울특별시 강서구 가양동,마곡보타닉투웨니퍼스트,양천로47길 12,37.57102139,126.8383337,3,90,1,0,0.283545819,0.116468163,55.82340817,가양동,0
128,서울특별시 강동구 길동,강동 와이시티,천호대로175길 42,37.53649036,127.1374465,9,250,0,0,0.799162007,0.331887228,66.59436142,길동,0
129,서울특별시 강동구 천호동,에스아이팰리스,진황도로27길 23,37.53948474,127.1318301,12,317,0,0,1.035206154,0.430504011,71.52520056,천호동,0
131,서울특별시 강동구 성내동,비바체,올림픽로62길 29,37.53656848,127.1245204,12,288,1,0,0.986105024,0.409990071,70.49950355,성내동,0
134,서울특별시 송파구 문정동,힐스테이트에코송파,정의로7길 13,37.4852529,127.1148086,0,37,0,127,0.342024917,0.140900121,39.931504221,문정동,1
135,서울특별시 송파구 방이동,잠실 에스뜨레야90,백제고분로51길 23,37.51650301,127.1128505,9,122,0,0,0.561370496,0.232540415,43.138914539,방이동,1
136,서울특별시 송파구 문정동,문정 오벨리스크,송파대로 145,37.48338884,127.1230971,5,105,4,0,0.400115974,0.165169958,40.780948529999996,문정동,1
137,서울특별시 송파구 거여동,휴먼빌 시티,위례송파로3길 12,37.48632563,127.1428325,12,70,37,0,0.752962671,0.312585628,45.940496973,거여동,1
138,서울특별시 송파구 방이동,이스턴잠실,오금로11길 43-16,37.51637627,127.112536,9,129,0,0,0.574374719,0.237973444,43.329070547,방이동,1
139,서울특별시 강동구 길동,다성 이즈빌,천중로42길 68,37.53816168,127.1384002,9,260,0,0,0.817739468,0.339648698,66.9824349,길동,0
140,서울특별시 송파구 방이동,성희파크빌,백제고분로 507,37.51567366,127.1150753,9,116,0,0,0.550224018,0.227883534,42.975923676,방이동,1
144,서울특별시 금천구 시흥동,골드리버,시흥대로61길 16,37.45400448,126.8997077,24,251,1,0,1.363669031,0.567732375,78.38661874,시흥동,0
145,서울특별시 영등포구 영등포동1가,여의도의아침,경인로114길 12,37.51832141,126.9143766,13,175,7,281,1.446689757,0.602417568,56.08461487999999,영등포동1가,1
146,서울특별시 구로구 오류동,칸타빌레 8차,경인로20나길 12,37.49521236,126.8431774,6,354,1,1,0.887717841,0.368884932,68.4442466,오류동,0
153,서울특별시 강서구 마곡동,마곡 헤리움1차,마곡서1로 115-1,37.56668754,126.8185692,6,114,30,0,0.578138634,0.239545969,61.97729843,마곡동,0
154,서울특별시 강서구 마곡동,마곡일성트루엘플래닛,마곡중앙로 161-22,37.56865456,126.8257875,0,78,1,0,0.149677711,0.0605394641,53.02697321,마곡동,0
155,서울특별시 강서구 마곡동,유림트윈파크,강서로 419,37.56295165,126.8392083,8,72,2,0,0.440838486,0.182183399,59.10916995,마곡동,0
156,서울특별시 금천구 가산동,세교예지안 7차,가산로3가길 6,37.47263278,126.8901567,10,151,0,0,0.652436853,0.270586989,63.52934947,가산동,0
157,서울특별시 금천구 가산동,가산대명벨리온,가산디지털2로 127-33,37.47842008,126.8777948,17,40,0,5,0.717328435,0.297698016,64.88490078,가산동,0
158,서울특별시 구로구 구로동,몽삐에뜨로즈,공원로8길 30-12,37.50287715,126.8911118,1,256,8,20,0.594000339,0.246172823,43.616048819,구로동,1
161,서울특별시 영등포구 영등포동2가,영등포 오피스텔,버드나루로7길 11,37.5227151,126.9097084,13,208,0,143,1.17762187,0.490003812,52.150133413,영등포동2가,1
162,서울특별시 구로구 고척동,고척동 헤리움 더원,중앙로 18,37.49960499,126.8647179,6,192,4,26,0.654880397,0.271607877,63.58039383,고척동,0
163,서울특별시 영등포구 영등포동8가,리안펠리체,영중로 114-8,37.52644752,126.9060463,10,181,2,64,0.855436348,0.355398061,47.438932142,영등포동8가,1
165,서울특별시 용산구 한강로3가,지에스 한강에클라트,이촌로 1,37.53153405,126.9555998,7,274,5,116,1.04284969,0.433697401,71.68487003,한강로3가,0
166,서울특별시 중구 황학동,신당 큐브스테이트,마장로 110,37.56782451,127.0217474,8,248,41,0,0.953968654,0.396563831,69.82819154,황학동,0
167,서울특별시 종로구 숭인동,-1392,난계로29가길 17,37.57371647,127.0227199,11,228,3,0,0.846995553,0.351871585,67.59357925,숭인동,0
168,서울특별시 동대문구 청량리동,에이플러스 청량,왕산로 297,37.58706182,127.0522146,14,236,6,26,1.04370199,0.434053483,71.70267413,청량리동,0
169,서울특별시 용산구 후암동,(339-4),두텁바위로58길 7,37.55011191,126.9821105,3,424,7,0,0.932674095,0.387667186,69.38335931,후암동,0
170,서울특별시 강북구 수유동,제네스타워,덕릉로 82,37.63442111,127.022863,7,301,0,0,0.819523626,0.3403941,67.01970502,수유동,0
171,서울특별시 동대문구 답십리동,한일노벨리아,천호대로 289,37.56690033,127.053286,4,268,1,23,0.700909515,0.290838362,64.54191811,답십리동,0
172,서울특별시 중랑구 면목동,성진빌딩,겸재로44길 21,37.58841282,127.0893877,7,399,2,0,1.011129769,0.420445148,71.02225742,면목동,0
173,서울특별시 성동구 성수동1가,YG FOREST,왕십리로8길 6,37.54619205,127.0453734,0,262,3,0,0.501050025,0.207339152,60.3669576,성수동1가,0
174,서울특별시 노원구 상계동,노원역 보미더클래스 오피스텔,상계로 32,37.65506089,127.0587126,10,93,9,33,0.658661075,0.273187405,44.561559167999995,상계동,1
176,서울특별시 성북구 보문동4가,브라운홈스,보문로 78,37.58233367,127.021284,8,272,0,0,0.802840705,0.33342415,66.6712075,보문동4가,0
177,서울특별시 중구 충무로5가,충무로엘크루메트로시티2,퇴계로49길 14,37.56338352,127.0000016,4,262,2,0,0.645043388,0.267498077,63.37490386,충무로5가,0
179,서울특별시 동대문구 장안동,양우 내안애 애플,장한로 99,37.56975522,127.0697305,2,190,2,0,0.436902227,0.180538871,59.02694356,장안동,0
180,서울특별시 동대문구 휘경동,빌리원,이문로 42-1,37.59122346,127.0569834,7,295,12,26,0.921608041,0.383043904,69.15219521,휘경동,0
181,서울특별시 동대문구 이문동,오피스55,휘경로 5-5,37.59650566,127.0610385,0,194,0,0,0.360402759,0.148578191,57.42890956,이문동,0
184,서울특별시 도봉구 창동,(608-78),도봉로104길 111-7,37.64442717,127.0379049,2,0,1,0,0.0791569446,0.0310766237,51.55383118,창동,0
185,서울특별시 성동구 도선동,성동 트레비스타 오피스텔,왕십리로 332,37.56301863,127.0331893,7,461,1,19,1.162422176,0.483653538,74.18267689,도선동,0
186,서울특별시 동대문구 답십리동,답십리한화오벨리스크,천호대로 319,37.56482324,127.0560773,6,325,3,0,0.841238342,0.349466282,67.47331412,답십리동,0
189,서울특별시 도봉구 창동,북한산 드림시티,도봉로110마길 42,37.64434013,127.0362265,3,5,1,0,0.125637394,0.0504956704,52.52478352,창동,0
190,서울특별시 동대문구 휘경동,휘경동 코업레지던스,회기로28길 7,37.58955633,127.0564648,8,303,6,26,0.945020676,0.392825459,69.64127295,휘경동,0
193,서울특별시 중구 황학동,케렌시아청계,난계로17길 40,37.56962435,127.0211741,5,229,104,0,1.107827372,0.460844398,73.04221992,황학동,0
194,서울특별시 동대문구 휘경동,리센스,망우로 29,37.58872592,127.0567772,9,283,7,26,0.949830979,0.394835153,69.74175767,휘경동,0
195,서울특별시 서초구 서초동,아크로텔 강남역,효령로77길 34,37.49195281,127.0288102,23,209,12,0,1.300960569,0.541533434,53.953670176,서초동,1
196,서울특별시 서초구 서초동,강남역파라디아골드,효령로79길 1,37.48990898,127.030204,20,232,16,0,1.251207612,0.520747167,53.226150851999996,서초동,1
197,서울특별시 관악구 남현동,사당아트오피스텔,승방6길 26,37.47475307,126.9802761,17,324,0,44,1.328851531,0.553185987,54.361509530999996,남현동,1
198,서울특별시 영등포구 대림동,G밸리소홈,도림천로19길 11,37.48659127,126.9001828,14,352,2,59,1.311118434,0.545777284,54.102204932999996,대림동,1
199,서울특별시 관악구 봉천동,명문타워,청룡3길 17,37.480825,126.9472072,12,332,0,0,1.063072347,0.442146216,50.475117553,봉천동,1
200,서울특별시 영등포구 문래동3가,스테이트 디 어반문래,문래북로 58-8,37.52036287,126.891438,9,183,3,0,0.689013539,0.285868347,45.005392158999996,문래동3가,1
201,서울특별시 동작구 신대방동,신라스테이해링턴타워,시흥대로 596,37.48557939,126.9044762,13,343,2,114,1.375560205,0.572700383,78.63501917,신대방동,0
202,서울특별시 영등포구 신길동,콘펠리체,영등포로 402,37.51297645,126.9227083,9,248,3,96,1.016347179,0.422624928,49.791872479999995,신길동,1
203,서울특별시 강남구 역삼동,강남역 서희스타힐스 오피스텔,도곡로3길 19,37.49137331,127.0325245,20,284,15,0,1.343036905,0.559112488,54.568937072999994,역삼동,1
204,서울특별시 영등포구 당산동,한산 오피스텔,버드나루로 142,37.5308974,126.9073194,8,129,2,132,0.830777709,0.345095939,47.078357864999994,당산동,1
206,서울특별시 동작구 노량진동,노량진 드림스퀘어 복합빌딩,노들로2길 7,37.51431662,126.9393933,14,97,0,159,1.043033785,0.433774314,71.68871569,노량진동,0
208,서울특별시 서초구 서초동,청화오피스텔,효령로 431,37.48962396,127.0306739,19,253,16,0,1.253028564,0.521507942,53.25277797,서초동,1
209,서울특별시 강남구 자곡동,강남 푸르지오시티 2차(PRUGIO CITYⅡ),자곡로 192,37.47439362,127.1040666,12,117,4,0,0.682750953,0.283251905,44.91381666099999,자곡동,1
210,서울특별시 강남구 자곡동,강남유탑유블레스,자곡로 180,37.47358821,127.1030375,11,116,4,0,0.643701489,0.266937446,44.342810603,자곡동,1
211,서울특별시 강남구 삼성동,삼성동 현대위버포레 오피스텔,삼성로95길 9,37.50786804,127.0548861,7,234,0,0,0.695054632,0.288392253,45.093728855,삼성동,1
214,서울특별시 서초구 서초동,서초센트럴IPARK,반포대로18길 36,37.48698219,127.011546,11,222,1,0,0.826302058,0.343226059,47.012912058,서초동,1
215,서울특별시 서초구 서초동,서초동오피스텔,서초대로73길 54,37.50204551,127.0240126,29,302,2,0,1.649146185,0.687001752,59.045061313,서초동,1
216,서울특별시 서초구 서초동,(1589-14),효령로53길 21,37.48551208,127.0135465,16,204,1,0,0.978821217,0.406946972,49.243144034000004,서초동,1
217,서울특별시 은평구 역촌동,거장메카,진흥로 35,37.60076724,126.9192835,15,308,20,0,1.225531767,0.510020067,75.50100335,역촌동,0
219,서울특별시 강서구 화곡동,제이투 리더스뷰,곰달래로16길 34,37.528589,126.8401929,9,672,1,0,1.587904403,0.661415574,58.149545104,화곡동,1
220,서울특별시 마포구 공덕동,솔리스타,만리재로 113,37.55028379,126.9604927,2,383,14,0,0.852729345,0.354267103,67.71335517,공덕동,0
222,서울특별시 은평구 진관동,아이파크 포레스트 게이트,통일로 1010,37.63277219,126.918576,15,102,5,0,0.771233423,0.320218958,66.01094788,진관동,0
223,서울특별시 마포구 도화동,나눔빌딩,도화길 43,37.54176548,126.9502544,8,191,2,0,0.661910281,0.274544889,63.72724446,도화동,0
224,서울특별시 양천구 목동,목동블루오피스텔,목동서로 133-3,37.53183375,126.87567,6,267,0,0,0.719168538,0.298466791,64.92333957,목동,0
225,서울특별시 강서구 등촌동,아이디움,화곡로64길 28,37.55686973,126.8546962,10,122,27,0,0.727446949,0.301925425,65.09627127,등촌동,0
226,서울특별시 마포구 성산동,상암 두산위브센티움,월드컵로36길 14,37.56595234,126.9030231,9,124,1,61,0.70112396,0.290927955,64.54639775,성산동,0
