NO,시군구,단지명,도로명,위도,경도,bus_count_300m,CCTV 300m 카메라 대수,300m 학교 수,반경 300m 가로등 개수,,bus_count_500m,CCTV 카메라 대수,500m 학교 수,반경 500m 가로등 개수
5973,서울특별시 관악구 신림동,(1463-38),관천로10길 15,37.48519459,126.9262681,4,147,0,0,,10,473,0,0
5974,서울특별시 서초구 방배동,(1031-3),방배로 39,37.47817233,126.9994495,4,34,0,0,,7,126,4,0
5976,서울특별시 서초구 서초동,강남역인앤인,서초대로78길 52,37.49322334,127.0287363,15,71,0,0,,21,190,3,0
5993,서울특별시 은평구 대조동,보성리엔빌,연서로18길 3-7,37.61270716,126.9179893,7,92,1,0,,11,300,37,0
5997,서울특별시 양천구 신정동,목동대림아크로텔,목동서로 277,37.52243453,126.8694345,3,147,3,0,,14,414,7,22
6003,서울특별시 은평구 응암동,래디앙,은평로8길 7-2,37.59938759,126.9211964,6,104,18,0,,10,264,20,0
6014,서울특별시 강서구 화곡동,나인스퀘어,화곡로42나길 14-6,37.54689487,126.8467804,3,105,0,0,,4,254,2,0
6023,서울특별시 강서구 화곡동,서광프리메라,화곡로 292,37.55030312,126.8487691,3,82,1,0,,4,223,2,0
6037,서울특별시 마포구 노고산동,A동,신촌로12다길 24-3,37.55450827,126.933837,8,84,0,0,,15,252,3,0
6070,서울특별시 마포구 공덕동,(15-3),만리재로 91,37.54872187,126.9593196,0,110,0,0,,2,312,8,0
6096,서울특별시 중구 황학동,황학동 코아루,난계로11길 30,37.56670803,127.0224773,7,100,4,0,,9,315,17,0
6098,서울특별시 종로구 숭인동,더 카르페디엠 종로 오피스텔,난계로29길 43,37.57382384,127.0209227,4,93,3,0,,10,273,73,0
6109,서울특별시 중랑구 면목동,어반휴6차,봉우재로 166,37.59359567,127.0914083,2,118,0,0,,14,324,6,0
6124,서울특별시 동대문구 장안동,샤론인텔리안,장한로3길 17,37.56341051,127.0646458,1,92,0,0,,5,213,1,0
6130,서울특별시 광진구 화양동,정익제이타워2차102동,광나루로18길 15,37.54686287,127.0722699,6,29,0,0,,12,72,1,0
6153,서울특별시 송파구 방이동,더원센트럴,위례성대로2길 13,37.51577151,127.1133034,4,62,0,0,,8,128,0,0
6155,서울특별시 강동구 길동,길동청광플러스원큐브1차,천중로42길 70,37.5380101,127.1383453,3,87,0,0,,9,265,0,0
6156,서울특별시 강동구 길동,광남캐스빌,천중로44길 75,37.53765402,127.1393505,6,100,0,0,,11,239,0,0
6157,서울특별시 강동구 암사동,서울오피스텔,올림픽로98길 8-9,37.55081389,127.1285674,4,88,0,0,,5,235,0,27
6160,서울특별시 강동구 천호동,S.I 팰리스,진황도로33길 11,37.53784226,127.1342002,1,83,0,0,,7,304,0,0
6168,서울특별시 구로구 구로동,순영웰라이빌1차,가마산로27길 24,37.49800708,126.8916458,3,79,7,0,,5,378,10,2
6169,서울특별시 구로구 구로동,미주프라자,가마산로27길 56,37.49925574,126.8906221,1,114,7,0,,4,303,10,4
6171,서울특별시 구로구 구로동,대림역 와이즈플레이스,가마산로 268,37.49558298,126.8903439,6,197,3,0,,8,449,10,0
6184,서울특별시 금천구 독산동,타운캐슬5차,독산로101길 8-8,37.47533869,126.9031363,4,158,0,0,,12,363,2,0
6187,서울특별시 금천구 시흥동,환희타워,시흥대로57길 21,37.45325547,126.9003517,12,78,0,0,,22,255,1,0
6202,서울특별시 영등포구 영등포동2가,블루오션,국회대로56길 56,37.52056766,126.9116397,5,72,0,95,,11,179,0,238
6204,서울특별시 영등포구 영등포동7가,어써밋,국회대로52길 4,37.52494742,126.9065769,8,97,2,0,,12,232,2,75
6205,서울특별시 영등포구 영등포동7가,아크로L팰리스,국회대로54길 21-1,37.52356464,126.9086453,2,84,0,12,,12,235,2,109
6209,서울특별시 영등포구 영등포동7가,토방트윈빌(A),버드나루로7길 12-14,37.52371617,126.9091948,2,81,0,34,,10,215,2,127
6210,서울특별시 영등포구 당산동3가,THE PARK 365,선유동1로 50,37.52647551,126.8931781,1,71,0,0,,11,217,1,0
6214,서울특별시 강남구 삼성동,LG선릉에클라트B,테헤란로63길 12,37.50616836,127.0509287,3,61,0,0,,7,236,4,0
6222,서울특별시 영등포구 양평동1가,GW GALLERY,선유로22길 5,37.52157332,126.8905032,5,93,0,0,,6,184,2,0
6224,서울특별시 영등포구 당산동2가,PLUS VIEW ,영등포로 99,37.52223353,126.8925202,3,65,0,0,,10,221,2,0
6232,서울특별시 관악구 봉천동,(863-9),남부순환로220길 29,37.47990965,126.9517903,7,105,0,0,,13,301,2,0
6236,서울특별시 관악구 신림동,칸타빌레 오피스텔,신림로71길 16,37.48847376,126.9273643,6,119,0,0,,9,414,0,0
6237,서울특별시 관악구 신림동,메리트 엠 타워,난곡로 327-1,37.48329651,126.91399,7,105,0,0,,13,329,1,60
6245,서울특별시 서초구 서초동,동양라디안루키,서초중앙로 49,37.48612376,127.0151489,8,74,0,0,,12,187,0,0
6247,서울특별시 송파구 잠실동,NS파인트리,백제고분로7길 41,37.51092928,127.0836438,3,55,0,0,,7,136,4,0
6248,서울특별시 서초구 우면동,-728,태봉로 60,37.46353572,127.0251048,4,24,2,0,,6,63,2,0
6249,서울특별시 관악구 봉천동,(1667-18),봉천로53길 4-8,37.48185591,126.9545004,5,122,1,0,,14,365,2,0
6261,서울특별시 관악구 봉천동,(867-15),남부순환로218길 23,37.48023034,126.9505333,7,107,0,0,,13,311,2,0
6269,서울특별시 동작구 상도1동,더포레스트,매봉로 25,37.50644863,126.9504826,2,58,0,0,,2,177,0,0
6290,서울특별시 서초구 서초동,그린빌오피스텔,효령로55길 22,37.48577306,127.014666,8,79,0,0,,13,193,1,0
6292,서울특별시 서초구 방배동,반포스테이 3차 리버 뷰,동광로19길 138,37.49812747,126.9859534,3,93,0,58,,6,206,1,93
6295,서울특별시 영등포구 문래동3가,(82-17),문래북로 58-10,37.52025284,126.8914095,3,59,1,0,,8,178,3,0
6297,서울특별시 관악구 봉천동,스마일타운,청룡3길 41,37.48069845,126.9485129,5,104,0,0,,13,352,0,0
6302,서울특별시 강동구 천호동,비전그린오피스텔,천호대로159길 22-34,37.53830604,127.1285751,7,104,0,0,,15,278,0,0
6325,서울특별시 강서구 화곡동,(900-30),강서로7길 20-27,37.52988338,126.845612,4,92,0,4,,6,324,0,13
6326,서울특별시 강서구 화곡동,(936-5),강서로7길 140,37.52885942,126.8399422,4,260,0,0,,11,658,1,0
6335,서울특별시 은평구 구산동,워너빌,서오릉로11길 5-2,37.61169587,126.9152713,8,108,18,0,,19,296,19,0
6338,서울특별시 양천구 목동,목동솔리스타,등촌로 20,37.53167914,126.8642163,0,254,0,0,,0,502,0,0
6342,서울특별시 은평구 역촌동,동명홈프라자,진흥로1길 13-1,37.60174062,126.9185521,5,96,0,0,,13,320,20,0
6345,서울특별시 서대문구 연희동,연희미다스파크,연희로 233,37.57803211,126.9353252,0,107,1,18,,0,254,1,34
6349,서울특별시 은평구 응암동,첼라 오피스텔,은평로8길 45-1,37.59647258,126.9186262,4,108,19,0,,13,300,19,0
6350,서울특별시 강서구 화곡동,더플러스,화곡로42길 25-3,37.54629647,126.8468811,2,114,1,0,,6,268,2,0
6359,서울특별시 강서구 가양동,(184-5),양천로49길 21,37.56960411,126.8405802,3,50,1,0,,6,99,2,1
6365,서울특별시 동대문구 장안동,스타파크,장한로26가길 88,37.56813978,127.0698083,0,72,1,0,,0,200,2,12
6372,서울특별시 도봉구 창동,노블캐슬오피스텔,도봉로110길 58,37.64605867,127.0367961,0,0,0,0,,4,0,1,0
6390,서울특별시 중랑구 망우동,(506-8),상봉로 110,37.59570274,127.0933406,4,105,0,0,,10,300,5,0
6394,서울특별시 중구 신당동,(372-49),동호로7길 17,37.55297891,127.0111179,0,123,0,0,,0,324,6,0
6409,서울특별시 영등포구 영등포동7가,루브르씨티,버드나루로 81,37.52553581,126.9089354,4,82,1,73,,12,183,2,125
6435,서울특별시 금천구 가산동,동아오피스텔,가산로7길 85,37.47336252,126.8892127,0,72,0,0,,11,123,0,0
6439,서울특별시 금천구 가산동,이호드림파크,남부순환로 1272,37.47866245,126.8920428,11,137,0,0,,22,267,1,2
6452,서울특별시 구로구 구로동,구로하우비,구로중앙로28길 73,37.50075946,126.8894017,0,138,6,0,,1,324,9,7
6457,서울특별시 금천구 독산동,모던하우스,독산로51길 11-3,37.46277471,126.9034482,3,196,0,0,,6,482,2,0
6459,서울특별시 금천구 독산동,몽삐에뜨2차,범안로14길 9-13,37.46585451,126.8940402,2,118,0,0,,6,219,2,0
6471,서울특별시 금천구 시흥동,우림메르디앙,시흥대로63길 17,37.45483093,126.8985991,10,59,0,0,,19,206,1,0
6476,서울특별시 마포구 합정동,월드오피스텔,독막로8길 20,37.54711069,126.9177495,0,61,1,0,,5,209,1,15
6485,서울특별시 관악구 봉천동,청록아트빌2,청룡6길 7,37.48029722,126.945489,6,134,0,0,,7,314,27,0
6490,서울특별시 관악구 봉천동,(1564-1),남부순환로210길 47,37.47977171,126.944626,4,128,0,0,,8,328,27,0
6492,서울특별시 관악구 남현동,네스코시티,승방6길 30,37.47488326,126.9802605,8,165,0,34,,17,332,1,44
6493,서울특별시 관악구 신림동,(1413-23),남부순환로185길 22,37.4856969,126.9324441,4,104,0,0,,14,439,0,0
6494,서울특별시 관악구 신림동,화인벨라까샤,난곡로64가길 16,37.48059406,126.9151598,6,94,4,0,,13,279,5,0
6508,서울특별시 성동구 용답동,삼호오피스텔,자동차시장1길 103,37.56020243,127.0690795,3,43,0,62,,4,137,0,180
6509,서울특별시 중랑구 상봉동,수령골든팰리스,중랑천로12길 83,37.59354011,127.0773625,3,116,0,6,,6,297,2,16
6519,서울특별시 노원구 상계동,(349-26),노해로85길 10-33,37.65647743,127.0656838,8,89,1,0,,15,208,3,0
6520,서울특별시 성북구 석관동,골든캐슬12차,한천로81길 10-7,37.61203233,127.0605043,0,103,0,20,,0,318,0,40
6521,서울특별시 중랑구 망우동,예원캐슬,망우로58길 47,37.59609192,127.0941975,5,122,0,0,,14,268,5,0
6532,서울특별시 광진구 화양동,KCC파크타운,광나루로 410,37.54658274,127.0750378,5,21,0,0,,10,41,1,0
6536,서울특별시 광진구 광장동,효성리버카운티,아차산로78길 56,37.55142052,127.1100309,2,4,0,44,,3,11,0,82
6541,서울특별시 광진구 구의동,베스트 트레드빌,자양로18길 96,37.53851943,127.0887969,3,33,1,0,,13,90,8,0
6542,서울특별시 성북구 장위동,석계역 한일노벨리아시티,화랑로 299,37.61364718,127.0610192,0,82,0,22,,2,258,0,47
6545,서울특별시 중구 황학동,블루카운티,난계로17길 30-12,37.5699676,127.0218428,0,67,0,0,,4,211,43,0
6550,서울특별시 중구 황학동,신당역올리브2,퇴계로 457,37.56562996,127.0226329,7,122,5,0,,9,334,16,0
6552,서울특별시 은평구 불광동,디앤제이하우징,통일로78길 11-7,37.61833979,126.9233656,12,124,0,0,,16,299,18,0
6558,서울특별시 중랑구 면목동,봄작시티 50,봉우재로 50,37.59056925,127.0788896,4,121,1,0,,12,338,2,6
6559,서울특별시 동대문구 장안동,태솔타워,장한로26가길 86,37.56825704,127.0698859,0,73,1,0,,0,197,2,11
6560,서울특별시 동대문구 장안동,장안동 썬앤빌 시그니처,장한로22길 13,37.56966037,127.0711904,0,61,0,0,,0,180,2,15
6573,서울특별시 성동구 행당동,성동샤르망,고산자로 284,37.56492326,127.0368107,0,124,0,20,,2,371,2,24
6581,서울특별시 송파구 잠실동,뜨레피움2차,백제고분로19길 4,37.50513958,127.0866808,4,83,0,0,,8,197,0,8
6582,서울특별시 송파구 잠실동,동명하이텔,삼전로 79,37.50578594,127.0888877,6,75,0,0,,9,197,5,0
6596,서울특별시 관악구 신림동,미성동오피스텔,난곡로 300,37.48076258,126.9149524,6,96,4,0,,13,281,5,0
6603,서울특별시 강남구 대치동,대치트레비스타 101동,선릉로90길 68,37.50544252,127.0547185,2,76,0,0,,8,290,0,0
6616,서울특별시 영등포구 당산동6가,써미트빌,당산로50길 18,37.53405968,126.9043125,6,99,0,31,,12,148,2,104
6619,서울특별시 관악구 봉천동,메카오피스텔,남부순환로220길 35,37.4796605,126.9517523,7,97,0,0,,14,290,2,0
6627,서울특별시 영등포구 당산동4가,엠케이 더 유앤미,당산로38길 15,37.5286416,126.8999594,3,63,0,0,,11,153,2,0
6633,서울특별시 관악구 봉천동,Q타워,남부순환로 1817,37.48164748,126.9521617,7,117,0,0,,15,337,1,0
6634,서울특별시 관악구 봉천동,(1663-10),남부순환로 1878,37.47884518,126.958133,4,153,1,0,,7,384,3,0
6642,서울특별시 관악구 신림동,에르스떼,봉천로 270,37.48773334,126.9308579,4,137,0,0,,14,471,0,0
6643,서울특별시 관악구 봉천동,(1565-13),쑥고개로 93,37.47942097,126.9470272,4,108,0,0,,11,280,28,0
6666,서울특별시 영등포구 영등포동2가,여의샛강 소미골드5차,영등포로51길 12,37.51986308,126.9104446,4,96,0,47,,15,220,0,190
6691,서울특별시 영등포구 영등포동7가,더 퍼스트,국회대로 663-3,37.52568644,126.9079875,7,98,1,33,,10,192,2,117
6706,서울특별시 강서구 등촌동,신도그랑피아오피스텔,공항대로53가길 49,37.55557549,126.8587409,1,54,0,0,,7,106,2,0
6709,서울특별시 서대문구 대현동,파라타워,신촌로 163,37.55700493,126.9441124,7,130,0,0,,12,296,4,0
6712,서울특별시 서대문구 대현동,슈테리움 오피스텔,이화여대3길 35,37.55768933,126.9437555,7,100,0,0,,13,291,4,0
6718,서울특별시 마포구 노고산동,(54-63),신촌로16길 22,37.55472535,126.9345355,11,88,0,0,,17,245,3,0
6720,서울특별시 마포구 아현동,트렌빌,신촌로32길 3-8,37.55684273,126.9536338,4,122,9,0,,7,201,72,0
6732,서울특별시 마포구 신수동,금강오피스텔,창전로 72,37.54874406,126.9330747,4,36,6,0,,4,163,7,6
6745,서울특별시 강서구 화곡동,VIP HUBTEL,화곡로 176-10,37.54132618,126.8414006,10,98,1,0,,15,268,1,0
6747,서울특별시 강서구 화곡동,서안EZtel,화곡로 185,37.54252756,126.8417313,8,98,0,0,,17,269,2,0
6748,서울특별시 강서구 화곡동,강서오피스텔,까치산로 88-9,37.54606443,126.8484648,1,106,0,0,,4,254,3,0
6754,서울특별시 강서구 화곡동,(24-106),화곡로42길 24,37.54611029,126.8467194,2,123,1,0,,6,270,2,0
6767,서울특별시 마포구 합정동,일신오피스텔,양화진길 41,37.54683744,126.9123887,3,62,0,57,,10,132,1,166
6797,서울특별시 강동구 천호동,(169-1),진황도로31길 19,37.53847895,127.1334428,1,120,0,0,,6,314,0,0
6798,서울특별시 강동구 성내동,브라운스톤천호,천호대로 1006,37.53797886,127.1237925,7,101,1,0,,14,294,1,8
6802,서울특별시 강동구 길동,강동역에스케이허브,천호대로 1107,37.53554884,127.1349223,5,66,0,0,,9,252,0,0
6803,서울특별시 강동구 천호동,(287-5),상암로12길 8,37.54936039,127.1281694,2,92,0,0,,6,258,0,20
6812,서울특별시 송파구 방이동,피스티오피스텔,위례성대로2길 10,37.51621558,127.1132368,5,49,0,0,,10,127,0,0
6823,서울특별시 강동구 강일동,강일임페리얼타워,아리수로93길 19,37.56538147,127.1741167,9,15,0,0,,17,41,4,0
6839,서울특별시 강동구 천호동,선경오피스텔,진황도로29길 8,37.53851545,127.1321554,3,119,0,0,,12,305,0,0
6840,서울특별시 강동구 천호동,정암하이빌,진황도로 66,37.53717159,127.1338501,3,69,0,0,,7,293,0,0
6843,서울특별시 영등포구 영등포동7가,넥스빌Ⅱ,국회대로54길 15-3,37.52412577,126.9083868,6,90,0,15,,10,234,2,108
6857,서울특별시 구로구 구로동,(1132-46),디지털로32가길 81,37.48006367,126.8970646,3,77,1,0,,16,264,1,0
6861,서울특별시 구로구 고척동,드어반트라움,경서로 62-6,37.50227075,126.8598835,2,60,0,0,,5,215,3,0
6871,서울특별시 영등포구 영등포동6가,유경오피스텔,영신로40길 20,37.52092793,126.9036256,8,102,0,0,,15,246,1,2
6876,서울특별시 금천구 시흥동,위드 비엠,시흥대로59길 9,37.45339858,126.9002765,12,80,0,0,,23,251,1,0
6886,서울특별시 금천구 독산동,헤리움팰리스,독산로101길 46,37.4770705,126.9029984,4,158,0,0,,11,337,24,0
6890,서울특별시 구로구 오류동,그랑프리,경인로 193-17,37.49587988,126.8419367,5,134,1,0,,6,342,1,0
6893,서울특별시 구로구 구로동,예성유토피아,도림천로 452,37.48537435,126.89952,8,104,0,28,,16,326,2,56
6902,서울특별시 중구 황학동,골드캐슬Ⅲ,난계로21길 39,37.57023557,127.0212346,0,70,0,0,,5,200,107,0
6906,서울특별시 광진구 자양동,드림타운,아차산로 312,37.53774586,127.0773479,0,28,18,0,,0,51,26,0
6923,서울특별시 성동구 도선동,J&J빌딩,무학로2길 32,37.56324665,127.0332676,2,183,0,6,,7,451,1,24
6927,서울특별시 동대문구 전농동,힐스테이트 청량리 더퍼스트,왕산로36길 6,37.57924086,127.0435015,8,113,0,0,,13,245,6,0
6928,서울특별시 성북구 동선동1가,동선아르텔,동소문로24길 32,37.59228017,127.018663,4,94,0,0,,8,235,4,0
6930,서울특별시 중랑구 면목동,다원빌,봉우재로 154,37.59328037,127.0899398,1,135,0,0,,13,351,1,0
6938,서울특별시 중랑구 상봉동,이안채S타워A,면목로94길 13,37.59533645,127.086653,4,135,0,0,,9,308,1,0
6940,서울특별시 영등포구 당산동3가,레스트힐,양산로 155,37.52373693,126.9003039,0,87,0,0,,14,256,1,0
6943,서울특별시 영등포구 여의도동,리버타워,63로 36,37.51941022,126.9386261,2,16,0,58,,11,47,1,204
6944,서울특별시 관악구 봉천동,EDU-TAINER'S 오피스텔,낙성대로 29,37.47581684,126.9592985,1,154,1,0,,5,374,1,0
6945,서울특별시 관악구 봉천동,해주타워,봉천로 466,37.48197108,126.9516156,7,132,0,0,,13,349,2,0
6960,서울특별시 관악구 봉천동,봉천오피스텔,솔밭로2길 16,37.47780402,126.9634424,3,114,0,0,,6,316,5,0
6962,서울특별시 영등포구 여의도동,여의도 프리베로 오피스텔,국회대로66길 19,37.52831551,126.9196346,9,9,0,8,,14,26,0,14
