NO,시군구,단지명,도로명,위도,경도,bus_count
616,서울특별시 강서구 화곡동,강서포스텔,강서로33길 19,37.5417224618861,126.838825703999,9
617,서울특별시 강서구 화곡동,강서구청 파크뷰 에버,화곡로 297,37.5510058738895,126.848471269087,4
618,서울특별시 강서구 등촌동,경동미르웰한올림,공항대로45가길 29,37.5570578888136,126.85362763576,7
621,서울특별시 마포구 성산동,상암미르웰한올림,모래내로3길 11,37.5649895319184,126.90456391281,5
627,서울특별시 송파구 문정동,송파푸르지오시티,새말로 62,37.4807635042424,127.121248224395,2
632,서울특별시 강동구 강일동,강일 테라우드,아리수로93길 33-15,37.5656181250167,127.172979837621,9
634,서울특별시 강동구 천호동,다성 이즈빌,진황도로29길 44,37.5389998340574,127.133667264838,0
635,서울특별시 송파구 방이동,아주리센 센트럴파크,오금로11길 55-8,37.5154589456417,127.11368086525,4
642,서울특별시 송파구 방이동,오르본 인투파크 오피스텔,오금로11길 55-22,37.5161929133489,127.114137149322,5
648,서울특별시 송파구 문정동,송파 아이파크,법원로 55,37.4798682885767,127.12174819551,2
655,서울특별시 강서구 방화동,경동화인시티,개화동로29길 49,37.5640026352878,126.809682760578,3
656,서울특별시 구로구 신도림동,신도림1차푸르지오,경인로 661,37.5094208797108,126.887743559932,2
658,서울특별시 금천구 가산동,가산 미소지움,서부샛길 528,37.4763376938128,126.878874014988,5
659,서울특별시 금천구 가산동,한강,디지털로 208-17,37.4784175514995,126.890181674664,16
663,서울특별시 강서구 마곡동,마곡아이파크,마곡중앙8로 90,37.5605546769265,126.837589841729,4
667,서울특별시 금천구 독산동,에비앙씨티,범안로11길 78,37.4699996231113,126.890596541614,2
669,서울특별시 영등포구 영등포동3가,로프트시티,영등포로 244,37.5189828446154,126.908501927067,11
670,서울특별시 구로구 구로동,세종오피스텔,디지털로32다길 46-14,37.481283650406,126.898324907708,4
672,서울특별시 금천구 시흥동,금천 쏠라 이지움,시흥대로 179,37.4498824866719,126.901807232959,10
673,서울특별시 금천구 시흥동,레비코하우스,시흥대로77길 24-9,37.4585423187061,126.897374516505,6
674,서울특별시 동대문구 휘경동,맥스타워,망우로21길 20,37.5907034490788,127.062080624018,3
675,서울특별시 광진구 군자동,스테이 더 디자이너스 군자,천호대로 538,37.5573424357159,127.077849731446,4
679,서울특별시 중구 황학동,한양 I-Class,난계로 173,37.5671059356091,127.023298555152,6
680,서울특별시 노원구 중계동,씨앤미,동일로204가길 34,37.6407501287516,127.06823639459,7
681,서울특별시 노원구 중계동,-506,동일로203가길 29,37.6399362512699,127.064257298855,2
682,서울특별시 중구 황학동,디아레나청계,난계로21길 22,37.570381482159,127.022487507699,0
683,서울특별시 중구 황학동,주건축물제1동,마장로9길 49-17,37.5701533168687,127.018529781165,0
686,서울특별시 성북구 삼선동5가,광남 제니텔,보문로 167,37.5891237418412,127.016087478892,4
688,서울특별시 광진구 중곡동,정익제이타워2차,천호대로 537,37.5581131300193,127.078014414076,3
691,서울특별시 중구 신당동,남산더힐A동,동호로14길 5-40,37.5567478048913,127.009836293893,0
694,서울특별시 종로구 숭인동,에비뉴 청계 Ⅰ ,종로66길 35,37.5732400524296,127.022100203456,4
695,서울특별시 노원구 하계동,삼정 이오니아,노원로 248,37.6398521168624,127.073920463419,0
696,서울특별시 광진구 화양동,아스하임,군자로 43,37.5471162351164,127.070022291022,5
697,서울특별시 도봉구 창동,글로리아캐슬,도봉로110라길 70-13,37.64253509553,127.035631924747,0
699,서울특별시 관악구 봉천동,오피스텔더스위트,남부순환로 1953,37.4763241358458,126.966241190857,3
702,서울특별시 영등포구 당산동6가,강변리치빌,당산로46길 15-1,37.5333442645063,126.904063103462,5
703,서울특별시 강남구 역삼동,K타워 오피스텔,언주로98길 32,37.5045258697408,127.044336520702,2
704,서울특별시 영등포구 문래동6가,문래동 현대홈시티2,선유로13길 5,37.5188929127113,126.888561128994,2
705,서울특별시 관악구 봉천동,리츠오피스텔,관악로17길 30,37.4810158261086,126.950082098581,8
706,서울특별시 송파구 가락동,(180-5),문정로 151,37.4930797207926,127.136229176189,0
710,서울특별시 강남구 자곡동,강남 지웰홈스,자곡로 204-5,37.4742786425493,127.10540204434,8
713,서울특별시 마포구 아현동,효성인텔리안,마포대로 208,37.552504284746,126.956837945207,5
717,서울특별시 마포구 상암동,상암 한화 오벨리스크,구룡길 19,37.5870829376289,126.883344555391,7
718,서울특별시 강서구 화곡동,아덴하임,화곡로 238,37.5462425066186,126.845503236609,2
719,서울특별시 강서구 화곡동,크라운뷰,화곡로 274,37.5489731734679,126.847522774029,2
723,서울특별시 강서구 등촌동,투웨니퍼스트1차,양천로66길 32,37.5538790642018,126.864481962811,5
724,서울특별시 강서구 등촌동,현대 센트럴 가양,화곡로66길 20,37.557726955052,126.854783898424,5
726,서울특별시 은평구 진관동,은평뉴타운 신한 헤센스마트,통일로 1020,37.633329446124,126.917918032411,4
729,서울특별시 강서구 등촌동,대외그랜드오피스텔,화곡로66길 167,37.5545791772375,126.862102612593,5
730,서울특별시 강서구 등촌동,등촌2차 크라운팰리스,화곡로66길 66,37.5567293218423,126.856883084136,3
732,서울특별시 강서구 등촌동,등촌 미르웰 한올림 3차,공항대로45길 25,37.5565092306049,126.85483481353,6
733,서울특별시 마포구 성산동,마포상암시티프라디움리버,모래내로1길 4,37.5643970494536,126.904467893879,5
734,서울특별시 강서구 염창동,염창역한강투웨니퍼스트,공항대로81길 36,37.5488806959386,126.876738908849,4
736,서울특별시 마포구 서교동,엠제이더퍼스트홍대,양화로 114,37.553569373995,126.919927450908,8
742,서울특별시 서대문구 홍제동,제니스,통일로35길 14-4,37.5865308027352,126.945848947958,3
743,서울특별시 마포구 공덕동,공덕푸르지오시티,마포대로 156,37.5477778565821,126.954282083354,3
745,서울특별시 강서구 등촌동,경동미르웰양천향교2차,강서로56가길 166,37.56664165716,126.842199993135,6
746,서울특별시 강서구 등촌동,센트럴시티,공항대로 417,37.5557405882346,126.853883608297,5
748,서울특별시 은평구 대조동,연신내역마에스트로,통일로 827,37.6171309306733,126.92239311593,11
749,서울특별시 양천구 목동,동서오피스텔,목동중앙서로3길 13,37.5331697521205,126.864687569002,0
750,서울특별시 강서구 화곡동,리치아파트,월정로20길 60,37.5296972430114,126.842007125024,5
751,서울특별시 강서구 화곡동,(924-2),월정로20길 62-8,37.5294581520399,126.841965656619,5
752,서울특별시 강서구 가양동,마곡파크뷰비동,양천로49길 39-7,37.5704000192805,126.840222116504,3
754,서울특별시 서대문구 창천동,신촌 르메이에르타운5,신촌로 109,37.5560565935817,126.938257661301,11
755,서울특별시 강서구 가양동,가양글로벌퍼스트,화곡로72길 62,37.5604155267238,126.858793881944,4
756,서울특별시 강서구 화곡동,투웨니퍼스트 강서마곡,화곡로 329,37.5534418147024,126.850524677269,2
757,서울특별시 강서구 화곡동,SJ라벨라,화곡로 350,37.5549481543332,126.852356873973,3
759,서울특별시 강서구 화곡동,미래안포레,화곡로 321,37.5530012444546,126.850325020725,2
760,서울특별시 강서구 화곡동,(920-5),곰달래로 86,37.5301439818207,126.842428741979,6
761,서울특별시 은평구 진관동,웅신 미켈란의 아침,진관2로 15-8,37.6352911573098,126.919613136714,8
762,서울특별시 서대문구 대현동,(90-58),이화여대1길 38,37.5573287102997,126.943660322,8
765,서울특별시 중구 오장동,오장동 오팰리오,마른내로 127,37.5648145517864,127.002011795126,1
767,서울특별시 성동구 도선동,W에비뉴타워,왕십리로 320,37.5623446202166,127.034370068675,3
770,서울특별시 동대문구 장안동,장안동 퍼스티지 더올림,장한로 121,37.5714529240026,127.070857488147,0
771,서울특별시 동대문구 장안동,서희스타힐스,장한로20길 7,37.5692905479454,127.070535892189,0
772,서울특별시 동대문구 장안동,어반슈필라움,장한로26가길 29,37.5704299388105,127.071596481273,0
773,서울특별시 성북구 동선동4가,휴림 빌딩,동소문로25길 9,37.5946961492812,127.01827565617,3
775,서울특별시 광진구 화양동,화양동 프라하임,능동로 165-1,37.545601591276,127.07295688342,6
780,서울특별시 광진구 화양동,하이뷰오피스텔,광나루로 386,37.5473723706648,127.072295485009,6
784,서울특별시 용산구 한강로1가,용산파크자이,한강대로 205,37.5366261935205,126.97266226677,4
788,서울특별시 광진구 군자동,(473-1),천호대로 530,37.5577379944448,127.076993281444,3
790,서울특별시 용산구 한남동,브라이튼 한남,독서당로14길 24,37.5319722007624,127.007589402006,2
792,서울특별시 중랑구 상봉동,대성타워,면목로 469,37.5938157266683,127.085959638194,3
793,서울특별시 노원구 상계동,수락네스트죤,동일로241길 44,37.678049943638,127.054197889566,9
797,서울특별시 송파구 문정동,엠스테이트,법원로 114,37.4858221249142,127.120631584468,1
800,서울특별시 송파구 방이동,파크캐슬오피스텔,오금로11길 41,37.5157678961206,127.111701397749,4
801,서울특별시 강동구 길동,노블레스,성안로 182,37.5390344926139,127.13660658441,0
802,서울특별시 금천구 독산동,계림 웨스트 벨리,서부샛길 216,37.4645093494603,126.887562175743,4
808,서울특별시 영등포구 영등포동3가,더-위일 신세계,영중로8길 15,37.518550953933,126.907410078009,11
809,서울특별시 영등포구 영등포동3가,제이디에스,영중로10길 9,37.5192333397074,126.906338680386,11
810,서울특별시 영등포구 영등포동3가,여의도 포레스트 시티,영등포로 234,37.5192559175485,126.90720457533,11
811,서울특별시 영등포구 영등포동1가,여의도센터,경인로108길 9,37.5174374294011,126.911317571885,6
816,서울특별시 영등포구 영등포동2가,리치스퀘어,버드나루로3길 7,37.5208259500984,126.911476229583,4
820,서울특별시 금천구 독산동,(967-14),시흥대로 482,37.4765853402798,126.899167422661,4
821,서울특별시 강서구 마곡동,엠코지니어스타,강서로 471,37.5674329902655,126.840582403688,4
826,서울특별시 영등포구 영등포동5가,휴젠느,영중로22길 5,37.5217056783874,126.906095770616,4
827,서울특별시 구로구 신도림동,힐스테이트 신도림역 센트럴,경인로 625,37.5070570691953,126.884723478673,4
828,서울특별시 강서구 방화동,라테라스,양천로 19,37.5727877712841,126.806023309206,3
830,서울특별시 금천구 독산동,한별 #3,두산로10길 9,37.4697692493234,126.893073219451,1
831,서울특별시 강남구 역삼동,성우스타우스오피스텔,역삼로4길 16,37.4924090618276,127.032023625741,10
832,서울특별시 영등포구 당산동4가,(37-4),국회대로29길 8,37.5287512318429,126.896899636849,6
834,서울특별시 강남구 자곡동,강남 푸르지오시티 1차,자곡로 191,37.4749869011356,127.10380188531,6
839,서울특별시 관악구 신림동,위드비엠3,난곡로65길 13,37.4821694948811,126.913448218108,9
840,서울특별시 영등포구 신길동,라온아토,도신로60길 7,37.511494989958,126.917335331579,2
841,서울특별시 동작구 사당동,이수 월든빌,사당로30길 35-4,37.4832118704471,126.981052908639,2
842,서울특별시 영등포구 당산동,엠캐슬123,국회대로53길 24-10,37.5274888411073,126.906995267183,7
844,서울특별시 서초구 서초동,풍림아이원플러스,효령로77길 14,37.4904159174489,127.029708691543,10
846,서울특별시 서초구 서초동,(1588-1),반포대로14길 54,37.4859844424904,127.013831781572,8
847,서울특별시 서초구 서초동,강남아르젠,강남대로55길 9-7,37.4954363071065,127.027570815516,12
848,서울특별시 서초구 서초동,브라운스톤서초,서초대로 334,37.4947205482007,127.018279876466,6
849,서울특별시 동작구 사당동,엘리지움,동작대로23길 7,37.4842001380079,126.981312371218,2
850,서울특별시 강남구 삼성동,현대썬앤빌 삼성역,테헤란로83길 19,37.5085955745907,127.057225608895,4
851,서울특별시 관악구 봉천동,동남오피스텔,봉천로 585,37.4768935766905,126.96265675877,3
853,서울특별시 관악구 봉천동,WD세븐스,관악로 186,37.4814566564271,126.95353482141,7
857,서울특별시 관악구 봉천동,금탑오피스텔,청룡7길 50,37.4794985721809,126.948715210588,4
861,서울특별시 영등포구 신길동,정원쉐르빌,신길로38길 12,37.5058330852953,126.912225795652,4
862,서울특별시 영등포구 당산동,오피스텔저절로,버드나루로17길 12,37.5273318536936,126.907182467351,7
863,서울특별시 영등포구 양평동3가,에버하임,선유로35길 25-1,37.5276907895414,126.88755938748,0
864,서울특별시 송파구 신천동,더?스타리버,올림픽로35길 93,37.5180031106649,127.104406664149,2
865,서울특별시 동작구 대방동,대방오피스텔,상도로12길 24,37.4991958431335,126.929007851521,6
866,서울특별시 관악구 신림동,아일라,신림동3길 13-4,37.4867345512802,126.927958713074,4
867,서울특별시 관악구 신림동,(1655-10),조원로2길 14,37.4830369698545,126.902441566609,8
868,서울특별시 송파구 잠실동,잠실아이파크,올림픽로8길 20,37.5100559145811,127.080035657776,2
869,서울특별시 서초구 서초동,풍림아이원매직,강남대로55길 24,37.495662273058,127.025597938141,11
871,서울특별시 강남구 논현동,리체힐 신논현 오피스텔A동,봉은사로 123,37.5055583179524,127.02709896039,2
874,서울특별시 송파구 잠실동,갤러리아팰리스,올림픽로 212,37.5111038313694,127.093918656887,4
875,서울특별시 관악구 봉천동,태양,남부순환로208길 17-5,37.481337591893,126.943702051554,4
876,서울특별시 관악구 봉천동,대학캠퍼스텔,쑥고개로21길 5,37.479369244583,126.948432878811,4
878,서울특별시 영등포구 양평동6가,금강노블레스,양평로30길 28,37.5423356723191,126.888821350148,2
879,서울특별시 송파구 잠실동,SJ 에비뉴힐스,백제고분로7길 23,37.5108021685591,127.081424037619,4
881,서울특별시 영등포구 대림동,대동빌딩,도림로 148,37.4935749712794,126.898481373177,6
885,서울특별시 강남구 대치동,삼환 아르누보2,도곡로 405,37.4974397382454,127.054637722229,5
888,서울특별시 영등포구 양평동4가,리엔츠캐슬,선유로51길 28,37.5378596933185,126.895335516442,4
890,서울특별시 영등포구 여의도동,여의도 플렉시움 오피스텔,국회대로72길 5,37.5304906074592,126.920289273072,6
892,서울특별시 영등포구 도림동,대우미래사랑,도영로 80,37.5114881618933,126.900531836541,0
894,서울특별시 송파구 송파동,트윈레이크팰리스빌,백제고분로45길 40,37.511079918093,127.107588087644,3
896,서울특별시 송파구 석촌동,(175-7),백제고분로39길 10-10,37.5054593749673,127.105475949743,4
897,서울특별시 관악구 신림동,대광솔레 오피스텔,남부순환로 1353,37.479661936261,126.901098405262,3
898,서울특별시 관악구 신림동,아데나38,신림동1길 24,37.4864525270107,126.928240413063,5
899,서울특별시 강동구 강일동,강일큐브,아리수로 423,37.5647848859684,127.174326651386,9
900,서울특별시 강동구 강일동,아르페온1,아리수로91길 24-5,37.5651571250443,127.173198922141,8
906,서울특별시 송파구 문정동,송파법조타운푸르지오시티,법원로4길 5,37.48294352839,127.121827920448,4
907,서울특별시 강동구 천호동,이안 강동 컴홈스테이,천호대로 1053,37.5374631620702,127.128983441552,5
909,서울특별시 송파구 방이동,잠실역 웰리지 더테라스,올림픽로34길 5-14,37.5161317014317,127.111340654189,4
911,서울특별시 강서구 염창동,맥시하우스,양천로63길 8,37.5558631175782,126.865636252187,5
912,서울특별시 강서구 화곡동,(343-66),곰달래로 123,37.530716797471,126.846572156551,4
915,서울특별시 서대문구 대현동,에스엠케이타워,이화여대7길 46,37.5585819833696,126.943254879906,6
916,서울특별시 서대문구 대현동,에스엠더포레스트2차,이화여대1안길 21,37.5574586481963,126.943879107301,7
922,서울특별시 양천구 목동,하이베라스,목동서로 37,37.5374805506774,126.881686208683,4
923,서울특별시 양천구 목동,현대파리지앙,목동서로 57,37.5366735619395,126.879848765621,4
928,서울특별시 마포구 성산동,상암 스위트포레,월드컵로34길 7,37.5650628348959,126.903079360479,3
929,서울특별시 은평구 역촌동,지경인라지,진흥로3길 12-8,37.6019702806701,126.919075310458,4
930,서울특별시 은평구 불광동,(281-37),불광로 48-11,37.611014750734,126.931411709718,7
933,서울특별시 마포구 신공덕동,메트로디오빌,백범로 199,37.5434945824726,126.952869805451,4
934,서울특별시 은평구 불광동,백마노블레스텔,통일로 884,37.6219238471801,126.92013171514,2
936,서울특별시 강서구 가양동,세종보타닉2차,양천로47가길 32,37.5708930209428,126.839673870911,2
937,서울특별시 은평구 대조동,유진 아이디움,연서로28길 8,37.6178661384981,126.920768656809,8
938,서울특별시 마포구 노고산동,(1-1),신촌로 156,37.5562549144476,126.942750301532,9
939,서울특별시 은평구 진관동,어드벤스힐 오피스텔,진관1로 21-35,37.6335658014355,126.918607039117,4
940,서울특별시 강서구 등촌동,현대프린스텔,양천로 510,37.560088413283,126.856360783551,5
941,서울특별시 은평구 응암동,진성위메이드,가좌로 191,37.5877970976971,126.919797051219,2
942,서울특별시 광진구 중곡동,마인하임648,능동로37길 10-4,37.5583126206053,127.079485592169,4
945,서울특별시 성동구 성수동1가,한스포레,뚝섬로 341,37.5407545160467,127.04877334784,0
946,서울특별시 성동구 성수동1가,EPISODE Seong Su 121,뚝섬로3길 22,37.5422192728562,127.049419615563,0
947,서울특별시 성동구 용답동,(238-5),자동차시장3길 93,37.5587438744776,127.067246607155,2
949,서울특별시 도봉구 창동,창동 노빌리티 캐슬 (Nobility Castle),도봉로104길 49-14,37.6439933779309,127.034896802042,2
952,서울특별시 도봉구 창동,우성오스빌,도봉로110마길 46,37.6441014077924,127.036381863552,0
953,서울특별시 동대문구 장안동,가우디오피스텔,장한로 80,37.5678915029748,127.069283573132,0
954,서울특별시 동대문구 장안동,장안현대벤처빌,장한로 85,37.5685283328878,127.068810676145,0
956,서울특별시 도봉구 도봉동,신영오피스텔,도봉로169나길 49,37.6774234648845,127.04386266449,2
957,서울특별시 노원구 상계동,토마토파르코,동일로 1700,37.6801862134118,127.055830164279,6
961,서울특별시 중랑구 상봉동,이상부티끄타워,면목로96길 28,37.5960482956689,127.087306416508,2
962,서울특별시 강북구 번동,북한산드림캐슬,덕릉로 99,37.635005672222,127.024628057043,5
965,서울특별시 중구 황학동,-2022,마장로13길 18,37.5690684736211,127.020952429199,0
966,서울특별시 종로구 숭인동,종로 아인스빌,난계로29가길 19,37.5735651930175,127.022724714977,6
967,서울특별시 종로구 숭인동,종로 동광모닝스카이,난계로29가길 24,37.5734457874911,127.02237715289,4
968,서울특별시 종로구 숭인동,아폴리움 오피스텔,난계로29길 31,37.5739525812356,127.021492635942,5
972,서울특별시 성동구 성수동2가,테라289,아차산로5길 26,37.5478171747195,127.053565372766,2
973,서울특별시 동대문구 휘경동,캠퍼스드림오피스텔,이문로 10,37.5887717921907,127.054649388282,4
974,서울특별시 용산구 원효로1가,용산2차휴먼타운,백범로90라길 38,37.5388545811318,126.969488775684,9
975,서울특별시 종로구 경운동,운현궁 에스케이 허브,삼일대로 461,37.5757309623572,126.985606671206,1
976,서울특별시 중랑구 면목동,리더스빌,면목로42길 15,37.5799560276375,127.089119366865,5
977,서울특별시 영등포구 영등포동7가,한가람 더원 201동,버드나루로 59,37.5237823839113,126.910130163384,0
980,서울특별시 금천구 가산동,가산 양우 내안애 애플,남부순환로 1266,37.4788922007441,126.891152937548,14
983,서울특별시 강서구 방화동,에어뷰21-1오피스텔,금낭화로 145,37.5783045866362,126.812796710668,4
986,서울특별시 구로구 오류동,서연팰리스,경인로25길 8,37.4969609399062,126.844539672815,4
991,서울특별시 강서구 방화동,오피앙2,금낭화로 287-50,37.5783891414189,126.812482347006,4
993,서울특별시 영등포구 영등포동2가,글로벌MJ10,영등포로 271,37.5188202341243,126.911605064981,6
994,서울특별시 구로구 고척동,대림리더스오피스텔,중앙로6길 22,37.5000856187918,126.864821705289,4
996,서울특별시 강서구 마곡동,마곡역센트럴푸르지오시티,마곡중앙6로 10,37.5603986603055,126.828193803597,6
1002,서울특별시 영등포구 영등포동7가,영등포 리버텔,버드나루로12길 8,37.5251713550901,126.910825363064,2
1004,서울특별시 금천구 독산동,미림A-클래스,두산로 10,37.4702174381836,126.888997998436,5
1005,서울특별시 금천구 독산동,씨티오피스텔,범안로11길 2,37.4667284315344,126.89198649385,1
1007,서울특별시 금천구 독산동,신독산역 갤러리 휴리움,벚꽃로10길 77,37.4645015127453,126.894300268083,4
1008,서울특별시 금천구 독산동,아네스트오피스텔,남부순환로 1314,37.4782409876517,126.897023337503,4
1011,서울특별시 영등포구 영등포동6가,퀸즈하우스,영신로38길 3,37.5211715866642,126.901694315771,4
1013,서울특별시 금천구 독산동,유원블리스,두산로3길 7,37.4708682197318,126.888978722708,3
1016,서울특별시 금천구 가산동,이지크라운,가산디지털2로 169-41,37.4820622136807,126.875370690811,3
1017,서울특별시 은평구 대조동,엠케이뷰오피스텔,진흥로 187,37.6086376103285,126.930232201661,9
1018,서울특별시 강서구 염창동,성강에코텔,양천로 686-15,37.550352888105,126.871546371286,2
1022,서울특별시 서초구 신원동,서초메트하임,청계산로 193,37.4481245713513,127.055596337478,7
1025,서울특별시 서초구 서초동,강남 효성 해링턴 타워,강남대로51길 10,37.4912352709786,127.029075562052,9
1026,서울특별시 영등포구 양평동5가,에듀시티에비앙,양평로 160,37.5397705711484,126.890799845839,2
1028,서울특별시 강동구 명일동,서희스타힐스,동남로 881,37.5522711536365,127.155745685645,3
1029,서울특별시 동대문구 제기동,메트로폴 스위트,왕산로 91,37.578541164121,127.03349256292,2
1032,서울특별시 용산구 원효로1가,시온캐슬용산,원효로81길 3,37.5392435082897,126.967338336285,8
1035,서울특별시 성북구 하월곡동,갤럭시하월곡,종암로32길 12,37.60408420742,127.032826794468,4
1037,서울특별시 광진구 자양동,자양 호반써밋,능동로 69,37.5374300374627,127.068800532801,4
1038,서울특별시 성북구 보문동2가,-82,지봉로23길 8,37.5856201136023,127.018720538965,2
1041,서울특별시 중구 충무로3가,엘크루 메트로시티,충무로 13,37.5623642597218,126.992635355131,0
1044,서울특별시 성북구 삼선동5가,(298-7),보문로 171,37.5893486664597,127.0158144294,4
1048,서울특별시 중구 황학동,힐스테이트 청계 센트럴,마장로 95,37.5686911359537,127.020442613656,0
1049,서울특별시 종로구 원남동,코윈 팔레스뷰 오피스텔,창경궁로 146,37.5755047666426,126.997693134864,2
1051,서울특별시 동대문구 답십리동,보광타워,황물로 90,37.5703573103131,127.050113414896,0
1052,서울특별시 성동구 도선동,위너스 오피스텔,왕십리로 340,37.5633285195724,127.03241920654,3
1053,서울특별시 광진구 자양동,더 트윈1,아차산로46가길 7,37.5365254259178,127.081419751906,2
1058,서울특별시 종로구 숭인동,동대문 아이리스,종로56길 33-5,37.5717072411588,127.016875551607,1
1060,서울특별시 중랑구 면목동,서일타운,상봉로 7,37.5865875129508,127.09434197995,6
1063,서울특별시 중랑구 상봉동,솔렌시아3,봉우재로49길 9,37.5943197101439,127.091977488485,6
1064,서울특별시 종로구 연지동,리베르떼_연지,종로31가길 23,37.5727336893679,127.000239303769,6
1065,서울특별시 성동구 성수동1가,성수동 뉴타운오피스텔,뚝섬로3길 17,37.5417172995169,127.049050859398,0
1070,서울특별시 노원구 상계동,큐비스트빌딩,상계로 84,37.6563249305439,127.064306890944,7
1071,서울특별시 성동구 행당동,1동,왕십리로21길 13-22,37.5611128062549,127.033327323664,4
1073,서울특별시 중랑구 상봉동,브르넨상봉,망우로52길 20,37.5962776435805,127.089530622506,5
1075,서울특별시 영등포구 문래동6가,문래동 대우 이안,문래로 41,37.5205830702904,126.886820517005,3
1077,서울특별시 관악구 신림동,백촌오피스텔,신사로 32,37.4844486624854,126.906899511691,3
1078,서울특별시 강남구 세곡동,강남 지웰파인즈,헌릉로569길 9,37.4667946067681,127.100935178729,4
1079,서울특별시 관악구 신림동,더위일관악파크뷰,난곡로 298,37.4805895205215,126.914984947546,6
1080,서울특별시 관악구 신림동,굿모닝 오피스텔,관천로 72,37.4855131792251,126.925116005666,1
1081,서울특별시 관악구 신림동,지벨리마인드2차,시흥대로 566,37.4832444367606,126.902289790667,8
1089,서울특별시 영등포구 당산동3가,당산동 디벨리움,양산로 141,37.5238540564064,126.898925554638,2
1091,서울특별시 영등포구 당산동,노들리안 오피스텔1,버드나루로 94-1,37.5267163924615,126.908935272707,3
1093,서울특별시 서초구 서초동,서초 대우아이빌,서초대로58길 10,37.4942413218619,127.017558868696,5
1094,서울특별시 서초구 서초동,서초어반하이 오피스텔,서초중앙로5길 10-7,37.485476485833,127.015045922221,8
1096,서울특별시 강남구 역삼동,능현오피스텔,선릉로89길 16,37.5034333955569,127.047814557329,3
1101,서울특별시 영등포구 여의도동,힐스테이트 여의도 파인루체,여의대방로69길 19,37.5206054667139,126.930448752,3
1102,서울특별시 영등포구 당산동6가,한강 더채움,당산로50길 8,37.5345820860565,126.903543102199,8
1103,서울특별시 관악구 봉천동,더헤르미온,남부순환로 1845,37.4807780244259,126.955188188139,7
1105,서울특별시 영등포구 영등포동1가,여의도광장,경인로114길 20,37.5179991913651,126.915225769327,6
1106,서울특별시 금천구 독산동,e편한세상 독산 더타워,범안로 1212,37.4658151649342,126.896309478813,4
1108,서울특별시 금천구 독산동,메종에떼르넬,벚꽃로 180,37.4710450424621,126.887880785223,8
1109,서울특별시 금천구 독산동,(1006-74),범안로16길 24-19,37.4654205345983,126.894289705201,3
1110,서울특별시 금천구 독산동,디밸리,범안로21길 8,37.4670283926565,126.896843160099,7
1113,서울특별시 영등포구 영등포동8가,메이준,영중로 120,37.5269451113198,126.905889075902,10
1114,서울특별시 영등포구 영등포동8가,한양아이클래스 오피스텔,영신로 228-6,37.5274661730725,126.904001508816,6
1116,서울특별시 영등포구 영등포동6가,리저브오피스텔,영등포로33길 7,37.5210849439971,126.902386845498,5
1121,서울특별시 영등포구 영등포동7가,위더스하임 ll,국회대로56길 9,37.5243585514862,126.909392114744,2
1140,서울특별시 강서구 마곡동,힐스테이트에코마곡,공항대로 269-15,37.5596228714829,126.837266020351,5
1142,서울특별시 구로구 구로동,대림역포스큐,공원로 11,37.4981731724382,126.891984983201,2
1146,서울특별시 마포구 공덕동,마포현대하이엘,마포대로 173,37.5498445279599,126.954413789817,2
1147,서울특별시 강서구 화곡동,경동엠파이어시티 101동,강서로 187,37.542894408801,126.838838796424,8
1150,서울특별시 양천구 목동,석경트라움,목동중앙북로7나길 54,37.5503944107164,126.865229280792,1
1151,서울특별시 강서구 화곡동,골든빌,가로공원로 236-4,37.5380952748055,126.842000043707,5
1152,서울특별시 강서구 화곡동,연우넥스트뷰,공항대로46길 9,37.554756712904,126.853894356725,3
1162,서울특별시 강서구 등촌동,경동미르웰 양천향교 101동,강서로68길 35,37.566293725454,126.843035500795,4
1164,서울특별시 마포구 서교동,노벨리아 서교,홍익로5길 30,37.5539274534385,126.920762835864,9
1171,서울특별시 마포구 신공덕동,갑을명가시티1,만리재로 69,37.5472317352366,126.957592826687,0
1172,서울특별시 서대문구 연희동,정연 지오빌,증가로 15-1,37.5696420008882,126.930945270071,0
1178,서울특별시 서대문구 북아현동,헤센 스마트 더 센트럴,신촌로33길 16,37.5575488350045,126.955026361562,3
1179,서울특별시 강동구 천호동,천호역 한강 푸르지오시티,구천면로 192,37.5403476375691,127.125795304274,8
1188,서울특별시 송파구 방이동,보광스퀘어,올림픽로34길 5-29,37.5165978673386,127.112211424335,6
1192,서울특별시 강동구 천호동,두산위브센티움,올림픽로70길 61,37.5394152598787,127.126995720254,10
1210,서울특별시 강동구 길동,포유 르센티 길동,진황도로 104,37.535351862632,127.13774736193,6
1214,서울특별시 강동구 강일동,유러피안하우스II,아리수로91길 32-6,37.5653152520319,127.173074441709,8
1225,서울특별시 금천구 가산동,신현빌B동,두산로9가길 26,37.4732228080667,126.891772529728,2
1226,서울특별시 금천구 가산동,공간오피스텔,가산로7길 81,37.47345238032,126.889335189426,0
1227,서울특별시 영등포구 영등포동7가,여의도 웰시티,국회대로54길 15-7,37.5242805209277,126.908685283335,4
1229,서울특별시 구로구 고척동,동양오피스텔,중앙로 10-14,37.4997258675851,126.865946459731,4
1230,서울특별시 영등포구 영등포동3가,영등포 점프밀라노,영중로 28,37.5190798122729,126.905551002833,12
1232,서울특별시 금천구 독산동,BK 힐타운,시흥대로 278,37.4585221959447,126.89954149927,4
1234,서울특별시 금천구 독산동,어반팰리스,독산로 329,37.4763911242012,126.903313486562,4
