NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
15600,서울특별시 송파구 송파동,33,33,0,호수임광,전세,59.78,202411,20,"50,000",0,11,1995,송파대로48길 29,202412~202702,신규,-,,,아파트
15616,서울특별시 영등포구 당산동,121-43,121,43,리스빌,월세,13.2,202411,20,"10,000",28,13,2012,버드나루로 146,202412~202512,신규,-,,,아파트
15620,서울특별시 마포구 창전동,440,440,0,창전동현대홈타운,월세,84.978,202411,20,"15,000",176,5,2005,서강로 83,202502~202702,갱신,사용,"15,000",165,아파트
15635,서울특별시 서대문구 북가좌동,458,458,0,DMC아이파크,월세,32.86,202411,20,"2,566",23,10,2009,거북골로14길 32,-,신규,-,,,아파트
15640,서울특별시 서대문구 홍제동,466,466,0,홍제해성,월세,83.5884,202411,20,"10,000",140,5,2002,통일로37나길 12,202411~202611,신규,-,,,아파트
15645,서울특별시 서대문구 홍은동,186-25,186,25,서강2차(2동),전세,145.06,202411,20,"40,000",0,12,1989,연희로41길 152,202411~202611,신규,-,,,아파트
15659,서울특별시 마포구 합정동,381-16,381,16,KCC엠파이어리버,월세,145.33,202411,20,"10,000",450,11,2006,양화로 26,202412~202612,신규,-,,,아파트
15662,서울특별시 양천구 신정동,884-6,884,6,재훈,전세,81.1,202411,20,"24,400",0,4,2002,목동로23길 33,202501~202701,갱신,-,"29,600",0,아파트
15674,서울특별시 양천구 목동,926-8,926,8,목동성원(926-8),전세,59.4,202411,20,"71,000",0,12,1997,목동서로 234,202502~202702,신규,-,,,아파트
15676,서울특별시 마포구 상암동,1584,1584,0,DMCVILLE,월세,84.15,202411,20,0,363,2,2006,월드컵북로60길 13,202411~202511,신규,-,,,아파트
15702,서울특별시 동작구 사당동,1153,1153,0,케이씨씨,전세,84.7472,202411,20,"65,000",0,7,2007,사당로20나길 57,202411~202611,갱신,-,"63,000",13,아파트
15743,서울특별시 동작구 상도동,445,445,0,경향렉스빌,전세,84.9832,202411,19,"44,950",0,12,2002,양녕로23길 9,202411~202703,갱신,-,"43,950",0,아파트
15760,서울특별시 서초구 반포동,12,12,0,래미안원펜타스,전세,59.8,202411,19,"73,125",0,7,2024,신반포로15길 1,-,신규,-,,,아파트
15766,서울특별시 관악구 신림동,1744,1744,0,신림스카이아파트,월세,38.34,202411,19,"31,700",10,7,2021,신림로 185,202412~202612,신규,-,,,아파트
15786,서울특별시 중랑구 중화동,19,19,0,극동,전세,84.13,202411,19,"40,000",0,3,1991,봉화산로27길 32,202412~202612,신규,-,,,아파트
15792,서울특별시 동대문구 휘경동,May-49,49,5,서울가든,전세,85.92,202411,19,"30,000",0,10,1985,겸재로 24,202502~202702,신규,-,,,아파트
15794,서울특별시 동대문구 휘경동,368,368,0,브라운스톤휘경,전세,84.74,202411,19,"53,000",0,2,2013,망우로20길 86,202501~202701,신규,-,,,아파트
15796,서울특별시 중랑구 망우동,508-50,508,50,월드101,전세,62.86,202411,19,"24,100",0,7,2002,망우로58길 55,202412~202612,갱신,-,"23,000",0,아파트
15823,서울특별시 중구 중림동,1153,1153,0,리하우스(LEEHAUS),월세,34.677,202411,19,"10,000",67,9,2011,서소문로6길 21,202412~202612,신규,-,,,아파트
15841,서울특별시 용산구 한남동,684-85,684,85,아일랜드캐슬,전세,62.24,202411,19,"45,000",0,4,2003,대사관로7길 5,202412~202612,신규,-,,,아파트
15855,서울특별시 광진구 능동,246-17,246,17,이듬빌,전세,25.57,202411,19,"23,000",0,4,2021,능동로36길 101,202501~202701,신규,-,,,아파트
15873,서울특별시 동대문구 전농동,620-47,620,47,620-47(롯데캐슬L-65),전세,59.46,202411,19,"37,500",0,2,2023,답십리로 27,-,신규,-,,,아파트
15877,서울특별시 구로구 오류동,150-42,150,42,길훈,전세,53.94,202411,19,"13,000",0,2,1987,오류로8라길 20-8,202412~202612,갱신,-,"12,000",0,아파트
15896,서울특별시 구로구 구로동,745-69,745,69,(745-69),월세,45.6,202411,19,"12,000",25,4,1997,구로동로12길 16-26,202412~202612,신규,-,,,아파트
15898,서울특별시 구로구 구로동,745-57,745,57,(745-57),월세,35.46,202411,19,"11,000",5,5,1997,구로동로12길 16-12,202501~202701,신규,-,,,아파트
15901,서울특별시 구로구 고척동,296,296,0,대우,전세,59.96,202411,19,"37,000",0,8,1999,고척로52길 53,202502~202702,신규,-,,,아파트
15930,서울특별시 강남구 도곡동,463-1,463,1,우성사원5,전세,70.89,202411,19,"55,650",0,3,1986,언주로29길 34,202411~202611,갱신,사용,"53,000",0,아파트
15942,서울특별시 강남구 청담동,28-20,28,20,청담4차이-편한세상,월세,136.41,202411,19,"90,000",180,3,2011,학동로73길 33,202412~202612,갱신,-,"90,000",150,아파트
15944,서울특별시 강남구 청담동,129,129,0,PH129,전세,273.96,202411,19,"1,000,000",0,4,2020,압구정로79길 88,202502~202702,신규,-,,,아파트
15947,서울특별시 강남구 대치동,1030,1030,0,대치르엘,전세,84.7692,202411,19,"180,000",0,10,2021,도곡로93길 23,202502~202702,신규,-,,,아파트
15954,서울특별시 강남구 대치동,910-7,910,7,풍림아이원2차201동,전세,156.21,202411,19,"40,000",0,6,2003,선릉로72길 45,202502~202702,신규,-,,,아파트
15972,서울특별시 노원구 상계동,1307,1307,0,우림루미아트201동,전세,84.569,202411,19,"45,000",0,9,2004,동일로238길 33,202502~202702,신규,-,,,아파트
15982,서울특별시 노원구 공릉동,749,749,0,공릉2신도브래뉴아파트,전세,84.75,202411,19,"50,000",0,6,2002,동일로193길 7,202501~202701,신규,-,,,아파트
15995,서울특별시 강동구 천호동,55-25,55,25,다성이즈빌아파트(55-25),전세,84.95,202411,19,"41,000",0,3,2006,천중로 177,202501~202701,신규,-,,,아파트
15996,서울특별시 강동구 성내동,447-5,447,5,타운빌라트,전세,84.6,202411,19,"43,500",0,3,2000,성내로18길 41,202412~202612,신규,-,,,아파트
15998,서울특별시 강동구 성내동,435-2,435,2,한독,전세,121.54,202411,19,"52,000",0,4,1999,성내로18길 9,202412~202612,갱신,사용,"53,000",0,아파트
