NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
26383,서울특별시 강동구 천호동,169-9,169,9,다성 이즈빌,전세,34.81,202407,25,"22,000",0,4,2016,성안로25길 29,202409~202609,갱신,-,"22,000",0
26402,서울특별시 중랑구 상봉동,103-8,103,8,마제스티,전세,21.36,202407,25,"18,600",0,5,2020,봉우재로33길 55,202408~202608,신규,-,,
26448,서울특별시 종로구 구기동,110-1,110,1,요진오피스텔쉐레이,월세,31.05,202407,25,"1,000",50,7,1989,진흥로 432,202408~202508,신규,-,,
26522,서울특별시 서대문구 대현동,56-83,56,83,한빛슈테리움2차,월세,14.22,202407,25,"1,000",72,5,2019,이화여대7길 5,202407~202507,갱신,-,"3,000",41
26543,서울특별시 은평구 응암동,84-37,84,37,MJ평안채,전세,46.95,202407,25,"23,100",0,3,2018,은평로13길 4-1,202408~202411,갱신,사용,"23,100",0
26548,서울특별시 강서구 화곡동,888-9,888,9,한경렉스플레이스,월세,33.33,202407,25,"26,150",10,7,2023,국회대로7길 213,202408~202608,신규,-,,
26594,서울특별시 동대문구 이문동,291-35,291,35,이문스카이뷰,월세,34.62,202407,24,"3,000",120,8,2020,이문로 127,202408~202508,신규,-,,
26606,서울특별시 성동구 홍익동,125-1,125,1,뉴센트빌,전세,50.77,202407,24,"37,000",0,5,2018,마장로26길 13,202409~202609,신규,-,,
26618,서울특별시 성동구 성수동1가,656-314,656,314,뚝섬리치빌,전세,24.15,202407,24,"17,580",0,2,2017,상원1길 35-12,202408~202508,갱신,사용,"16,750",0
26649,서울특별시 성북구 장위동,50-35,50,35,씨엠오스빌,월세,25.43,202407,24,500,45,4,2003,돌곶이로28길 48,202408~202608,갱신,-,500,40
26664,서울특별시 송파구 잠실동,336-5,336,5,잠실포스코더샵,월세,38.12,202407,24,"1,000",80,2,2004,백제고분로 188,202408~202608,신규,-,,
26668,서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,월세,32,202407,24,"19,800",15,12,2003,테헤란로64길 8,202409~202609,신규,-,,
26672,서울특별시 관악구 신림동,1432-54,1432,54,프리미어,월세,22.44,202407,24,"5,000",59,4,2020,신림로67길 15,202408~202608,신규,-,,
26674,서울특별시 관악구 신림동,1438-25,1438,25,(1438-25),월세,28.7,202407,24,"1,000",55,4,2002,신림동5길 4-12,202407~202507,신규,-,,
26705,서울특별시 강동구 길동,388-5,388,5,메트로 아파텔,월세,23.07,202407,24,"1,000",50,3,2004,천중로44길 82,202408~202507,신규,-,,
26798,서울특별시 구로구 구로동,474-21,474,21,에버그린,월세,42.12,202407,23,"30,000",10,5,2023,구로동로47길 24-2,202410~202610,신규,-,,
26808,서울특별시 금천구 시흥동,935,935,0,백운타워,전세,32.19,202407,23,"10,000",0,6,2004,독산로 8,202408~202608,신규,-,,
26921,서울특별시 광진구 화양동,19-40,19,40,(19-40),월세,29.51,202407,23,"2,500",74,8,2012,광나루로14길 17,202408~202608,신규,-,,
26941,서울특별시 성북구 장위동,218-12,218,12,(218-12),전세,42.45,202407,23,"17,850",0,2,2016,돌곶이로41가길 14-20,202408~202608,갱신,사용,"17,850",0
26946,서울특별시 용산구 청파동1가,183,183,0,용산 큐브스테이트,전세,20,202407,23,"24,800",0,2,2022,청파로 309-1,202407~202607,갱신,사용,"23,700",0
26966,서울특별시 강동구 길동,May-97,97,5,비바체하임,전세,59.1,202407,23,"30,000",0,3,2019,천중로56길 1,202408~202608,신규,-,,
27027,서울특별시 은평구 응암동,120-20,120,20,은명빌리지,전세,47.08,202407,22,"20,500",0,4,2018,응암로29길 15-13,202409~202609,신규,-,,
27047,서울특별시 구로구 오류동,Jun-73,73,6,삼백리치빌,월세,37.04,202407,22,"4,000",37,6,2004,서해안로 2313-16,202409~202509,신규,-,,
27111,서울특별시 영등포구 양평동4가,161-24,161,24,호연드림,월세,31.66,202407,22,"5,000",95,3,2022,선유로51길 6-2,202409~202609,신규,-,,
27132,서울특별시 영등포구 대림동,709-6,709,6,건영타워,월세,51.51,202407,22,"10,700",15,2,2012,대림로23길 4,202408~202608,신규,-,,
27139,서울특별시 도봉구 창동,01-28,1,28,씨드큐브 창동,월세,29.9,202407,22,"3,000",65,20,2023,마들로13길 61,202407~202607,신규,-,,
27141,서울특별시 도봉구 창동,621-22,621,22,남광하이빌,월세,58.59,202407,22,"19,308",20,2,2022,도봉로108길 39-2,202407~202609,신규,-,,
27152,서울특별시 중랑구 망우동,479,479,0,한일써너스빌리젠시 1단지,월세,59.63,202407,22,"10,000",80,6,2008,용마산로115길 127,202407~202607,갱신,사용,"10,000",75
27160,서울특별시 중랑구 상봉동,128-9,128,9,오피스텔 리움,월세,24.36,202407,22,"13,000",10,6,2006,동일로 711,202409~202609,신규,-,,
27248,서울특별시 관악구 신림동,1437-20,1437,20,(1437-20),월세,27.09,202407,20,"3,000",55,7,2001,관천로12길 35,202408~202508,신규,-,,
27273,서울특별시 영등포구 당산동4가,32-32,32,32,시그마오피스텔,월세,21.83,202407,20,"6,000",20,6,2004,당산로38길 11,202408~202608,신규,-,,
27284,서울특별시 영등포구 당산동1가,194-1,194,1,101,월세,36.33,202407,20,"25,500",12,5,2019,영신로47길 9-1,202409~202609,신규,-,,
27287,서울특별시 관악구 봉천동,970-18,970,18,태산빌딩,월세,14.18,202407,20,"2,000",31,5,2011,봉천로 247,202408~202608,신규,-,,
27363,서울특별시 은평구 불광동,281-123,281,123,썬하우스,전세,22.73,202407,20,"12,000",0,5,2012,진흥로15길 11,202408~202608,신규,-,,
27412,서울특별시 강북구 번동,446-59,446,59,스카이캐슬,전세,19.98,202407,20,"17,700",0,14,2021,오패산로77길 36,202408~202608,신규,-,,
27437,서울특별시 금천구 시흥동,992-20,992,20,웨스트밸리,월세,26.21,202407,20,"3,078",19,3,2020,시흥대로57길 5,202407~202607,신규,-,,
27449,서울특별시 금천구 독산동,289-12,289,12,메이씨티 오피스텔,전세,52.35,202407,20,"25,000",0,5,2005,두산로 79,202408~202608,신규,-,,
27450,서울특별시 금천구 독산동,959-20,959,20,써니타운,전세,33.34,202407,20,"16,000",0,2,2017,독산로109길 11,202408~202608,신규,-,,
27455,서울특별시 금천구 독산동,296-7,296,7,와이피하우스,전세,40.16,202407,20,"23,500",0,6,2017,시흥대로123길 60,202408~202608,신규,-,,
27495,서울특별시 은평구 응암동,584-16,584,16,엘림아너스빌,월세,46.62,202407,20,"5,000",80,3,2019,가좌로 242,202409~202609,신규,-,,
27497,서울특별시 은평구 응암동,Jan-89,89,1,캐스텔가든,월세,23.86,202407,20,"2,000",50,10,2017,은평로9길 13,202408~202508,신규,-,,
27524,서울특별시 서대문구 창천동,72-31,72,31,(72-31),월세,22.28,202407,20,"1,000",130,3,2023,신촌로 59,202407~202507,신규,-,,
27566,서울특별시 은평구 신사동,29-186,29,186,에스엠벨리체,월세,28.96,202407,19,"3,000",20,2,2016,은평로 24,202407~202607,신규,-,,
27570,서울특별시 마포구 상수동,93-89,93,89,상수 아뜨리에,월세,14.6,202407,19,"7,600",28,3,2003,와우산로 49,202408~202608,신규,-,,
27576,서울특별시 양천구 신월동,Feb-92,92,2,웰스바움,월세,32.35,202407,19,"5,000",105,11,2022,가로공원로 158,202408~202608,신규,-,,
27602,서울특별시 광진구 화양동,111-75,111,75,정익제이타워3차,월세,16.94,202407,19,"1,000",100,9,2022,능동로19길 7-13,202407~202607,신규,-,,
27606,서울특별시 동대문구 용두동,191-5,191,5,가동,월세,24.36,202407,19,"1,000",60,6,2004,무학로 184,202407~202507,신규,-,,
27621,서울특별시 종로구 연건동,206,206,0,대보마로니에텔,월세,26.52,202407,19,"1,000",78,10,2001,율곡로 195,202407~202607,신규,-,,
27913,서울특별시 노원구 월계동,379-17,379,17,모두스타빌,전세,12.93,202407,18,"10,000",0,7,2020,석계로18길 8,202408~202508,갱신,-,"10,000",0
27937,서울특별시 광진구 광장동,120,120,0,주성아우라 오피스텔,전세,29.59,202407,18,"13,000",0,4,2011,아차산로78길 33,202408~202608,신규,-,,
27941,서울특별시 강동구 성내동,199-18,199,18,아이퍼스트빌,월세,22.76,202407,18,"13,650",10,3,2012,천호대로174길 16,202408~202608,신규,-,,
27964,서울특별시 강동구 천호동,416-12,416,12,엘림스퀘어II,월세,19.6,202407,17,"1,000",67,2,2019,구천면로24길 9,202407~202607,신규,-,,
28067,서울특별시 금천구 독산동,974-1,974,1,노블에스테이트,월세,48.6,202407,17,"2,000",88,6,2017,문성로 2,202407~202607,신규,-,,
28076,서울특별시 관악구 신림동,1432-101,1432,101,JC STUDIO,월세,27.51,202407,17,"5,000",49,6,2018,신림로65길 16-15,202408~202608,신규,-,,
28170,서울특별시 강북구 수유동,279-74,279,74,수유동 279-74 주상복합 (채천일),전세,16.71,202407,16,"13,500",0,9,2018,한천로 1174,202408~202608,신규,-,,
28202,서울특별시 광진구 화양동,Jul-42,42,7,(42-7),월세,41.34,202407,16,"30,000",10,2,2016,동일로 122,202409~202609,신규,-,,
28228,서울특별시 구로구 오류동,6-63,6,63,루체비스타,전세,40.73,202407,16,"24,500",0,4,2020,고척로 5,202408~202608,신규,-,,
28330,서울특별시 마포구 공덕동,31-1,31,1,YD레지던스,월세,22.82,202407,16,"17,500",12,9,2013,만리재로 123,202408~202608,신규,-,,
28387,서울특별시 관악구 봉천동,918-12,918,12,(918-12),월세,15.81,202407,16,"3,000",40,2,2002,쑥고개로13길 9,202407~202507,신규,-,,
28394,서울특별시 송파구 석촌동,246,246,0,THE HELIO 246,월세,22.44,202407,16,"1,000",99,5,2023,백제고분로36길 16,202408~202607,신규,-,,
28430,서울특별시 강남구 개포동,1237-3,1237,3,(1237-3),월세,33.13,202407,15,"3,700",100,2,2020,논현로20길 12,202407~202507,갱신,-,"3,700",96
28431,서울특별시 관악구 남현동,602-54,602,54,네스코 승방,전세,43.27,202407,15,"34,000",0,3,2016,승방6길 18,202407~202607,갱신,사용,"35,000",0
28495,서울특별시 도봉구 창동,442-51,442,51,창동 한원 힐트리움51,전세,45.39,202407,15,"13,500",0,6,2013,덕릉로 281,202408~202608,신규,-,,
28540,서울특별시 금천구 독산동,1006-13,1006,13,프라임51,월세,29.9,202407,15,"18,860",13,3,2019,범안로 1180-5,202408~202608,갱신,-,"21,000",0
28670,서울특별시 관악구 신림동,1420-11,1420,11,관동산방오피스텔,월세,15.36,202407,14,300,40,4,2001,봉천로20길 39,202407~202507,신규,-,,
28691,서울특별시 금천구 독산동,886-4,886,4,더 하우스 에이동,월세,49.76,202407,14,"5,000",85,2,2017,문성로1길 21,202407~202607,신규,-,,
28728,서울특별시 강서구 방화동,620-175,620,175,공항오피스텔,월세,29.3,202407,13,"8,180",23,5,2001,방화동로1길 6,202408~202608,신규,-,,
28791,서울특별시 관악구 남현동,602-35,602,35,(602-35),월세,20.79,202407,13,"1,000",60,5,2001,승방4길 17,202407~202607,신규,-,,
28814,서울특별시 관악구 봉천동,877-16,877,16,옥주오피스텔,월세,23.56,202407,13,"1,000",60,6,2004,관악로15길 43,202408~202508,신규,-,,
28897,서울특별시 은평구 응암동,124-7,124,7,동화오피스텔,월세,33.56,202407,13,"1,000",55,7,2002,응암로21가길 10,202409~202609,신규,-,,
28927,서울특별시 성동구 용답동,232-1,232,1,신창비바패밀리,월세,58.28,202407,13,"24,000",20,9,2006,천호대로 400,202410~202610,신규,-,,
28943,서울특별시 성북구 석관동,335-2,335,2,(335-2),월세,25,202407,13,500,50,6,2002,돌곶이로23길 12,202408~202601,신규,-,,
28964,서울특별시 중랑구 중화동,286-33,286,33,알파인 오피스텔,월세,24.15,202407,13,"2,000",60,2,2018,동일로136길 14,202408~202508,신규,-,,
28986,서울특별시 동대문구 답십리동,66-112,66,112,이도파크,전세,28.31,202407,13,"25,000",0,2,2024,전농로 69,202408~202608,신규,-,,
29164,서울특별시 영등포구 양평동6가,10-10,10,10,양평도담빌A,전세,42.06,202407,12,"24,000",0,2,2016,양평로28다길 9,202408~202608,신규,-,,
29169,서울특별시 영등포구 당산동4가,32-153,32,153,(32-153),전세,27.72,202407,12,"10,290",0,3,1998,당산로38길 9-5,202408~202608,신규,-,,
29203,서울특별시 관악구 신림동,1419-28,1419,28,씨엘블루,전세,24.25,202407,12,"20,000",0,3,2015,신림로68길 42,202408~202608,신규,-,,
29241,서울특별시 도봉구 도봉동,596-7,596,7,도봉미성,전세,31.62,202407,12,"14,500",0,4,2018,도봉로165길 18,202409~202609,신규,-,,
29250,서울특별시 중구 회현동1가,Mar-88,88,3,어반하임,전세,36.22,202407,12,"30,000",0,2,2023,퇴계로10길 20-14,202408~202608,신규,-,,
29281,서울특별시 동대문구 장안동,313-8,313,8,르.메이에르장안타운7차,전세,55.55,202407,11,"24,000",0,3,2005,장한로28가길 115,202407~202607,갱신,-,"5,000",50
29302,서울특별시 광진구 구의동,Jan-69,69,1,제이캐슬,전세,59.57,202407,11,"44,000",0,7,2020,자양로 232,202409~202609,신규,-,,
29306,서울특별시 광진구 구의동,243-56,243,56,아스하임,월세,23.73,202407,11,"1,500",80,2,2014,자양로18길 84,202407~202607,신규,-,,
29344,서울특별시 강서구 방화동,612,612,0,마곡 킹덤 펜타리움,월세,28.83,202407,11,"16,000",45,5,2021,개화동로27길 42,202408~202608,신규,-,,
29378,서울특별시 송파구 마천동,Aug-42,42,8,주성 아우라,전세,51.73,202407,11,"27,500",0,8,2016,거마로 70,202408~202608,신규,-,,
29395,서울특별시 강서구 화곡동,24-140,24,140,아델리아I,전세,43.4,202407,11,"16,500",0,2,2012,까치산로11길 12,202408~202608,신규,-,,
29396,서울특별시 서대문구 연희동,Nov-88,88,11,정연지오빌ll,월세,22.23,202407,11,"11,500",15,2,2003,연희로 128,202408~202608,신규,-,,
29443,서울특별시 동작구 대방동,394-11,394,11,대방주상복합빌딩,전세,55.39,202407,11,"28,000",0,3,2016,상도로 61,202408~202608,신규,-,,
29500,서울특별시 영등포구 당산동3가,498,498,0,제이스빌,월세,18.62,202407,10,"2,000",55,5,2002,양산로17길 6,202407~202607,신규,-,,
29585,서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,전세,37.26,202407,10,"24,500",0,2,2018,난계로17길 58-8,202408~202608,신규,-,,
29642,서울특별시 은평구 신사동,23-24,23,24,(23-24),전세,33.67,202407,10,"9,400",0,1,2002,증산로 471-3,202408~202608,신규,-,,
29654,서울특별시 강서구 화곡동,905-27,905,27,CLASSY VIEW,월세,27.78,202407,10,"3,000",60,9,2020,강서로5가길 21,202407~202507,신규,-,,
29675,서울특별시 서대문구 대현동,90-53,90,53,MANSION 90,월세,25.76,202407,10,"1,000",115,3,2019,이화여대1안길 25,202407~202507,신규,-,,
29676,서울특별시 은평구 응암동,119-3,119,3,아우어맨션,월세,38.36,202407,10,"4,000",110,6,2023,응암로21가길 30,202407~202607,신규,-,,
29679,서울특별시 마포구 창전동,402-17,402,17,세방테크빌,월세,20.3,202407,10,"1,000",60,2,2002,독막로 140,202408~202508,신규,-,,
29720,서울특별시 은평구 응암동,111-50,111,50,미성오피스텔,월세,30.76,202407,9,500,55,1,2002,은평로 96-1,202407~202607,신규,-,,
29728,서울특별시 마포구 노고산동,56-33,56,33,노고산동 오피스텔,월세,16.07,202407,9,"1,000",45,2,2000,신촌로14길 34,202408~202508,신규,-,,
29754,서울특별시 종로구 숭인동,296-19,296,19,삼전솔하임2차,월세,19.18,202407,9,"1,000",58,2,2012,종로58가길 27,202408~202508,신규,-,,
29755,서울특별시 광진구 화양동,111-35,111,35,정익제이타워2차,전세,19.08,202407,9,"22,000",0,4,2021,광나루로18길 15-1,202408~202608,신규,-,,
29784,서울특별시 동대문구 제기동,146-41,146,41,케이유글로벌 하우스 오피스텔,월세,26.73,202407,9,"1,000",80,8,2021,약령시로3길 54,202406~202502,신규,-,,
29790,서울특별시 성동구 하왕십리동,286-2,286,2,왕십리 모노퍼스 주상복합,전세,38.67,202407,9,"22,000",0,7,2009,청계천로 474,202408~202608,신규,-,,
29823,서울특별시 영등포구 양평동3가,30-6,30,6,롯데팰리스,월세,33.23,202407,9,"3,700",90,3,2018,양산로1길 7,202407~202607,갱신,-,"2,700",90
29994,서울특별시 관악구 신림동,1420-17,1420,17,가야맨션,월세,19.89,202407,8,"11,600",17,3,2018,봉천로20길 41,202408~202608,신규,-,,
30005,서울특별시 서초구 양재동,402-2,402,2,런던빌 양재,전세,37.38,202407,8,"38,000",0,2,2021,논현로 9,202408~202608,신규,-,,
30019,서울특별시 관악구 봉천동,1687-1,1687,1,(1687-1),월세,19.8,202407,8,500,50,3,2004,솔밭로2길 24,202408~202608,신규,-,,
30051,서울특별시 마포구 노고산동,109-100,109,100,(109-100),월세,9.9,202407,8,200,50,5,2004,서강로16길 15,202407~202408,신규,-,,
30087,서울특별시 강서구 화곡동,897-22,897,22,이수아트빌2차,전세,36.12,202407,8,"15,300",0,4,2016,곰달래로 144,202409~202609,신규,-,,
30091,서울특별시 은평구 응암동,113-23,113,23,네오라이프,월세,35.51,202407,8,"1,000",65,7,2002,불광천길 528,202408~202608,신규,-,,
30098,서울특별시 성동구 성수동2가,299-177,299,177,주건축물제1동,전세,29.8,202407,8,"17,364",0,2,2016,광나루로2길 24-10,202407~202607,갱신,-,"16,538",0
30122,서울특별시 은평구 녹번동,183-2,183,2,거장메카,전세,59.69,202407,8,"33,075",0,3,2019,서오릉로2길 12,202408~202608,갱신,사용,"31,500",0
