NO,시군구,도로명,위도,경도,bus_count
157,서울특별시 금천구 가산동,가산디지털2로 127-33,37.4783834911311,126.877791132027,17
158,서울특별시 구로구 구로동,공원로8길 30-12,37.5028352074983,126.8911578846,1
161,서울특별시 영등포구 영등포동2가,버드나루로7길 11,37.5226817423301,126.909687585756,13
162,서울특별시 구로구 고척동,중앙로 18,37.4995625059278,126.864595226568,7
163,서울특별시 영등포구 영등포동8가,영중로 114-8,37.5264634557176,126.90602724648,10
165,서울특별시 용산구 한강로3가,이촌로 1,37.5313838478733,126.955345962773,7
166,서울특별시 중구 황학동,마장로 110,37.5678208194017,127.021703335521,8
167,서울특별시 종로구 숭인동,난계로29가길 17,37.573720704958,127.02272351702,11
168,서울특별시 동대문구 청량리동,왕산로 297,37.5870446914389,127.052235042822,14
169,서울특별시 용산구 후암동,두텁바위로58길 7,37.5503012605916,126.982445755684,2
170,서울특별시 강북구 수유동,덕릉로 82,37.6344266074982,127.022843274109,7
171,서울특별시 동대문구 답십리동,천호대로 289,37.5668988918932,127.053284511547,4
172,서울특별시 중랑구 면목동,겸재로44길 21,37.5884404467997,127.089306562994,7
173,서울특별시 성동구 성수동1가,왕십리로8길 6,37.5462478202618,127.045380785526,0
174,서울특별시 노원구 상계동,상계로 32,37.6550293412945,127.058734183791,10
176,서울특별시 성북구 보문동4가,보문로 78,37.5822841970101,127.021312416735,8
177,서울특별시 중구 충무로5가,퇴계로49길 14,37.5633945987251,126.999994227546,4
179,서울특별시 동대문구 장안동,장한로 99,37.5697552196555,127.069729702944,2
180,서울특별시 동대문구 휘경동,이문로 42-1,37.5912023549654,127.057027923197,7
181,서울특별시 동대문구 이문동,휘경로 5-5,37.5965324206096,127.061032715588,0
184,서울특별시 도봉구 창동,도봉로104길 111-7,37.644391040632,127.037918916682,2
185,서울특별시 성동구 도선동,왕십리로 332,37.563048284529,127.033158634924,7
186,서울특별시 동대문구 답십리동,천호대로 319,37.5648154905761,127.056069477856,6
189,서울특별시 도봉구 창동,도봉로110마길 42,37.6444647427591,127.03619258933,3
190,서울특별시 동대문구 휘경동,회기로28길 7,37.5895690481072,127.056441077332,8
193,서울특별시 중구 황학동,난계로17길 40,37.5696235367908,127.021177502758,6
194,서울특별시 동대문구 휘경동,망우로 29,37.5887359922963,127.056813067566,9
195,서울특별시 서초구 서초동,효령로77길 34,37.4919941549832,127.028848796506,23
196,서울특별시 서초구 서초동,효령로79길 1,37.4899248383418,127.030182391973,20
197,서울특별시 관악구 남현동,승방6길 26,37.4747513596135,126.980298616627,17
198,서울특별시 영등포구 대림동,도림천로19길 11,37.486586968186,126.900207675003,14
199,서울특별시 관악구 봉천동,청룡3길 17,37.4808246437014,126.947206865936,12
200,서울특별시 영등포구 문래동3가,문래북로 58-8,37.5203819705959,126.891431944387,9
201,서울특별시 동작구 신대방동,시흥대로 596,37.4856282661036,126.904310488692,13
202,서울특별시 영등포구 신길동,영등포로 402,37.5129380641933,126.922696356089,9
203,서울특별시 강남구 역삼동,도곡로3길 19,37.4913752931702,127.032510770743,20
204,서울특별시 영등포구 당산동,버드나루로 142,37.5308453395727,126.907336730539,8
206,서울특별시 동작구 노량진동,노들로2길 7,37.5141942939247,126.938586139882,13
208,서울특별시 서초구 서초동,효령로 431,37.489649639656,127.030652556058,19
209,서울특별시 강남구 자곡동,자곡로 192,37.4744693015664,127.103972215768,12
210,서울특별시 강남구 자곡동,자곡로 180,37.4737132093812,127.103418806316,11
211,서울특별시 강남구 삼성동,삼성로95길 9,37.507862193294,127.054869824104,7
214,서울특별시 서초구 서초동,반포대로18길 36,37.4872095260345,127.011468498188,10
215,서울특별시 서초구 서초동,서초대로73길 54,37.5020135169887,127.024071206653,29
216,서울특별시 서초구 서초동,효령로53길 21,37.485501901176,127.013496898963,16
217,서울특별시 은평구 역촌동,진흥로 35,37.6007748028729,126.91927455229,15
219,서울특별시 강서구 화곡동,곰달래로16길 34,37.528536623642,126.840169245366,9
220,서울특별시 마포구 공덕동,만리재로 113,37.5502953172615,126.96046821225,2
222,서울특별시 은평구 진관동,통일로 1010,37.6327971461007,126.918571397928,15
223,서울특별시 마포구 도화동,도화길 43,37.5417888185389,126.950254336175,8
224,서울특별시 양천구 목동,목동서로 133-3,37.5318082406931,126.875661656254,6
225,서울특별시 강서구 등촌동,화곡로64길 28,37.5569080317377,126.854704567159,10
226,서울특별시 마포구 성산동,월드컵로36길 14,37.5659372398629,126.903065437225,8
227,서울특별시 은평구 진관동,진관3로 33,37.6397528801196,126.919945513653,11
230,서울특별시 마포구 신공덕동,만리재로 67,37.5470340591744,126.957351227565,4
231,서울특별시 강서구 화곡동,강서로7길 20-22,37.530184231504,126.845892061163,6
232,서울특별시 마포구 상암동,월드컵북로54길 25,37.5820926424763,126.888984720113,14
233,서울특별시 마포구 성산동,모래내로 5,37.5642319982898,126.903705453295,8
234,서울특별시 마포구 성산동,모래내로1길 17,37.5652810721579,126.902879640142,7
235,서울특별시 강서구 화곡동,화곡로 252,37.5473488038534,126.846163963712,4
236,서울특별시 강서구 가양동,양천로57길 10-11,37.5631717283618,126.852934754398,16
239,서울특별시 강서구 화곡동,곰달래로 72,37.5299152927603,126.840871924478,11
241,서울특별시 동대문구 전농동,왕산로 186,37.5793755754741,127.044171994493,13
242,서울특별시 중구 쌍림동,동호로 318,37.5627439491058,127.003075672764,3
243,서울특별시 동대문구 청량리동,왕산로 295,37.5869332665142,127.052172014083,14
244,서울특별시 노원구 공릉동,화랑로 449-7,37.6186882241185,127.076878936299,13
245,서울특별시 성동구 성수동2가,성수일로12가길 6,37.5492686751441,127.052783542886,5
246,서울특별시 용산구 한강로2가,한강대로43길 13,37.5315632340948,126.96914656435,9
247,서울특별시 송파구 방이동,오금로11길 45,37.515887861284,127.112227780723,11
249,서울특별시 강서구 마곡동,마곡중앙로 161-1,37.5678656599047,126.827453357716,0
250,서울특별시 금천구 가산동,남부순환로112길 1-20,37.4774492382703,126.895651024705,14
255,서울특별시 영등포구 영등포동1가,경인로112길 4-7,37.5177406748945,126.913460654815,12
257,서울특별시 동작구 상도1동,매봉로 13,37.5058900512822,126.950162127207,3
258,서울특별시 강남구 청담동,학동로 437-6,37.5192480040422,127.048913187466,5
259,서울특별시 관악구 봉천동,행운1마길 40,37.4825207567599,126.954718160946,11
260,서울특별시 영등포구 신길동,영등포로57길 9,37.5173812080703,126.91779600727,11
261,서울특별시 관악구 신림동,시흥대로 558-1,37.4827842965972,126.901969289183,18
262,서울특별시 관악구 신림동,난곡로 324,37.4830304548744,126.914626482561,13
263,서울특별시 관악구 봉천동,남부순환로218길 18,37.4805165785367,126.950299393297,13
266,서울특별시 관악구 봉천동,관악로13길 25,37.4792348775474,126.950692441455,13
268,서울특별시 관악구 봉천동,보라매로 25,37.491815870852,126.926636482985,6
269,서울특별시 영등포구 문래동6가,문래로 33,37.5206339040479,126.885622492031,5
271,서울특별시 관악구 봉천동,남부순환로 1755,37.4823496324511,126.945295028276,9
274,서울특별시 강남구 자곡동,자곡로 202,37.4747691320118,127.105019940623,13
275,서울특별시 강남구 자곡동,자곡로 201,37.4753775851032,127.104713854582,13
276,서울특별시 영등포구 당산동3가,당산로29길 1,37.5257872927194,126.894952023319,11
279,서울특별시 영등포구 신길동,신길로38길 16,37.5056226248805,126.912731590419,7
280,서울특별시 강남구 역삼동,언주로93길 25,37.5032426397499,127.040101164357,6
281,서울특별시 영등포구 신길동,영등포로 394,37.5131651771106,126.921693067193,9
282,서울특별시 강남구 역삼동,테헤란로27길 8-14,37.5022361883679,127.039109931509,7
283,서울특별시 영등포구 당산동,버드나루로 116,37.5285194959594,126.908261412358,10
284,서울특별시 강남구 역삼동,강남대로66길 14,37.4916753819252,127.03198543169,22
285,서울특별시 영등포구 당산동,버드나루로19길 8,37.5286037573754,126.907131339235,12
287,서울특별시 강동구 천호동,천호대로161길 7,37.5377183446615,127.128552453545,14
288,서울특별시 송파구 오금동,마천로 119,37.5055112592872,127.132983573587,9
289,서울특별시 강동구 명일동,동남로75길 27,37.5539579257605,127.154637177627,4
290,서울특별시 강동구 명일동,고덕로 266,37.5546936843646,127.15511458665,5
293,서울특별시 송파구 방이동,올림픽로34길 6,37.5160710931208,127.110445833881,11
295,서울특별시 송파구 방이동,오금로11길 49,37.5156722663916,127.112685000802,9
296,서울특별시 송파구 방이동,오금로11길 43,37.5159046190612,127.111848762276,12
297,서울특별시 송파구 방이동,백제고분로51길 7,37.5158226257174,127.114669802108,10
300,서울특별시 송파구 문정동,법원로4길 10,37.4826157890248,127.122826416048,5
301,서울특별시 송파구 문정동,법원로4길 6,37.4822689292335,127.122103602934,5
302,서울특별시 강동구 천호동,성안로27길 57-27,37.5392391480297,127.132701062029,8
303,서울특별시 강동구 길동,천중로40길 78,37.5377154640378,127.137353320911,10
304,서울특별시 마포구 공덕동,만리재로 104,37.549465243182,126.960515387504,2
305,서울특별시 강서구 등촌동,화곡로64길 63,37.5563022820869,126.856687203461,8
306,서울특별시 마포구 도화동,마포대로 73,37.5423231972151,126.948977496421,9
307,서울특별시 강서구 등촌동,공항대로45가길 11,37.5560635209115,126.853677792942,11
308,서울특별시 강서구 등촌동,공항대로 505,37.5524898298296,126.862699806292,7
309,서울특별시 마포구 노고산동,신촌로12길 53,37.5541746800318,126.933288612162,14
310,서울특별시 양천구 목동,목동중앙북로7나길 33,37.5496927924557,126.865852383428,4
312,서울특별시 마포구 염리동,독막로 295,37.5447553941086,126.94602571797,10
314,서울특별시 강서구 화곡동,강서로 146,37.5400742962136,126.841915191862,14
317,서울특별시 마포구 성산동,월드컵로34길 13,37.5654463222229,126.903548142922,9
322,서울특별시 마포구 합정동,월드컵로3길 14,37.5510079695241,126.91164899787,13
327,서울특별시 마포구 공덕동,만리재로 105,37.5497044598451,126.959984745351,2
328,서울특별시 도봉구 창동,마들로16길 20,37.6614660757486,127.047903154697,10
329,서울특별시 동대문구 답십리동,사가정로 6,37.5701609651972,127.04951606332,2
330,서울특별시 성동구 용답동,자동차시장1길 35,37.561257139914,127.061586024569,4
333,서울특별시 성동구 용답동,자동차시장1길 25,37.5614264803673,127.060456490565,3
334,서울특별시 강북구 수유동,도봉로 277,37.6331541124473,127.023013274397,6
335,서울특별시 성동구 용답동,가람길 287,37.5597364861226,127.069454279468,4
336,서울특별시 광진구 화양동,광나루로14길 24,37.5471550065086,127.068281348386,10
337,서울특별시 종로구 종로5가,종로 210,37.5706678817379,127.001207239452,11
338,서울특별시 동대문구 신설동,청계천로 443,37.5712774953101,127.026522468656,7
339,서울특별시 동대문구 장안동,천호대로 385,37.5623035492838,127.061945791469,6
340,서울특별시 광진구 중곡동,능동로38길 38,37.556943630641,127.081750818783,8
341,서울특별시 동대문구 답십리동,천호대로 249,37.5692269047422,127.050152954668,0
342,서울특별시 중랑구 상봉동,상봉로25나길 19,37.5954161725039,127.09016630418,11
343,서울특별시 성동구 송정동,광나루로 237,37.5497167921925,127.056377742813,4
345,서울특별시 중구 황학동,난계로 169,37.5665748058672,127.023261376536,10
346,서울특별시 중랑구 신내동,용마산로 636,37.6078742255769,127.101623827949,13
347,서울특별시 동대문구 이문동,이문로 166,37.6013152280643,127.062263947843,0
348,서울특별시 동대문구 답십리동,천호대로 247,37.5694964097893,127.049899466273,1
349,서울특별시 도봉구 창동,도봉로110라길 70-4,37.6429994459525,127.035984301733,2
350,서울특별시 성동구 행당동,왕십리로 309,37.5613776986706,127.034582633625,5
351,서울특별시 동대문구 용두동,왕산로 67,37.578121109921,127.030888711728,13
356,서울특별시 성북구 동선동1가,동소문로24길 36,37.5920819486987,127.018677432077,8
357,서울특별시 용산구 문배동,백범로90길 90,37.5377465400136,126.96883309004,13
358,서울특별시 동대문구 전농동,답십리로1길 39-5,37.5794760995018,127.044959200995,14
359,서울특별시 동대문구 전농동,왕산로 294,37.5863662658054,127.0523888878,13
360,서울특별시 동대문구 전농동,왕산로 190,37.579515216337,127.044447176728,13
362,서울특별시 용산구 문배동,백범로90길 12,37.5371597784296,126.968380751407,16
363,서울특별시 영등포구 영등포동1가,경인로114길 26,37.5177959651319,126.915785586259,11
364,서울특별시 금천구 시흥동,시흥대로57길 19-37,37.4524280132662,126.899113740031,20
365,서울특별시 금천구 시흥동,시흥대로 224,37.4539384154465,126.901396188424,27
369,서울특별시 강서구 마곡동,마곡중앙5로1길 25,37.5692420716795,126.826138036672,0
371,서울특별시 금천구 가산동,가산로5길 15,37.4734532435361,126.893710545207,11
372,서울특별시 금천구 독산동,두산로9길 27,37.4716801966576,126.892570830127,8
373,서울특별시 구로구 신도림동,경인로67나길 45,37.513294520181,126.880621353721,0
375,서울특별시 구로구 구로동,도림천로 446,37.4859189241409,126.898472399133,15
376,서울특별시 구로구 구로동,가마산로27길 11-15,37.4969605265217,126.891023698083,7
377,서울특별시 구로구 구로동,공원로6길 25,37.5021870387072,126.891663672056,0
378,서울특별시 구로구 구로동,구로중앙로18길 23,37.4953573579861,126.890430534805,8
379,서울특별시 구로구 구로동,구일로10길 27,37.4959404465654,126.872266560677,2
380,서울특별시 금천구 가산동,서부샛길 714,37.4839279816687,126.875077126898,19
381,서울특별시 금천구 독산동,벚꽃로 154-1,37.4689248258264,126.888781963374,12
384,서울특별시 금천구 가산동,디지털로10길 69,37.475300231939,126.890853923229,14
385,서울특별시 금천구 시흥동,시흥대로77길 30,37.4582266513497,126.897221570725,13
388,서울특별시 구로구 구로동,공원로6가길 8,37.5021327598939,126.891425690169,0
390,서울특별시 구로구 구로동,디지털로32가길 25,37.4821488683208,126.898930994884,16
391,서울특별시 영등포구 영등포동7가,국회대로55길 4,37.525674408808,126.908617630549,12
395,서울특별시 강서구 마곡동,마곡중앙6로 85,37.5602455642568,126.836884719112,11
401,서울특별시 영등포구 영등포동2가,영등포로53길 33,37.5209033238635,126.909426496473,14
403,서울특별시 금천구 독산동,시흥대로102길 29,37.4648321514436,126.898267047491,11
404,서울특별시 금천구 독산동,범안로13길 9,37.4670119402293,126.892239408283,7
406,서울특별시 금천구 독산동,벚꽃로 110,37.465030244929,126.890462487001,6
408,서울특별시 강서구 화곡동,국회대로 155,37.5286624038451,126.852207209083,2
411,서울특별시 마포구 성산동,모래내로3길 3,37.564631511842,126.905391881238,11
412,서울특별시 마포구 성산동,모래내로3길 7,37.56489231717,126.904902241393,9
414,서울특별시 마포구 성산동,모래내로1길 9,37.5646289957591,126.90361790133,7
416,서울특별시 마포구 도화동,마포대로 67,37.5418287968116,126.948305592796,9
418,서울특별시 마포구 상수동,와우산로 12,37.5455947033464,126.92314458881,0
423,서울특별시 마포구 아현동,마포대로 204,37.5520216887535,126.956533914305,5
424,서울특별시 마포구 공덕동,백범로 178,37.5438817651664,126.950076196083,10
425,서울특별시 강서구 등촌동,화곡로64길 2,37.5572806227804,126.853561105277,11
431,서울특별시 서초구 우면동,양재대로2길 100-61,37.4564873460533,127.015933342007,7
433,서울특별시 강남구 삼성동,테헤란로63길 9,37.5057545438943,127.050042038224,7
434,서울특별시 강남구 역삼동,테헤란로14길 13,37.4985493670374,127.033524543049,9
437,서울특별시 강남구 역삼동,봉은사로 174,37.5067635932942,127.033106579873,2
439,서울특별시 강남구 역삼동,테헤란로8길 7,37.4984382283431,127.031728667655,20
440,서울특별시 영등포구 문래동6가,문래북로 10-3,37.521000998812,126.886490363522,8
442,서울특별시 관악구 봉천동,봉천로 265-1,37.4884302723601,126.931018852477,11
443,서울특별시 관악구 봉천동,관악로17길 9,37.4806186063628,126.951245075921,12
444,서울특별시 영등포구 당산동3가,국회대로36길 17,37.5257144999376,126.898359325917,10
445,서울특별시 관악구 봉천동,남부순환로226길 28,37.4794751441859,126.953501339358,14
446,서울특별시 영등포구 여의도동,은행로 54,37.5297624159786,126.924537457026,11
447,서울특별시 강남구 역삼동,테헤란로4길 34,37.4961455263205,127.030360514463,23
448,서울특별시 영등포구 양평동2가,영등포로3길 23,37.5256801252157,126.883115896854,2
449,서울특별시 영등포구 당산동5가,당산로45길 1,37.5332342860396,126.900510317023,13
450,서울특별시 동작구 노량진동,노량진로 140,37.512756878817,126.941700638806,13
451,서울특별시 영등포구 당산동4가,영신로 219,37.5273867773469,126.902878107486,13
452,서울특별시 영등포구 당산동,버드나루로 146,37.5311400762332,126.907246422327,8
455,서울특별시 영등포구 양평동2가,영등포로3길 15,37.5248984500544,126.883332510461,3
457,서울특별시 강동구 성내동,올림픽로62길 9-12,37.5368367081097,127.123752567161,11
458,서울특별시 강동구 고덕동,고덕로 399,37.5574405229047,127.16967893433,11
465,서울특별시 송파구 방이동,오금로11길 61-17,37.5158267549265,127.11412754259,10
467,서울특별시 강동구 천호동,천호대로161길 15-6,37.5380451154899,127.128655186239,15
469,서울특별시 송파구 문정동,충민로 5,37.480086167345,127.119170678483,2
471,서울특별시 종로구 숭인동,종로65길 12-10,37.5751147938081,127.020366259362,11
472,서울특별시 종로구 숭인동,난계로 241,37.5732544172469,127.022842009254,11
473,서울특별시 광진구 구의동,아차산로55길 11,37.5379191510552,127.086409911051,7
474,서울특별시 광진구 구의동,자양로 154,37.5412450356097,127.084004180442,7
475,서울특별시 성북구 동선동4가,아리랑로 16,37.5942139280296,127.016512855066,6
476,서울특별시 성북구 석관동,화랑로 230,37.6096238642115,127.055250512117,0
477,서울특별시 종로구 내수동,사직로8길 42,37.5737729016185,126.973125723031,13
478,서울특별시 동대문구 용두동,청계천로 505,37.570838864607,127.032730469659,6
479,서울특별시 동대문구 용두동,왕산로 77,37.5784473402536,127.03197756934,13
480,서울특별시 광진구 구의동,아차산로 417,37.5381239238995,127.088870984443,13
481,서울특별시 종로구 창신동,종로 339-10,37.5735567710197,127.015122262818,5
483,서울특별시 동대문구 휘경동,망우로21길 26,37.5905213231469,127.061632435756,5
484,서울특별시 성북구 보문동5가,보문로 75,37.5820043362605,127.02087623838,8
485,서울특별시 중구 광희동2가,퇴계로 329-5,37.5647509410716,127.008243893412,4
490,서울특별시 동대문구 이문동,이문로 145,37.5995831152996,127.061669692128,0
491,서울특별시 도봉구 방학동,노해로63가길 229,37.6623241254786,127.044330580665,12
494,서울특별시 동대문구 장안동,한천로24길 77,37.5691365827445,127.068985894114,2
495,서울특별시 광진구 구의동,아차산로 405,37.5378485471498,127.087586102902,9
497,서울특별시 동대문구 신설동,한빛로 20,37.5773795305491,127.025484604347,18
