NO,단지명,도로명,지번주소,위도,경도,매물 ID,CCTV 카메라 대수
1126,(139-14),디지털로 209,서울특별시 금천구 가산동 139-14,37.47920088,126.8892103,1126,274
1127,현대하이츠,영신로40길 7,서울특별시 영등포구 영등포동6가 121-6,37.52153696,126.9022599,1127,251
1128,더 위일 중마루,버드나루로3길 11,서울특별시 영등포구 영등포동2가 28-116,37.52059503,126.9111206,1128,186
1129,여의도스퀘어,경인로108길 13,서울특별시 영등포구 영등포동1가 99-0,37.51749562,126.9116639,1129,287
1130,스타팰리스(603-9),경인로 572,서울특별시 구로구 구로동 603-9,37.50334151,126.8810906,1130,144
1131,미림메르디앙,금하로5길 22,서울특별시 금천구 시흥동 118-86,37.45432075,126.89793,1131,165
1132,체리빌2차,시흥대로123길 41,서울특별시 금천구 독산동 295-9,37.47112653,126.8959983,1132,243
1133,킹캐슬5차,두산로13길 39,서울특별시 금천구 독산동 299-3,37.47206311,126.8948551,1133,194
1134,리치하우스,가산로 67,서울특별시 금천구 독산동 296-3,37.47229168,126.8955502,1134,229
1135,아크로펠리스,경인로20나길 36,서울특별시 구로구 오류동 46-2,37.49458741,126.8419505,1135,348
1136,예담스카이뷰,방화동로5길 5,서울특별시 강서구 방화동 612-246,37.56381219,126.8100895,1136,216
1137,고운타워,고산자로 345,서울특별시 성동구 마장동 474-5,37.57041601,127.0373327,1137,254
1138,다올노블리움A동,난계로21길 43,서울특별시 중구 황학동 1744-0,37.5703349,127.0210392,1138,212
1139,케이타워,장한로 98,서울특별시 동대문구 장안동 365-9,37.56929058,127.0701738,1139,184
1140,녹번동오피스텔,통일로 633,서울특별시 은평구 녹번동 35-75,37.60318474,126.9346577,1140,206
1141,아미인,난계로11길 18-4,서울특별시 중구 황학동 836-0,37.56628765,127.0228416,1141,330
1142,한일써너스빌리젠시 2단지,용마산로115길 109,서울특별시 중랑구 망우동 495-0,37.59766813,127.0944068,1142,259
1143,소미골드라인Ⅱ,마장로18길 30,서울특별시 중구 황학동 823-0,37.56657558,127.0230032,1143,320
1144,신한넥스텔,고산자로 269,서울특별시 성동구 도선동 14-0,37.56371796,127.0357605,1144,395
1145,서울숲 더샵,왕십리로 241,서울특별시 성동구 행당동 377-0,37.55637041,127.0402492,1145,186
1146,북한산현대렉시온오피스텔,도봉로152길 16,서울특별시 도봉구 방학동 719-2,37.66897752,127.0447773,1146,12
1147,삼라마이다스빌,백범로90라길 28,서울특별시 용산구 문배동 40-19,37.53834711,126.969048,1147,293
1148,퍼스트빌,도봉로165길 14,서울특별시 도봉구 도봉동 596-9,37.67743239,127.0440932,1148,0
1149,용산 리브,청파로 199,서울특별시 용산구 문배동 10-3,37.53755524,126.9705167,1149,217
1150,드림빌리지 오피스텔,난계로 246,서울특별시 동대문구 신설동 117-14,37.5734842,127.0235977,1150,204
1151,더좋은새마을금고,망우로 129,서울특별시 동대문구 휘경동 112-41,37.59195199,127.0671189,1151,147
1152,경일오피스텔,난계로 259,서울특별시 종로구 숭인동 1367-0,37.57484645,127.0229861,1152,246
1153,수서현대벤쳐빌,밤고개로1길 10,서울특별시 강남구 수서동 713-0,37.48801673,127.1018485,1153,155
1154,트리엘플레이스 잠실,백제고분로 218,서울특별시 송파구 삼전동 49-0,37.50331396,127.0907551,1154,214
1155,삼성동 파크엘나인,봉은사로 426,서울특별시 강남구 삼성동 113-4,37.51075712,127.0467101,1155,302
1156,메트하임,개포로 504,서울특별시 강남구 개포동 186-13,37.48905931,127.0671776,1156,129
1157,YK타워,남부순환로 1753-8,서울특별시 관악구 봉천동 912-14,37.4825377,126.945161,1157,346
1158,삼성코코빌,선유서로25길 34,서울특별시 영등포구 양평동2가 43-6,37.52515291,126.882354,1158,132
1159,한강큐브스테이트,노량진로 82,서울특별시 동작구 노량진동 266-4,37.51291073,126.9348985,1159,98
1160,더원캐슬,남부순환로 2021-1,서울특별시 동작구 사당동 1049-8,37.47648696,126.9733138,1160,304
1161,선유도디와이파크,양평로28가길 39,서울특별시 영등포구 양평동6가 93-2,37.54342694,126.8884178,1161,96
1162,디에이원파크,도신로 255,서울특별시 영등포구 신길동 101-13,37.5139403,126.9182244,1162,324
1163,개명빌딩,과천대로 933,서울특별시 관악구 남현동 602-124,37.47378803,126.9816281,1163,262
1164,골드라인,당산로49길 9,서울특별시 영등포구 당산동6가 335-3,37.53562963,126.9019553,1164,152
1165,K-VIEW TOWER,남부순환로 1590-21,서울특별시 관악구 신림동 1639-37,37.4833438,126.9281209,1165,389
1166,다빈치,국회대로55길 30,서울특별시 영등포구 당산동 121-111,37.52779722,126.9076463,1166,157
1167,대명투웨니퍼스트,공항대로 653-5,서울특별시 강서구 염창동 283-3,37.54751144,126.8775108,1167,372
1168,아리움Ⅰ,이화여대3길 29,서울특별시 서대문구 대현동 90-15,37.55784507,126.9440262,1168,270
1169,에스엠더포레스트1차,이화여대7길 36-5,서울특별시 서대문구 대현동 27-5,37.55899423,126.9435358,1169,236
1170,목동 이스타빌,목동서로 377,서울특별시 양천구 신정동 323-9,37.51642267,126.8620545,1170,249
1171,스테이 더 디자이너스,연세로2나길 16,서울특별시 서대문구 창천동 29-5,37.55681315,126.9384069,1171,302
1172,웨스트원 응암,응암로 321,서울특별시 은평구 응암동 109-2,37.60005524,126.9217626,1172,264
1173,위산원더시티,응암로12길 1-15,서울특별시 은평구 응암동 601-27,37.58864897,126.917544,1173,350
1174,동건타워,응암로13길 11,서울특별시 은평구 응암동 599-1,37.58925563,126.9159188,1174,382
1175,(1051-4),강서로33가길 20,서울특별시 강서구 화곡동 1051-4,37.5427849,126.8387426,1175,243
1176,신목동비바힐스,신월로 123,서울특별시 양천구 신월동 981-2,37.51674302,126.8375079,1176,552
1177,정원 TOP 오피스텔,은평로 48,서울특별시 은평구 신사동 21-12,37.59831973,126.9133528,1177,338
1178,다솔씨티하임,양천로49길 47,서울특별시 강서구 가양동 250-2,37.57082658,126.8403791,1178,103
1179,(903-27),오목로 207,서울특별시 양천구 신정동 903-27,37.52586018,126.8604847,1179,758
1180,하우스B,공항대로 625,서울특별시 강서구 염창동 282-24,37.5473333,126.8742392,1180,524
1181,북아현시티,신촌로27길 39-4,서울특별시 서대문구 북아현동 251-13,37.55738071,126.9490461,1181,225
1182,더이음,신촌로 63,서울특별시 서대문구 창천동 72-22,37.556607,126.9337526,1182,284
1183,송원오피스텔,화곡로42가길 5-6,서울특별시 강서구 화곡동 24-122,37.54603625,126.8461075,1183,260
1184,제이투리더스뷰 2차,우장산로 127,서울특별시 강서구 화곡동 1097-5,37.55331781,126.850292,1184,148
1185,경동엠파이어스테이트,화곡로 344,서울특별시 강서구 화곡동 1111-3,37.55430008,126.851862,1185,153
1186,오벨리스크,증가로 33,서울특별시 서대문구 연희동 121-4,37.57088678,126.9299748,1186,193
1187,아스하임,자양로11길 10,서울특별시 광진구 자양동 627-26,37.53481437,127.0834379,1187,91
1188,전농동복합시설(청량리역DUO196),왕산로 244,서울특별시 동대문구 전농동 597-11,37.58278801,127.0489483,1188,172
1189,대보 마로니에시티,종로31가길 25-5,서울특별시 종로구 연지동 231-0,37.57304462,126.9998359,1189,97
1190,휴스턴오피스텔 창경궁 C,창경궁로20길 14,서울특별시 종로구 원남동 66-6,37.57519565,126.998395,1190,65
1191,서울숲오피스텔,뚝섬로 325-19,서울특별시 성동구 성수동1가 656-392,37.54158251,127.0472763,1191,251
1192,(233-8),자동차시장1길 73,서울특별시 성동구 용답동 233-8,37.56069816,127.0656052,1192,143
1193,라이온스파스텔,무학로 202,서울특별시 동대문구 제기동 1153-10,37.58223789,127.029985,1193,169
1194,성수동램킨중흥S클래스오피스텔,아차산로13길 16,서울특별시 성동구 성수동2가 277-101,37.54465447,127.0613793,1194,208
1195,에피소드 용산,한강대로 37,서울특별시 용산구 한강로3가 100-0,37.52483661,126.9631087,1195,245
1196,다성이즈빌,진황도로 53-7,서울특별시 강동구 천호동 163-5,37.53816858,127.1331858,1196,316
1197,송파 풍산 리치안,위례서로 244,서울특별시 송파구 거여동 604-2,37.48631124,127.1421442,1197,85
1198,당산역 리버리치 오피스텔,영중로 169,서울특별시 영등포구 영등포동8가 86-0,37.53150759,126.9054182,1198,163
1199,비즈트위트 블루,공원로 15-12,서울특별시 구로구 구로동 107-4,37.49865225,126.8911167,1199,366
1200,세움아트빌3차 B동,벚꽃로 198-10,서울특별시 금천구 가산동 238-59,37.47272045,126.8872913,1200,95
1201,보성빌딩,남부순환로 1364,서울특별시 금천구 독산동 952-34,37.47928588,126.9023215,1201,382
1202,크린오피스텔,조원중앙로 35,서울특별시 관악구 신림동 1650-24,37.48273317,126.9062445,1202,368
1203,(1687-11),남부순환로 1929-12,서울특별시 관악구 봉천동 1687-11,37.47731285,126.9642279,1203,326
1204,웰니스,도림로 386,서울특별시 영등포구 도림동 196-1,37.51128737,126.8986697,1204,244
1205,노들리안 오피스텔2,버드나루로 94,서울특별시 영등포구 당산동 121-322,37.52658119,126.908982,1205,167
1206,현대썬앤빌강남,봉은사로 477,서울특별시 강남구 삼성동 51-4,37.51306334,127.0524826,1206,283
1207,현진타워,오금로44가길 13,서울특별시 송파구 가락동 171-0,37.49760558,127.13441,1207,123
1208,(1432-6),신림동3길 7,서울특별시 관악구 신림동 1432-6,37.48702553,126.927588,1208,456
1209,강남역 롯데골드로즈,서초대로74길 51,서울특별시 서초구 서초동 1330-6,37.49315308,127.0282659,1209,195
1210,해링턴 타워 서초,효령로 310,서울특별시 서초구 서초동 1445-1,37.48516447,127.0181944,1210,173
1211,코업레지던스/서초동,서초대로 360,서울특별시 서초구 서초동 1679-1,37.49555809,127.0206822,1211,178
1212,동작상떼빌,신대방1가길 38,서울특별시 동작구 신대방동 719-0,37.4875216,126.9068465,1212,309
1213,역삼 이스타빌,도곡로 225,서울특별시 강남구 역삼동 787-7,37.49375335,127.0431277,1213,217
1214,클라우드타워,양산로9길 13,서울특별시 영등포구 양평동3가 37-2,37.5265907,126.8885409,1214,201
1215,해담채 봉천,은천로 171-1,서울특별시 관악구 봉천동 41-193,37.48612146,126.9545045,1215,309
1216,(867-4),관악로15길 23-6,서울특별시 관악구 봉천동 867-4,37.48003748,126.9508607,1216,291
1217,강남역투웨니퍼스트101동,테헤란로6길 16,서울특별시 강남구 역삼동 824-9,37.4975396,127.0305823,1217,242
1218,계명오피스텔,국회대로53길 24-14,서울특별시 영등포구 당산동 121-124,37.52755133,126.9072863,1218,161
1219,어반스테이,영등포로 16,서울특별시 영등포구 양평동2가 22-7,37.52299789,126.8831667,1219,138
1220,엘림오피스텔,독막로 52,서울특별시 마포구 합정동 354-34,37.54763704,126.919031,1220,228
1221,동원데쟈뷰,동일로 194,서울특별시 광진구 군자동 355-1,37.54927214,127.0683433,1221,249
1222,화양 디펠리체,광나루로 358,서울특별시 광진구 화양동 18-9,37.54778617,127.0696444,1222,196
1223,백경타운,도봉로 503,서울특별시 도봉구 쌍문동 88-4,37.65047295,127.0353163,1223,0
1224,여의도 리브하임,버드나루로 42,서울특별시 영등포구 영등포동2가 94-116,37.52239734,126.9116501,1224,135
1225,여의도 리미티오 148,버드나루로 5,서울특별시 영등포구 영등포동2가 139-0,37.51927493,126.9121555,1225,203
1226,여의시티파크 B동,영중로8길 22,서울특별시 영등포구 영등포동3가 27-0,37.51818711,126.9080749,1226,273
1227,하나세인스톤1차,구로중앙로28다길 16,서울특별시 구로구 구로동 110-8,37.50125408,126.8889837,1227,329
1228,방화샤르망2오피스텔,방화대로47가길 41,서울특별시 강서구 방화동 830-5,37.5781137,126.8136176,1228,109
1229,프라임캐슬,고척로1길 13,서울특별시 구로구 오류동 6-109,37.49506814,126.8400429,1229,315
1230,GOODTV GL타워,경인로114길 14,서울특별시 영등포구 영등포동1가 28-0,37.51824483,126.9146338,1230,176
1231,-440,영등포로53길 36-1,서울특별시 영등포구 영등포동2가 440-0,37.52134921,126.9095244,1231,223
1232,(94-259),국회대로56길 30,서울특별시 영등포구 영등포동2가 94-259,37.52270718,126.9101974,1232,190
1233,영풍타운,가산로5길 7,서울특별시 금천구 독산동 297-19,37.47349708,126.89426,1233,250
1234,UCL,벚꽃로26길 7,서울특별시 금천구 가산동 238-87,37.47336065,126.8873233,1234,112
1235,창우이지스2,강서로7길 150,서울특별시 강서구 화곡동 936-8,37.52878132,126.8394259,1235,688
1236,신촌르·메이에르타운(I),서강로 137-7,서울특별시 마포구 노고산동 57-18,37.55487287,126.9354085,1236,261
1237,킹덤하이너스,공항대로45가길 14,서울특별시 강서구 등촌동 656-41,37.55634708,126.8539054,1237,127
1238,이스타빌1차,양천로57길 10-20,서울특별시 강서구 가양동 1480-5,37.56262168,126.8530146,1238,70
1239,골든빌오피스텔,월드컵북로12안길 84,서울특별시 마포구 성산동 50-10,37.56524022,126.9129949,1239,188
1240,(115-6),강서로74길 52,서울특별시 강서구 등촌동 828-0,37.56653275,126.8437721,1240,72
1241,서경팰리스,화곡로44가길 9,서울특별시 강서구 화곡동 24-345,37.54844728,126.8473297,1241,245
1242,(324-53),등촌로 156,서울특별시 양천구 목동 324-53,37.54370817,126.8625548,1242,557
1243,스타타운,통일로 827-8,서울특별시 은평구 대조동 186-10,37.61746287,126.9220022,1243,311
1244,서대문 디오빌 오피스텔,충정로 59,서울특별시 서대문구 충정로2가 192-0,37.56413009,126.9648999,1244,154
1245,세민하이파크,서오릉로7길 3,서울특별시 은평구 역촌동 16-18,37.60691016,126.9217858,1245,269
1246,해울빌,당산로46길 21,서울특별시 영등포구 당산동6가 234-12,37.53318887,126.90466,1246,148
1247,대우도씨에빛,강남대로 365,서울특별시 서초구 서초동 1328-7,37.49532215,127.028341,1247,181
1248,신명스카이뷰멤버스,효령로77길 18,서울특별시 서초구 서초동 1338-25,37.49058984,127.0296056,1248,237
1249,알파와오메가,도신로60길 8,서울특별시 영등포구 신길동 115-8,37.51121597,126.9169763,1249,350
1250,올림픽타워,올림픽로 88,서울특별시 송파구 잠실동 175-12,37.51142755,127.0805127,1250,107
1251,SJ프리미어오피스텔,남부순환로226길 16,서울특별시 관악구 봉천동 1599-5,37.47995903,126.9536172,1251,324
1252,뜨레피움1차,삼전로 53,서울특별시 송파구 잠실동 336-8,37.50389161,127.0872725,1252,204
1253,엘지여의도에클라트,국회대로 780,서울특별시 영등포구 여의도동 14-21,37.52992276,126.9191735,1253,20
1254,당산엘르,영등포로25길 3,서울특별시 영등포구 당산동1가 21-0,37.52151053,126.8973334,1254,214
1255,소미골드라인Ⅱ,선유로53길 34,서울특별시 영등포구 양평동4가 214-0,37.5385107,126.8952703,1255,139
1256,강남웅진베어스빌,도곡로 113,서울특별시 강남구 역삼동 838-10,37.49018596,127.0328412,1256,285
1257,리치오피스텔,관천로 101,서울특별시 관악구 신림동 460-6,37.48740517,126.9221371,1257,398
1258,그린빌,당산로 237,서울특별시 영등포구 당산동6가 306-1,37.53492466,126.9022437,1258,153
1259,당산랜드빌,양산로19길 23-1,서울특별시 영등포구 당산동3가 396-20,37.52637139,126.8950259,1259,221
1260,(236-1),당산로50길 26,서울특별시 영등포구 당산동6가 236-1,37.53336817,126.9046566,1260,144
1261,콤팩트하우스,승방4길 30,서울특별시 관악구 남현동 602-19,37.4749392,126.980705,1261,327
1262,하우피스오피스텔,보라매로 47,서울특별시 관악구 봉천동 725-4,37.4938027,126.9268171,1262,197
1263,도림동 하나 아파텔(2차),도영로 16-1,서울특별시 영등포구 도림동 265-8,37.5076384,126.8961858,1263,273
1264,헤이븐62,천호옛17길 35,서울특별시 강동구 성내동 77-13,37.5375103,127.1240066,1264,286
1265,인투파크거여 1단지,거마로9길 7-5,서울특별시 송파구 거여동 178-6,37.49582819,127.1449803,1265,281
1266,우성르보아 위례,위례서로 234,서울특별시 송파구 거여동 604-4,37.48553063,127.1418193,1266,98
1267,강동역두산위브센티움,성안로 155,서울특별시 강동구 천호동 155-5,37.53722452,127.1347625,1267,301
1268,(50-1),오금로11길 61-16,서울특별시 송파구 방이동 50-1,37.51556987,127.1143219,1268,124
1269,에비뉴잠실,오금로11길 47-16,서울특별시 송파구 방이동 47-2,37.51615754,127.1129717,1269,123
1270,용산아크로타워,백범로90길 26,서울특별시 용산구 문배동 24-21,37.53675455,126.9685518,1270,307
1271,래미안빌,겸재로 136,서울특별시 중랑구 면목동 149-41,37.58705889,127.0828418,1271,435
1272,신설동역대우아이빌,왕산로 52,서울특별시 동대문구 용두동 236-4,37.57696885,127.0290142,1272,134
1273,청계벽산메가트리움,천호대로 241,서울특별시 동대문구 답십리동 999-0,37.56986113,127.0496982,1273,180
1274,성북힐스테이트,동소문로44길 43,서울특별시 성북구 하월곡동 88-64,37.60654456,127.0303812,1274,238
1275,씨모어,원효로 164,서울특별시 용산구 원효로2가 92-2,37.53481734,126.9610961,1275,453
1276,포르텔오피스텔,한천로 1003,서울특별시 강북구 번동 417-6,37.63784689,127.0295134,1276,331
1277,오르세오피스텔,자동차시장1길 94-15,서울특별시 성동구 용답동 238-2,37.55961852,127.0681108,1277,133
1278,위버루체 정진,면목로96길 66,서울특별시 중랑구 상봉동 89-0,37.59651041,127.0894785,1278,306
1279,강북중앙드림빌,도봉로82길 24-1,서울특별시 강북구 번동 448-7,37.63519371,127.0246118,1279,273
1280,리마크빌 동대문,다산로 258,서울특별시 중구 흥인동 86-0,37.56603569,127.0166444,1280,378
1281,메트하임 신당역 오피스텔,마장로 116,서울특별시 중구 황학동 1074-2,37.56787289,127.022707,1281,240
1282,한방천하-용두동 포스빌,왕산로 122,서울특별시 동대문구 용두동 788-0,37.57780701,127.036883,1282,190
1283,리오파크 오피스텔,왕십리로 385,서울특별시 성동구 하왕십리동 898-2,37.56466262,127.0274778,1283,354
1284,아르젠종로,종로31길 54,서울특별시 종로구 연지동 163-3,37.57324419,126.9987357,1284,84
1285,포유존,천호대로83길 3,서울특별시 동대문구 장안동 417-5,37.56253574,127.0641244,1285,203
1286,EPISODE1(에피소드원),중랑역로 272-6,서울특별시 중랑구 묵동 163-4,37.61596952,127.0784777,1286,299
1287,대현프리몰,동호로 214,서울특별시 중구 신당동 421-1,37.55697209,127.0094654,1287,361
1288,(256-2),이문로 190,서울특별시 동대문구 이문동 256-2,37.60351772,127.0622267,1288,198
1289,이안용산프리미어,청파로 213,서울특별시 용산구 문배동 3-3,37.53868748,126.9703184,1289,265
1290,더 실크,버드나루로15길 2,서울특별시 영등포구 당산동 121-132,37.52645377,126.9084979,1290,172
1291,노량진큐브스테이트,노량진로 80,서울특별시 동작구 노량진동 267-6,37.51285095,126.9346533,1291,95
1292,방배 마에스트로,서초대로 13,서울특별시 서초구 방배동 866-10,37.48596316,126.9838831,1292,275
1293,선유도 더채움,양평로28길 5,서울특별시 영등포구 양평동6가 2-4,37.54028688,126.8900668,1293,139
1294,에이스 에이-존,남부순환로 1805,서울특별시 관악구 봉천동 870-12,37.48179345,126.9508422,1294,340
1295,대우도씨에빛2,강남대로 359,서울특별시 서초구 서초동 1328-11,37.49478382,127.028598,1295,184
1296,(1426-9),봉천로12길 31,서울특별시 관악구 신림동 1426-9,37.48740743,126.9299129,1296,435
1297,스위트팰리스오피스텔,구로동로47길 24-22,서울특별시 구로구 구로동 474-20,37.49905032,126.8813008,1297,247
1298,인화오벨리아,남부순환로105길 14,서울특별시 구로구 가리봉동 135-68,37.47936781,126.891701,1298,269
1299,예지오피스텔,개화동로27길 14,서울특별시 강서구 방화동 613-11,37.56415678,126.8073395,1299,152
1300,넥스빌Ⅲ,국회대로54길 15-9,서울특별시 영등포구 영등포동7가 94-356,37.52437524,126.9088316,1300,220
1301,휴젠느,국회대로56길 13,서울특별시 영등포구 영등포동7가 94-99,37.52416061,126.9098692,1301,194
1302,콜카빌,신도림로19길 124,서울특별시 구로구 신도림동 271-41,37.51378715,126.880759,1302,179
1303,영포복합건물,영중로24길 10,서울특별시 영등포구 영등포동5가 81-1,37.52195835,126.9060235,1303,281
1304,이대역 푸르지오 시티,신촌로 170,서울특별시 마포구 대흥동 12-27,37.55637296,126.9442793,1304,293
1305,디앤써밋 모이다,공항대로 521,서울특별시 강서구 등촌동 648-10,37.55154805,126.8644425,1305,235
1306,퍼스트빌리지,응암로29길 23-16,서울특별시 은평구 응암동 122-66,37.59580655,126.9161635,1306,338
1307,마포 한화 오벨리스크,마포대로 33,서울특별시 마포구 도화동 555-0,37.54004003,126.9454705,1307,221
1308,강서 동도센트리움,공항대로46길 28,서울특별시 강서구 화곡동 1161-0,37.55467914,126.8528844,1308,143
1309,(24-104),화곡로42가길 5-13,서울특별시 강서구 화곡동 24-104,37.54605972,126.8464913,1309,260
1310,더플러스잠실,위례성대로2길 7,서울특별시 송파구 방이동 48-1,37.51620526,127.113573,1310,120
1311,쌍용플래티넘리버,올림픽로 659,서울특별시 강동구 천호동 432-10,37.54030635,127.1235084,1311,248
1312,유한빌딩,올림픽로 730,서울특별시 강동구 천호동 314-1,37.54633406,127.1264658,1312,250
1313,(244-6),천호대로176길 10-12,서울특별시 강동구 성내동 244-6,37.53422769,127.1356428,1313,259
1314,이스카이오피스텔,공항대로 18-1,서울특별시 강서구 공항동 49-1,37.56121841,126.8092527,1314,153
1315,방화샤르망1오피스텔,방화대로47가길 7,서울특별시 강서구 방화동 830-3,37.57649928,126.8130328,1315,125
1316,더 자하,강서로 294,서울특별시 강서구 내발산동 702-4,37.5520352,126.8366625,1316,150
1317,다보스텔,영중로14길 38,서울특별시 영등포구 영등포동2가 328-1,37.51944363,126.9093314,1317,248
1318,수유역투웨니퍼스트,덕릉로 93-5,서울특별시 강북구 번동 449-3,37.63506085,127.0239931,1318,303
1319,오피스텔수안,통일로 671,서울특별시 은평구 녹번동 27-7,37.60629251,126.9331797,1319,174
1320,프라임펠리스,백범로90길 38,서울특별시 용산구 문배동 24-8,37.53670544,126.9695383,1320,269
1321,아임시티,응암로 348-2,서울특별시 은평구 녹번동 160-18,37.60199157,126.9228842,1321,275
1322,장안 보니타오피스텔,천호대로 391,서울특별시 동대문구 장안동 415-8,37.56214881,127.0625329,1322,170
1323,도림동  디에이원파크,도신로15다길 32,서울특별시 영등포구 도림동 229-2,37.50799591,126.8971029,1323,280
1324,아이파크,신림로70길 77,서울특별시 관악구 신림동 1415-3,37.48659884,126.9329726,1324,430
1325,효천오피스텔,도림로37길 3,서울특별시 영등포구 대림동 1051-4,37.49315026,126.8964299,1325,447
1326,플러스타워,남부순환로 1787,서울특별시 관악구 봉천동 884-46,37.48198958,126.9488879,1326,349
1327,서초 케이타운 오피스텔,헌릉로 170,서울특별시 서초구 신원동 559-0,37.4570849,127.0587078,1327,48
1328,(1674-19),남부순환로 1879,서울특별시 관악구 봉천동 1674-19,37.4793453,126.958551,1328,383
1329,강남헤븐리치 더 골드 181,강남대로49길 11,서울특별시 서초구 서초동 1339-0,37.4894973,127.0298617,1329,255
1330,비바체더리버파크,영등포로 7,서울특별시 영등포구 양평동2가 42-0,37.5238509,126.8823757,1330,151
1331,라빌라스,화곡로66길 105,서울특별시 강서구 등촌동 637-19,37.5562558,126.8592421,1331,94
1332,한울팰리스,등촌로 211,서울특별시 강서구 등촌동 510-2,37.5485392,126.8630668,1332,397
1333,이대 투웨니퍼스트,이화여대7길 7,서울특별시 서대문구 대현동 56-100,37.55859824,126.9452547,1333,231
1334,월드파크뷰,양천로 602,서울특별시 강서구 등촌동 632-7,37.55532843,126.8649705,1334,99
1335,리치7,월정로 116,서울특별시 강서구 화곡동 937-15,37.52948084,126.8388179,1335,689
1336,향도 드림네스트,목동동로 437,서울특별시 양천구 목동 909-4,37.53767242,126.8847401,1336,139
1337,서경팰리스,공항대로65가길 31,서울특별시 강서구 염창동 267-10,37.55137295,126.8696933,1337,197
1338,(636-1),양천로62길 29-3,서울특별시 강서구 등촌동 636-1,37.55648604,126.860635,1338,101
1339,엘리트오피스텔,잔다리로 102,서울특별시 마포구 서교동 458-16,37.55632111,126.9150308,1339,132
1340,명지한강빌드웰,양화로 58,서울특별시 마포구 서교동 394-45,37.55016497,126.9154295,1340,178
1341,클레버 타워,오목로 132,서울특별시 양천구 신정동 944-3,37.52410995,126.8521628,1341,987
1342,더넥스트 목동,신월로 355,서울특별시 양천구 신정동 982-4,37.52233879,126.8604833,1342,711
1343,연신엘피스,통일로 829,서울특별시 은평구 대조동 186-3,37.61747398,126.9221915,1343,306
1344,태림센트윈Ⅱ,월드컵로34길 6,서울특별시 마포구 성산동 592-2,37.56458054,126.9030928,1344,113
1345,오피스텔,화곡로26길 13,서울특별시 강서구 화곡동 1075-18,37.54085351,126.8402653,1345,268
1346,창우이지스1,월정로20길 16,서울특별시 강서구 화곡동 937-24,37.52954971,126.8395071,1346,675
1347,중앙시티빌,난계로 161,서울특별시 중구 황학동 805-0,37.56594436,127.0233496,1347,333
1348,성수아카데미타워,성수이로 118,서울특별시 성동구 성수동2가 277-17,37.54517173,127.057816,1348,233
1349,자양동명진센트라임,아차산로46가길 15,서울특별시 광진구 자양동 219-11,37.53641898,127.0818702,1349,77
1350,타워더모스트광진아크로텔,아차산로 355,서울특별시 광진구 자양동 779-0,37.53752395,127.082272,1350,74
1351,아리스타 에스디,퇴계로 458,서울특별시 중구 신당동 160-1,37.56515519,127.0223715,1351,353
1352,동광팰리스 Ⅱ,난계로19길 11,서울특별시 중구 황학동 1665-0,37.56966721,127.0227766,1352,193
1353,광진 코지웰,능동로19길 35,서울특별시 광진구 화양동 113-1,37.54706757,127.0718409,1353,87
1354,동원스위트을지,을지로40길 21-5,서울특별시 중구 을지로6가 48-0,37.5657352,127.004732,1354,253
1355,스테이 하이 오피스텔,왕산로 258,서울특별시 동대문구 전농동 602-23,37.58386119,127.0502163,1355,150
1356,(77-8),도봉로71가길 38-10,서울특별시 강북구 수유동 77-8,37.63287962,127.0223281,1356,301
1357,강동아너스빌,양재대로103길 70,서울특별시 강동구 성내동 199-17,37.5340301,127.1340619,1357,265
1358,강일 포디움,아리수로91길 24-9,서울특별시 강동구 강일동 677-0,37.56533236,127.1735715,1358,44
1359,1동(166-100),진황도로27길 6,서울특별시 강동구 천호동 166-100,37.53862435,127.1316966,1359,286
1360,대동피렌체리버,올림픽로 667,서울특별시 강동구 천호동 442-34,37.5411522,127.1239457,1360,242
1361,근상프리즘아파트,국회대로54길 27,서울특별시 영등포구 영등포동7가 29-130,37.52322981,126.9089656,1361,224
1362,대명 U타운,가산로 89,서울특별시 금천구 가산동 153-7,37.47389424,126.894258,1362,259
1363,미주프라자,가마산로27길 60,서울특별시 구로구 구로동 107-0,37.49940654,126.8904984,1363,305
1364,가산글로벌퍼스트,범안로12길 56,서울특별시 금천구 독산동 1005-4,37.46431612,126.892941,1364,178
1365,영등포 대성 그랑그루,문래로 191,서울특별시 영등포구 영등포동4가 103-0,37.51849283,126.9032346,1365,271
1366,J.NEST,남부순환로220길 39,서울특별시 관악구 봉천동 863-5,37.47947755,126.9516438,1366,288
1367,에버그린스타,영신로43길 8,서울특별시 영등포구 당산동1가 188-3,37.52258477,126.9006826,1367,256
1368,써밋파크,남부순환로350길 11,서울특별시 서초구 양재동 11-4,37.48426837,127.0357624,1368,207
1369,서초프라비다,서초중앙로 65,서울특별시 서초구 서초동 1598-9,37.48759635,127.0145119,1369,207
1370,집앤사 하우립,삼학사로 39,서울특별시 송파구 삼전동 181-4,37.5008285,127.0965972,1370,170
1371,BELITA TERRA,봉천로12길 65,서울특별시 관악구 신림동 1423-21,37.48585451,126.9303141,1371,431
1372,관동캐슬오피스텔,남부순환로 1680,서울특별시 관악구 신림동 10-621,37.48408882,126.9370935,1372,361
1373,신길동갤럭시,신길로38길 6,서울특별시 영등포구 신길동 235-1,37.50593872,126.9117919,1373,317
1374,더품,청룡5길 17-3,서울특별시 관악구 봉천동 896-20,37.48028281,126.9470762,1374,321
